Issue,Entity,Field,Source File,Why It Matters,Suggested Resolution,Priority,Approval Status
Field appears across multiple source statuses,Player,routerunning,app.js; data/demo-world.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,runblocking,app.js; data/demo-world.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,stamina,app.js; data/demo-world.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js; js/sim/tests/injury-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,strength,app.js; data/demo-world.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,tackling,app.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,teamid,harness/run.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,teamwork,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,technique,app.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,throwing,app.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,type,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; app.js; harness/runs/loop-status.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,vision,app.js; data/demo-world.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,workrate,app.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,world,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/news/generateNewsImage.ts; app.js; js/m0/foundation.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Player,year,app.js; data/fbs-world.js; js/sim/archive/alumni-archive.js; js/sim/awards/awards-engine.js; js/sim/tests/alumni-tests.js; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,id,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/game_data/image_style_presets.json; ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,losses,app.js; data/demo-world.js; data/fbs-world.js; harness/soak.js; js/sim/ai/ai-school.js; js/sim/tests/coaching-carousel-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,name,.claude/launch.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,programid,app.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,programname,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; js/sim/tests/scrapbook-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,short,data/fbs-world.js; js/sim/realignment/realignment-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Program,wins,app.js; data/demo-world.js; data/fbs-world.js; harness/soak.js; js/sim/ai/ai-school.js; js/sim/tests/coaching-carousel-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,award,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,awardscount,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,conference,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; app.js; harness/soak.js; js/sim/media/voices-engine.js; js/sim/tests/realignment-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,losses,app.js; data/demo-world.js; data/fbs-world.js; harness/soak.js; js/sim/ai/ai-school.js; js/sim/tests/coaching-carousel-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,score,app.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,teamid,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,winnerid,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,wins,app.js; data/demo-world.js; data/fbs-world.js; harness/soak.js; js/sim/ai/ai-school.js; js/sim/tests/coaching-carousel-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Ranking,year,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; js/sim/archive/alumni-archive.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,ambition,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,budgeted,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,committed,app.js; data/demo-world.js; js/sim/recruiting/recruiting-v2.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,id,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/game_data/image_style_presets.json; ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,loyalty,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,name,.claude/launch.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Recruit,pressure,app.js; data/demo-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Schedule,score,app.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,academicprestige,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,administrativestability,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,alumninetwork,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,boardpatience,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,boosterstrength,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,brandreach,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,campusappeal,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,complianceculture,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,conference,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; app.js; harness/soak.js; js/sim/media/voices-engine.js; js/sim/tests/realignment-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,conferenceleverage,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,digitalengagement,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,disciplineculture,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,donorreliability,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,facilitiesquality,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,fanpassion,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,fiscalhealth,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,holder,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; js/sim/awards/awards-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,holderid,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; js/sim/awards/awards-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,id,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/game_data/image_style_presets.json; ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/callers_fictional_library.json; ai-pack/CFB_FM_HOSTS_AND_CALLERS_PACK/hosts_saul_and_peve.json; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,innovationappetite,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,label,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/imagePromptValidator.ts; app.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,longtermvision,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,mediamarket,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,medicalsupport,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,merchandisingpower,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,nilcapacity,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,nilstructure,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,nutritionprogram,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,passing_yards,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,pipelineaccess,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,pos,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,primary,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; app.js; js/ui/helpers/desk-workspace.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,recruitingfootprint,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,rivalryheat,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,school,ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; js/sim/tests/ai-nil-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,schoolname,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; js/sim/recruiting/ai-recruiting.js; js/sim/tests/m18-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,schoolseason,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,short,data/fbs-world.js; js/sim/tests/realignment-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,sponsorshippower,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,sportssciencesupport,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,studentsupport,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,ticketdemand,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,tradition,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,transferfriendliness,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,travelburden,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,tutoringprogram,app.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,type,ai-pack/cfl_ui_asset_manifest_pack/manifests/team_brand_pack.schema.json; js/sim/awards/awards-engine.js; js/sim/staff/coaching-carousel.js; js/sim/tests/awards-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,value,harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json; harness/soak.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,weatheradvantage,app.js; data/demo-world.js; data/fbs-world.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,School Brand,year,data/fbs-world.js; harness/runs/soak/seed_1.json; harness/runs/soak/seed_200.json; harness/runs/soak/seed_42.json; harness/runs/soak/seed_7.json; harness/runs/soak/seed_99.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,acceleration,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,adaptability,data/demo-world.js; js/sim/staff/coaching-carousel.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,aggression,app.js; data/fbs-world.js; harness/run.js; harness/scenarios/registry.js; harness/soak.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,agility,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,anticipation,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,balance,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,ballcarrying,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,bravery,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js; js/sim/tests/injury-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,catching,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,composure,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,concentration,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,count,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json; harness/runs/seed_102/summary.json; harness/runs/seed_103/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,coverage,app.js; data/demo-world.js; data/fbs-world.js; harness/seeded-roster.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,decisions,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,determination,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,discipline,data/demo-world.js; js/sim/staff/coaching-carousel.js; js/sim/stats/stat-taxonomy.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,fg,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,firsttouch,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,flair,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,fumble,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,id,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; ai-pack/CFB_FM_PLAYER_COMPS_PACK/college_player_comps_library.json; app.js; harness/scenarios/registry.js; js/m0/foundation.js; js/sim/awards/awards-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,int,harness/run.js; harness/runs/loop-status.json; harness/runs/seed_1/summary.json; harness/runs/seed_10/summary.json; harness/runs/seed_100/summary.json; harness/runs/seed_101/summary.json,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,jumping,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,kicking,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,label,ai-pack/CFB_FM_DYNAMIC_IMAGE_GENERATION_PACK/src/services/assets/newsImagePromptBuilder.ts; app.js; js/sim/awards/awards-engine.js; js/sim/draft/draft-engine.js; js/sim/injury/injury-engine.js; js/sim/media/voices-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,leadership,app.js; data/demo-world.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,longsnapping,app.js; data/fbs-world.js; js/sim/dev/dev-engine.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
Field appears across multiple source statuses,Simulation,losses,app.js; data/demo-world.js; data/fbs-world.js; js/sim/ai/ai-school.js; js/sim/tests/coaching-carousel-tests.js; js/sim/tests/invariants-tests.js,"May be code, mock, and spec using the same name with different meaning.",Review before merging or renaming.,Medium,pending-review
