Entity,Field Name,Display Label,Data Type,Example Value,Source Status,Source File,Source Line / Location,Required?,Nullable?,Default Value,Enum / Allowed Values,Current Usage,Used On Screens,Editable By User?,Dynamic / Computed?,Persistence Needed?,Notes,Recommendation,Approval Status
Staff,payload,Payload,string,"{ candidateId: ""c1",existing-code,js/sim/tests/reducers-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Pendergrass,Pendergrass,string,Pendergrass,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,perRole,Per Role,string,30,existing-code,js/sim/tests/coaching-carousel-tests.js,72,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Pete,Pete,string,Pete,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,playCalling,Play Calling,string,playCalling,existing-code,js/sim/staff/coaching-carousel.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,pos,Pos,string,true,existing-code,app.js,538,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,position,Position,string,position,existing-code,app.js,6776,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Position Coaches,Position Coaches,string,Position Coaches,existing-code,app.js,6776,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,positionTeaching,Position Teaching,string,positionTeaching,existing-code,js/sim/staff/coaching-carousel.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,pressureHandling,Pressure Handling,string,pressureHandling,existing-code,js/sim/staff/coaching-carousel.js,42,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,primary,Primary,string,true,existing-code,js/ui/helpers/desk-workspace.js,58,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,professionalism,Professionalism,string,15,mock-only,data/demo-world.js,357,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,public,Public,string,0,existing-code,app.js,639,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,QB_COACH,Qb Coach,string,QB_COACH,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Raymond,Raymond,string,Raymond,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,RB_COACH,Rb Coach,string,RB_COACH,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,reasonCodes,Reason Codes,string,[...],existing-code,js/sim/matchup/matchup.js,10,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,recruiting,Recruiting,string,recruiting,existing-code,js/sim/staff/coaching-carousel.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,RECRUITING_COORDINATOR,Recruiting Coordinator,string,RECRUITING_COORDINATOR,existing-code,js/sim/staff/coaching-carousel.js,33,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,recruitment,Recruitment,string,15,mock-only,data/demo-world.js,355,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Reggie,Reggie,string,Reggie,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,relationships,Relationships,string,relationships,existing-code,js/sim/staff/coaching-carousel.js,38,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Rinaldi,Rinaldi,string,Rinaldi,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,riskBase,Risk Base,string,0.20,existing-code,app.js,370,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Ronnie,Ronnie,string,Ronnie,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Rooks,Rooks,string,Rooks,existing-code,js/sim/staff/coaching-carousel.js,27,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Roster,Roster,string,cat-roster,existing-code,app.js,11379,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,rowKey,Row Key,string,(r) => r.id,existing-code,app.js,6618,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,rows,Rows,string,visible,existing-code,app.js,6618,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Rusty,Rusty,string,Rusty,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,salaryK,Salary K,string,700,existing-code,js/sim/tests/reducers-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,scouted,Scouted,string,0.25,existing-code,app.js,639,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,scoutingCurrent,Scouting Current,string,14,mock-only,data/demo-world.js,355,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,seed,Seed,string,seed + ri * 100 + i,existing-code,js/sim/staff/coaching-carousel.js,144,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,selectedRowId,Selected Row Id,string,null,existing-code,app.js,6782,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,shortName,Short Name,string,,existing-code,app.js,4649,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,sort,Sort,string,state.sort,existing-code,app.js,6619,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,sortable,Sortable,string,false,existing-code,app.js,6826,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Staff,Staff,string,cat-staff,existing-code,app.js,11379,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,staffDelegation,Staff Delegation,string,14,mock-only,data/demo-world.js,359,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,staffOpinion,Staff Opinion,string,0.60,existing-code,app.js,639,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,staffRole,Staff Role,string,c.role,existing-code,app.js,12078,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Stan,Stan,string,Stan,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,STC,Stc,string,STC,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Steady,Steady,string,Steady Developer,existing-code,app.js,364,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Stovall,Stovall,string,Stovall,existing-code,js/sim/staff/coaching-carousel.js,26,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Sundberg,Sundberg,string,Sundberg,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,tab,Tab,string,coordinators,existing-code,app.js,6782,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,tabs,Tabs,string,STAFF_TABS,existing-code,app.js,6867,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,tactical,Tactical,string,tactical,existing-code,js/sim/staff/coaching-carousel.js,37,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,tag,Tag,string,TOP 25,existing-code,js/m0/foundation.js,842,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Tate,Tate,string,Tate,existing-code,js/sim/staff/coaching-carousel.js,22,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,teaching,Teaching,string,15,mock-only,data/demo-world.js,358,,,,,Present in data/mock/generated run output.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,tenureYears,Tenure Years,string,5,existing-code,js/sim/tests/coaching-carousel-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,title,Title,string,Ridge City receiving poll votes,existing-code,js/m0/foundation.js,842,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Truitt,Truitt,string,Truitt,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,type,Type,string,HIRE_COACH,existing-code,js/sim/tests/reducers-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,value,Value,string,r,existing-code,app.js,6819,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Vance,Vance,string,Vance,existing-code,js/sim/staff/coaching-carousel.js,20,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Vinson,Vinson,string,Vinson,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,vis,Vis,string,scouted,existing-code,app.js,538,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Voss,Voss,string,Voss,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Wayne,Wayne,string,Wayne,existing-code,js/sim/staff/coaching-carousel.js,21,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Whitaker,Whitaker,string,Whitaker,existing-code,js/sim/staff/coaching-carousel.js,28,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,Whitfield,Whitfield,string,Whitfield,existing-code,js/sim/staff/coaching-carousel.js,25,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,width,Width,string,80,existing-code,app.js,6085,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,wins,Wins,string,2,existing-code,js/sim/tests/coaching-carousel-tests.js,47,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,World,World,string,cat-world,existing-code,app.js,11380,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,WR_COACH,Wr Coach,string,WR_COACH,existing-code,js/sim/staff/coaching-carousel.js,32,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
Staff,years,Years,string,3,existing-code,js/sim/tests/reducers-tests.js,74,,,,,Referenced in active JS/runtime/harness code.,,,,Yes,Discovered by repo scanner; not part of the seed checklist.,Review/keep if still needed,pending-review
