uniformId,schoolId,setName,helmetModel,helmetShellColor,facemaskColor,stripeStyle,stripeColor,jerseyBaseColor,numberColor,wordmark,sleeveStripe,pantsColor,pantsStripe,socksColor,glovesColor,cleatsColor
uniform_rutgers_alternate_2,school_rutgers,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,RUT,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_rutgers_rivalry,school_rutgers,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,RUT,triple,black,team.accent,team.primary,team.secondary,black
uniform_ucla_home,school_ucla,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,UCLA,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_ucla_away,school_ucla,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UCLA,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_ucla_alternate_1,school_ucla,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,UCLA,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ucla_alternate_2,school_ucla,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UCLA,triple,white,team.accent,team.primary,team.secondary,black
uniform_ucla_rivalry,school_ucla,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,UCLA,single,black,team.accent,team.primary,team.secondary,black
uniform_usc_home,school_usc,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,USC,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_usc_away,school_usc,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,USC,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_usc_alternate_1,school_usc,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,USC,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_usc_alternate_2,school_usc,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,USC,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_usc_rivalry,school_usc,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,USC,none,white,team.accent,team.primary,team.secondary,black
uniform_washington_home,school_washington,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,WASH,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_washington_away,school_washington,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,WASH,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_washington_alternate_1,school_washington,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WASH,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_washington_alternate_2,school_washington,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,WASH,none,white,team.accent,team.primary,team.secondary,black
uniform_washington_rivalry,school_washington,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,WASH,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_wisconsin_home,school_wisconsin,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,WIS,none,black,team.accent,team.primary,team.secondary,black
uniform_wisconsin_away,school_wisconsin,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,WIS,single,black,team.accent,team.primary,team.secondary,black
uniform_wisconsin_alternate_1,school_wisconsin,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,WIS,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_wisconsin_alternate_2,school_wisconsin,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,WIS,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_wisconsin_rivalry,school_wisconsin,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,WIS,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_arizona_home,school_arizona,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,ARIZ,triple,white,team.accent,team.primary,team.secondary,black
uniform_arizona_away,school_arizona,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,ARIZ,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_arizona_alternate_1,school_arizona,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ARIZ,none,black,team.accent,team.primary,team.secondary,black
uniform_arizona_alternate_2,school_arizona,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ARIZ,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_arizona_rivalry,school_arizona,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ARIZ,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_arizona_state_home,school_arizona_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,ASU,triple,white,team.accent,team.primary,team.secondary,black
uniform_arizona_state_away,school_arizona_state,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,ASU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_arizona_state_alternate_1,school_arizona_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ASU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_arizona_state_alternate_2,school_arizona_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ASU,single,black,team.accent,team.primary,team.secondary,black
uniform_arizona_state_rivalry,school_arizona_state,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ASU,single,black,team.accent,team.primary,team.secondary,black
uniform_baylor_home,school_baylor,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,BAY,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_baylor_away,school_baylor,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,BAY,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_baylor_alternate_1,school_baylor,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,BAY,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_baylor_alternate_2,school_baylor,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,BAY,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_baylor_rivalry,school_baylor,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,BAY,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_byu_home,school_byu,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,BYU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_byu_away,school_byu,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,BYU,single,black,team.accent,team.primary,team.secondary,black
uniform_byu_alternate_1,school_byu,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,BYU,triple,white,team.accent,team.primary,team.secondary,black
uniform_byu_alternate_2,school_byu,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,BYU,none,black,team.accent,team.primary,team.secondary,black
uniform_byu_rivalry,school_byu,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,BYU,none,white,team.accent,team.primary,team.secondary,black
uniform_cincinnati_home,school_cincinnati,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,CIN,single,black,team.accent,team.primary,team.secondary,black
uniform_cincinnati_away,school_cincinnati,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,CIN,triple,black,team.accent,team.primary,team.secondary,black
uniform_cincinnati_alternate_1,school_cincinnati,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,CIN,triple,white,team.accent,team.primary,team.secondary,black
uniform_cincinnati_alternate_2,school_cincinnati,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,CIN,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_cincinnati_rivalry,school_cincinnati,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,CIN,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_colorado_home,school_colorado,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,COLO,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_colorado_away,school_colorado,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,COLO,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_colorado_alternate_1,school_colorado,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,COLO,single,black,team.accent,team.primary,team.secondary,black
uniform_colorado_alternate_2,school_colorado,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,COLO,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_colorado_rivalry,school_colorado,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,COLO,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_houston_home,school_houston,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,HOU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_houston_away,school_houston,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,HOU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_houston_alternate_1,school_houston,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,HOU,single,white,team.accent,team.primary,team.secondary,black
uniform_houston_alternate_2,school_houston,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,HOU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_houston_rivalry,school_houston,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,HOU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_iowa_state_home,school_iowa_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,ISU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_iowa_state_away,school_iowa_state,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,ISU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_iowa_state_alternate_1,school_iowa_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ISU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_iowa_state_alternate_2,school_iowa_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ISU,triple,white,team.accent,team.primary,team.secondary,black
uniform_iowa_state_rivalry,school_iowa_state,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ISU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_kansas_home,school_kansas,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,KU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kansas_away,school_kansas,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,KU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kansas_alternate_1,school_kansas,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,KU,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kansas_alternate_2,school_kansas,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,KU,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_kansas_rivalry,school_kansas,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,KU,none,black,team.accent,team.primary,team.secondary,black
uniform_kansas_state_home,school_kansas_state,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,KSU,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kansas_state_away,school_kansas_state,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,KSU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_kansas_state_alternate_1,school_kansas_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,KSU,triple,white,team.accent,team.primary,team.secondary,black
uniform_kansas_state_alternate_2,school_kansas_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,KSU,single,black,team.accent,team.primary,team.secondary,black
uniform_kansas_state_rivalry,school_kansas_state,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,KSU,single,white,team.accent,team.primary,team.secondary,black
uniform_oklahoma_state_home,school_oklahoma_state,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,OKST,triple,white,team.accent,team.primary,team.secondary,black
uniform_oklahoma_state_away,school_oklahoma_state,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,OKST,triple,black,team.accent,team.primary,team.secondary,black
uniform_oklahoma_state_alternate_1,school_oklahoma_state,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,OKST,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_oklahoma_state_alternate_2,school_oklahoma_state,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,OKST,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_oklahoma_state_rivalry,school_oklahoma_state,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,OKST,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_tcu_home,school_tcu,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,TCU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_tcu_away,school_tcu,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,TCU,triple,white,team.accent,team.primary,team.secondary,black
uniform_tcu_alternate_1,school_tcu,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,TCU,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_tcu_alternate_2,school_tcu,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,TCU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_tcu_rivalry,school_tcu,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,TCU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_texas_tech_home,school_texas_tech,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,TTU,single,white,team.accent,team.primary,team.secondary,black
uniform_texas_tech_away,school_texas_tech,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,TTU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_tech_alternate_1,school_texas_tech,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TTU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_tech_alternate_2,school_texas_tech,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,TTU,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_texas_tech_rivalry,school_texas_tech,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,TTU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ucf_home,school_ucf,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,UCF,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_ucf_away,school_ucf,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,UCF,triple,white,team.accent,team.primary,team.secondary,black
uniform_ucf_alternate_1,school_ucf,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,UCF,single,white,team.accent,team.primary,team.secondary,black
uniform_ucf_alternate_2,school_ucf,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UCF,single,team.primary,team.accent,team.primary,team.secondary,black
uniform_ucf_rivalry,school_ucf,Rivalry,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UCF,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utah_home,school_utah,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,UTAH,single,white,team.accent,team.primary,team.secondary,black
uniform_utah_away,school_utah,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UTAH,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_utah_alternate_1,school_utah,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UTAH,single,black,team.accent,team.primary,team.secondary,black
uniform_utah_alternate_2,school_utah,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,UTAH,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_utah_rivalry,school_utah,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,UTAH,none,black,team.accent,team.primary,team.secondary,black
uniform_west_virginia_home,school_west_virginia,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,WVU,triple,black,team.accent,team.primary,team.secondary,black
uniform_west_virginia_away,school_west_virginia,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,WVU,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_west_virginia_alternate_1,school_west_virginia,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,WVU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_west_virginia_alternate_2,school_west_virginia,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,WVU,single,black,team.accent,team.primary,team.secondary,black
uniform_west_virginia_rivalry,school_west_virginia,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,WVU,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_alabama_home,school_alabama,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,ALA,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_alabama_away,school_alabama,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,ALA,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_alabama_alternate_1,school_alabama,Alternate 1,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,ALA,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_alabama_alternate_2,school_alabama,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,ALA,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_alabama_rivalry,school_alabama,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ALA,none,white,team.accent,team.primary,team.secondary,black
uniform_arkansas_home,school_arkansas,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,ARK,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_arkansas_away,school_arkansas,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,ARK,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_arkansas_alternate_1,school_arkansas,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,ARK,none,black,team.accent,team.primary,team.secondary,black
uniform_arkansas_alternate_2,school_arkansas,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ARK,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_arkansas_rivalry,school_arkansas,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,ARK,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_auburn_home,school_auburn,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,AUB,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_auburn_away,school_auburn,Away,SpeedFlex,team.secondary,team.primary,triple,team.accent,team.secondary,team.secondary,AUB,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_auburn_alternate_1,school_auburn,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,AUB,none,white,team.accent,team.primary,team.secondary,black
uniform_auburn_alternate_2,school_auburn,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,AUB,single,black,team.accent,team.primary,team.secondary,black
uniform_auburn_rivalry,school_auburn,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,AUB,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_florida_home,school_florida,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,FLA,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_florida_away,school_florida,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,FLA,none,white,team.accent,team.primary,team.secondary,black
uniform_florida_alternate_1,school_florida,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,FLA,triple,black,team.accent,team.primary,team.secondary,black
uniform_florida_alternate_2,school_florida,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,FLA,none,white,team.accent,team.primary,team.secondary,black
uniform_florida_rivalry,school_florida,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,FLA,none,black,team.accent,team.primary,team.secondary,black
uniform_georgia_home,school_georgia,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,UGA,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_georgia_away,school_georgia,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,UGA,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_georgia_alternate_1,school_georgia,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UGA,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_georgia_alternate_2,school_georgia,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,UGA,triple,black,team.accent,team.primary,team.secondary,black
uniform_georgia_rivalry,school_georgia,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,UGA,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_kentucky_home,school_kentucky,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,UK,none,white,team.accent,team.primary,team.secondary,black
uniform_kentucky_away,school_kentucky,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,UK,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kentucky_alternate_1,school_kentucky,Alternate 1,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UK,single,black,team.accent,team.primary,team.secondary,black
uniform_kentucky_alternate_2,school_kentucky,Alternate 2,SpeedFlex,team.primary,team.primary,triple,team.accent,team.accent,team.secondary,UK,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_kentucky_rivalry,school_kentucky,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,UK,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_lsu_home,school_lsu,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,LSU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_lsu_away,school_lsu,Away,SpeedFlex,team.secondary,team.primary,double,team.accent,team.secondary,team.secondary,LSU,single,white,team.accent,team.primary,team.secondary,black
uniform_lsu_alternate_1,school_lsu,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,LSU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_lsu_alternate_2,school_lsu,Alternate 2,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,LSU,single,black,team.accent,team.primary,team.secondary,black
uniform_lsu_rivalry,school_lsu,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,LSU,triple,team.primary,team.accent,team.primary,team.secondary,black
uniform_mississippi_state_home,school_mississippi_state,Home,SpeedFlex,team.primary,team.primary,double,team.accent,team.primary,team.secondary,MSST,none,black,team.accent,team.primary,team.secondary,black
uniform_mississippi_state_away,school_mississippi_state,Away,SpeedFlex,team.secondary,team.primary,none,team.accent,team.secondary,team.secondary,MSST,single,white,team.accent,team.primary,team.secondary,black
uniform_mississippi_state_alternate_1,school_mississippi_state,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,MSST,single,white,team.accent,team.primary,team.secondary,black
uniform_mississippi_state_alternate_2,school_mississippi_state,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MSST,northwestern,team.primary,team.accent,team.primary,team.secondary,black
uniform_mississippi_state_rivalry,school_mississippi_state,Rivalry,SpeedFlex,team.primary,team.primary,single,team.accent,team.accent,team.secondary,MSST,northwestern,white,team.accent,team.primary,team.secondary,black
uniform_missouri_home,school_missouri,Home,SpeedFlex,team.primary,team.primary,none,team.accent,team.primary,team.secondary,MIZ,triple,white,team.accent,team.primary,team.secondary,black
uniform_missouri_away,school_missouri,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,MIZ,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_missouri_alternate_1,school_missouri,Alternate 1,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,MIZ,single,team.secondary,team.accent,team.primary,team.secondary,black
uniform_missouri_alternate_2,school_missouri,Alternate 2,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,MIZ,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_missouri_rivalry,school_missouri,Rivalry,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,MIZ,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_oklahoma_home,school_oklahoma,Home,SpeedFlex,team.primary,team.primary,single,team.accent,team.primary,team.secondary,OU,none,team.primary,team.accent,team.primary,team.secondary,black
uniform_oklahoma_away,school_oklahoma,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,OU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_oklahoma_alternate_1,school_oklahoma,Alternate 1,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,OU,northwestern,team.secondary,team.accent,team.primary,team.secondary,black
uniform_oklahoma_alternate_2,school_oklahoma,Alternate 2,SpeedFlex,team.primary,team.primary,none,team.accent,team.accent,team.secondary,OU,none,team.secondary,team.accent,team.primary,team.secondary,black
uniform_oklahoma_rivalry,school_oklahoma,Rivalry,SpeedFlex,team.primary,team.primary,double,team.accent,team.accent,team.secondary,OU,northwestern,black,team.accent,team.primary,team.secondary,black
uniform_ole_miss_home,school_ole_miss,Home,SpeedFlex,team.primary,team.primary,triple,team.accent,team.primary,team.secondary,MISS,triple,team.secondary,team.accent,team.primary,team.secondary,black
uniform_ole_miss_away,school_ole_miss,Away,SpeedFlex,team.secondary,team.primary,single,team.accent,team.secondary,team.secondary,MISS,single,team.primary,team.accent,team.primary,team.secondary,black
