personId,primaryRoleId,age,reputation,offensivePhilosophyId,defensivePhilosophyId,personalityId,recruitingAbility,playerDevelopment,playCalling,leadership,motivation,discipline,adaptability,scouting,nilInfluence,pipelineStrength,ambition,loyalty,contractYears,salary,buyout
person_003576,qb_coach,56,82,Power Run,Tite Front,schemer,82,93,99,71,77,75,90,67,74,85,86,36,1,21296109,16226915
person_003577,rb_coach,36,80,Power Spread,Pressure Multiple,CEO,77,87,74,91,87,56,93,99,92,81,70,54,5,7855693,48040586
person_003578,wr_coach,44,86,Air Raid,Tite Front,detail_oriented,84,99,99,92,75,67,71,99,96,93,86,98,4,9198589,16549943
person_003579,ol_coach,67,67,Veer & Shoot,4-3,recruiter,88,60,59,58,62,72,81,55,53,57,31,68,3,28696965,28474224
person_003580,dl_coach,55,77,Multiple,Nickel,schemer,73,73,70,58,69,68,79,74,99,74,89,54,4,27476517,47944103
person_003581,lb_coach,38,74,RPO Spread,Quarters Match,recruiter,72,43,85,83,69,65,64,79,84,59,67,75,2,19609151,35467438
person_003582,db_coach,58,83,Power Spread,Nickel,players_coach,99,69,67,89,77,43,59,86,96,75,87,21,5,10629700,61775701
person_003583,strength_coach,47,62,Power Spread,Quarters Match,schemer,64,56,78,70,62,76,67,37,99,57,83,80,2,5237841,18272412
person_003584,nil_director,58,74,Power Run,Quarters Match,schemer,70,90,45,71,85,69,88,91,92,70,53,49,2,22899737,27284493
person_003690,head_coach,57,55,Power Run,4-2-5,hard_nosed,55,29,49,59,62,74,90,55,63,41,38,65,3,7070705,26946737
person_003691,offensive_coordinator,66,47,Pistol Option,Tite Front,schemer,64,49,43,48,49,58,26,42,72,32,62,65,2,6747695,12344668
person_003692,defensive_coordinator,46,67,Veer & Shoot,Pressure Multiple,CEO,45,50,64,68,74,68,57,55,95,74,70,50,3,21658863,28671953
person_003693,special_teams_coordinator,57,88,Power Run,Multiple,players_coach,99,48,65,77,98,78,73,99,99,89,82,44,4,22314018,65960585
person_003694,recruiting_coordinator,57,73,Power Run,Bear Front,CEO,67,83,85,76,66,59,71,78,76,72,85,66,1,29680732,34529952
person_003695,qb_coach,59,82,Pro Style,Nickel,recruiter,95,98,66,87,74,67,79,86,81,69,73,48,1,37277639,50027796
person_003696,rb_coach,44,60,Power Spread,Pressure Multiple,hard_nosed,48,55,40,52,74,58,38,56,86,77,99,70,6,14939484,16600506
person_003697,wr_coach,43,41,West Coast,Multiple,hard_nosed,20,36,40,37,37,68,51,28,34,27,87,61,2,7426244,6945761
person_003698,ol_coach,60,80,Power Run,Tite Front,hard_nosed,79,86,74,73,76,63,83,95,91,59,75,78,4,17858119,39871956
person_003699,dl_coach,64,63,Power Spread,4-2-5,CEO,37,74,46,56,50,71,48,79,88,73,68,99,4,17628362,16382935
person_003700,lb_coach,67,42,Multiple,Multiple,CEO,50,47,22,52,36,76,30,44,36,36,67,65,2,9698429,13947837
person_003701,db_coach,56,57,Pistol Option,3-4,players_coach,66,56,55,70,39,70,62,69,47,54,67,41,4,12567230,6937483
person_003702,strength_coach,62,48,Spread Option,Tite Front,hard_nosed,63,56,47,39,39,76,28,68,59,54,67,74,2,5835034,13387703
person_003703,nil_director,36,70,West Coast,4-2-5,CEO,84,76,66,68,57,64,42,80,81,56,55,56,1,8146400,25572862
person_003809,head_coach,32,94,Pistol Option,4-3,recruiter,98,88,99,79,99,92,99,99,99,74,87,75,1,12565583,54907331
person_003810,offensive_coordinator,37,99,Air Raid,3-3-5,CEO,94,96,94,81,99,67,79,99,91,94,61,28,3,22210145,23522977
person_003811,defensive_coordinator,48,98,West Coast,Multiple,detail_oriented,99,99,84,95,93,92,99,91,91,99,62,83,1,53849377,80665008
person_003812,special_teams_coordinator,32,91,RPO Spread,Bear Front,detail_oriented,91,97,99,99,90,63,99,99,99,97,80,53,6,15354204,20508810
person_003813,recruiting_coordinator,46,99,Power Spread,Bear Front,recruiter,99,97,87,97,99,56,99,99,96,99,98,61,6,21665806,67554051
person_003814,qb_coach,30,86,West Coast,Multiple,hard_nosed,86,69,99,87,47,59,96,81,69,89,59,52,5,22343969,35817802
person_003815,rb_coach,61,99,Multiple,3-3-5,CEO,96,92,99,93,99,73,92,77,99,88,75,91,6,62829486,78385458
person_003816,wr_coach,48,99,Veer & Shoot,4-3,CEO,99,99,99,99,99,51,90,90,92,94,71,70,3,42671184,22686751
person_003817,ol_coach,42,99,Power Run,3-4,detail_oriented,98,99,93,96,85,82,99,93,86,82,79,82,5,12906672,67273867
person_003818,dl_coach,52,99,RPO Spread,Nickel,hard_nosed,94,88,99,99,99,81,99,97,99,98,88,96,1,33791397,58883590
person_003819,lb_coach,51,81,RPO Spread,4-3,detail_oriented,81,79,72,71,85,77,61,92,69,82,52,92,2,42110265,26357221
person_003820,db_coach,36,88,Power Run,Tite Front,detail_oriented,72,99,73,80,96,69,86,84,98,71,81,36,1,16665686,17403197
person_003821,strength_coach,63,93,Multiple,4-2-5,schemer,78,78,87,99,71,80,86,83,69,94,89,44,2,48316791,77736370
person_003822,nil_director,66,90,Spread Option,4-2-5,schemer,91,75,86,93,95,74,84,65,91,90,78,70,6,14671121,58996952
person_003928,head_coach,61,74,Power Spread,4-2-5,detail_oriented,70,81,82,76,75,64,63,85,81,71,84,54,3,8438546,11361884
person_003929,offensive_coordinator,63,91,Veer & Shoot,3-4,players_coach,77,95,99,89,93,69,94,97,73,86,50,83,3,29758553,53876256
person_003930,defensive_coordinator,41,80,Power Spread,Pressure Multiple,hard_nosed,88,75,99,73,99,72,99,85,46,77,77,75,5,11182675,50066002
person_003931,special_teams_coordinator,62,90,Power Spread,Bear Front,players_coach,91,98,86,96,94,65,93,93,99,92,28,74,2,41642774,67713388
person_003932,recruiting_coordinator,63,77,Power Spread,Tite Front,schemer,85,72,83,89,82,83,89,86,57,70,78,70,3,13833277,36742251
person_003933,qb_coach,64,65,Power Run,3-3-5,schemer,47,62,60,68,68,58,67,82,57,65,95,66,4,15576678,9979654
person_003934,rb_coach,59,86,Multiple,Tite Front,detail_oriented,99,99,83,83,98,84,97,93,99,80,85,62,1,39303470,56032807
person_003935,wr_coach,56,70,Spread Option,Tite Front,players_coach,66,82,73,76,59,52,71,73,78,77,63,75,5,21496799,39990210
person_003936,ol_coach,31,81,Multiple,Multiple,players_coach,98,49,69,94,65,74,77,60,73,65,78,58,6,33514835,39804885
person_003937,dl_coach,42,86,Veer & Shoot,Quarters Match,schemer,82,86,63,86,81,91,96,93,81,76,74,84,2,26897887,41609563
person_003938,lb_coach,61,89,RPO Spread,Multiple,hard_nosed,99,80,70,75,74,75,89,77,74,83,70,79,4,12367946,52156751
person_003939,db_coach,43,66,West Coast,Multiple,CEO,77,87,59,50,62,62,99,59,28,50,83,68,3,25352457,18024857
person_003940,strength_coach,33,85,Veer & Shoot,4-3,detail_oriented,83,99,99,84,82,64,95,91,63,86,65,42,4,22760113,60152366
person_003941,nil_director,62,89,Spread Option,3-4,detail_oriented,85,99,87,99,78,95,79,91,89,71,77,66,1,22281407,51522057
person_004047,head_coach,65,72,Air Raid,Tite Front,CEO,51,74,79,65,59,91,80,51,73,64,78,39,4,27978534,13192576
person_004048,offensive_coordinator,49,78,Spread Option,Multiple,CEO,83,79,98,88,77,86,81,84,79,62,68,66,6,23227449,34463625
person_004049,defensive_coordinator,56,72,Power Run,Nickel,players_coach,70,64,77,91,57,84,67,77,85,64,80,62,3,22862707,28248751
person_004050,special_teams_coordinator,40,58,Multiple,4-2-5,recruiter,61,41,66,69,73,85,60,59,99,67,69,63,6,18740230,26856304
person_004051,recruiting_coordinator,66,83,Power Spread,3-4,hard_nosed,83,99,80,68,99,61,78,93,99,74,86,84,4,25146902,30351076
person_004052,qb_coach,62,99,Pro Style,Pressure Multiple,CEO,99,80,82,98,99,63,84,99,99,93,81,73,5,52098048,51433402
person_004053,rb_coach,37,87,Spread Option,Tite Front,schemer,86,91,99,68,86,58,93,89,67,74,54,34,4,16191983,19705312
person_004054,wr_coach,47,87,West Coast,3-3-5,schemer,83,80,99,73,70,67,63,99,74,85,55,68,1,25752545,33389036
person_004055,ol_coach,34,97,Multiple,4-3,CEO,87,99,64,99,93,64,84,99,96,86,61,70,5,38088785,54810629
person_004056,dl_coach,67,90,Air Raid,Quarters Match,players_coach,98,92,86,94,90,77,87,77,76,95,58,62,5,30638168,33212417
person_004057,lb_coach,67,86,Pistol Option,Multiple,schemer,75,62,99,91,87,31,87,77,88,80,89,92,4,17991443,59934161
person_004058,db_coach,58,79,Multiple,4-3,detail_oriented,74,99,77,65,99,96,99,71,99,65,55,76,3,32484991,47345971
person_004059,strength_coach,30,99,Spread Option,4-3,detail_oriented,99,99,99,80,99,63,99,99,82,99,74,75,5,29828637,77307465
person_004060,nil_director,41,82,Spread Option,4-3,recruiter,75,85,81,79,87,87,69,85,96,78,76,49,4,26038908,60505882
person_004166,head_coach,41,64,Air Raid,Pressure Multiple,hard_nosed,70,59,83,72,71,70,72,61,51,59,99,62,4,9797087,8531730
person_004167,offensive_coordinator,68,74,Veer & Shoot,Pressure Multiple,detail_oriented,63,87,70,66,76,49,62,65,82,85,66,53,5,27486548,39265103
person_004168,defensive_coordinator,53,91,Multiple,Multiple,detail_oriented,99,90,93,91,89,54,32,95,75,99,79,67,6,53270393,56056580
person_004169,special_teams_coordinator,68,86,Spread Option,4-2-5,CEO,82,84,73,88,80,89,99,85,90,88,70,71,1,45062495,63162990
person_004170,recruiting_coordinator,49,81,West Coast,Multiple,players_coach,99,66,92,95,92,87,86,78,92,85,67,78,5,15784007,32704725
person_004171,qb_coach,30,71,Air Raid,4-3,CEO,66,72,41,58,96,63,62,78,53,68,97,79,4,18563844,14374450
person_004172,rb_coach,57,63,Power Spread,3-4,recruiter,32,75,66,60,39,97,55,76,60,41,61,44,4,8045509,8792369
person_004173,wr_coach,36,84,Air Raid,Bear Front,detail_oriented,77,96,83,78,82,66,69,73,86,76,48,44,6,21319549,45224245
person_004174,ol_coach,37,64,Power Spread,4-2-5,schemer,72,51,62,66,70,59,76,81,53,92,84,28,6,7600511,9521624
person_004175,dl_coach,47,63,Pro Style,Tite Front,recruiter,48,59,77,63,53,95,58,48,51,50,91,39,2,7334294,18817474
person_004176,lb_coach,36,76,Air Raid,3-3-5,hard_nosed,83,99,99,83,92,47,71,67,88,65,43,71,2,11821479,13688859
person_004177,db_coach,42,57,Veer & Shoot,Pressure Multiple,detail_oriented,47,67,55,55,64,70,82,49,49,54,89,75,6,16317845,9225321
person_004178,strength_coach,56,60,Air Raid,4-3,hard_nosed,55,53,81,66,74,94,58,66,51,82,66,54,2,8685188,31396043
person_004179,nil_director,55,77,RPO Spread,3-3-5,recruiter,65,73,55,83,99,46,90,69,91,64,76,57,2,29621854,12784210
person_004285,head_coach,64,56,Pistol Option,Pressure Multiple,recruiter,72,72,85,56,58,86,54,65,52,56,31,60,2,18116763,9525019
person_004286,offensive_coordinator,63,60,Veer & Shoot,4-3,hard_nosed,31,73,56,52,57,81,54,60,63,83,99,90,3,22377838,18987068
person_004287,defensive_coordinator,65,45,Multiple,Multiple,detail_oriented,47,45,63,55,54,90,57,58,3,39,58,50,1,4681811,14753310
person_004288,special_teams_coordinator,37,61,RPO Spread,Tite Front,schemer,66,79,46,82,42,49,67,54,53,32,77,42,4,11762891,28392980
person_004289,recruiting_coordinator,48,78,West Coast,Nickel,schemer,76,54,68,70,60,53,99,89,72,52,62,74,1,18114140,49035261
person_004290,qb_coach,32,64,Pro Style,3-4,detail_oriented,72,65,84,55,77,50,45,74,89,58,79,42,1,10377604,35484420
person_004291,rb_coach,55,66,Power Run,Pressure Multiple,players_coach,60,77,60,74,79,76,87,58,59,85,55,67,6,25122273,32097325
person_004292,wr_coach,50,70,Pistol Option,Bear Front,hard_nosed,46,79,50,72,59,55,66,79,94,61,83,55,3,17103606,12178210
person_004293,ol_coach,51,74,Pro Style,Multiple,detail_oriented,68,78,90,59,80,55,63,66,65,59,99,16,4,20809559,24178921
person_004294,dl_coach,38,63,Pistol Option,Bear Front,hard_nosed,43,61,39,67,57,41,65,42,46,74,83,65,4,23023452,29008584
person_004295,lb_coach,48,68,Pro Style,4-3,hard_nosed,70,58,64,78,60,75,60,71,75,92,98,63,2,14557337,37903976
person_004296,db_coach,32,84,Pistol Option,3-3-5,CEO,99,65,74,97,88,46,81,63,84,62,39,34,6,40555923,22360291
person_004297,strength_coach,57,86,Spread Option,3-4,schemer,84,63,99,94,99,57,99,94,87,86,68,35,4,28178361,24282076
person_004298,nil_director,57,87,RPO Spread,Tite Front,recruiter,99,99,69,83,85,70,91,70,78,98,52,61,4,46485917,63509195
person_004404,head_coach,37,59,West Coast,4-2-5,detail_oriented,61,67,48,61,48,78,71,50,19,50,46,65,2,9806840,22304323
person_004405,offensive_coordinator,40,36,RPO Spread,4-2-5,schemer,39,50,54,48,47,66,19,38,45,39,76,54,6,2076767,10539750
person_004406,defensive_coordinator,44,69,Power Run,Bear Front,CEO,57,66,56,62,87,67,71,83,63,84,54,61,2,20182574,13853101
person_004407,special_teams_coordinator,41,73,Power Spread,Pressure Multiple,hard_nosed,75,59,98,76,99,78,74,67,77,60,43,49,3,33907589,17095188
person_004408,recruiting_coordinator,63,57,Power Spread,Pressure Multiple,schemer,69,48,69,53,44,56,71,47,40,57,70,70,1,13558624,22872899
person_004409,qb_coach,30,91,West Coast,Bear Front,detail_oriented,99,80,99,92,82,22,85,92,95,90,51,52,2,52732368,31923586
person_004410,rb_coach,66,53,Power Run,3-3-5,schemer,68,41,49,48,57,38,35,48,45,55,77,57,1,7873078,8985412
person_004411,wr_coach,33,60,Multiple,Tite Front,schemer,62,71,60,57,54,49,75,66,50,81,66,72,2,12265773,21053641
person_004412,ol_coach,53,62,Veer & Shoot,4-3,recruiter,57,62,95,51,71,67,52,99,53,64,49,99,3,16994513,13833165
person_004413,dl_coach,54,77,Air Raid,Tite Front,hard_nosed,95,64,90,72,83,57,88,69,75,71,99,63,1,26840302,14299012
person_004414,lb_coach,58,43,Spread Option,Pressure Multiple,schemer,47,43,53,46,40,74,29,45,31,37,79,45,5,11572324,8179874
person_004415,db_coach,50,62,Air Raid,Nickel,recruiter,52,60,63,69,56,74,57,52,38,81,97,76,1,24869631,21091898
person_004416,strength_coach,34,47,Veer & Shoot,Bear Front,hard_nosed,31,61,39,52,57,58,73,59,40,73,50,29,2,6661969,7149463
person_004417,nil_director,53,42,Pistol Option,4-3,CEO,37,12,58,33,48,95,45,40,55,59,82,62,4,5434667,11819634
person_004523,head_coach,44,65,RPO Spread,3-3-5,recruiter,59,56,52,77,43,58,81,64,80,66,63,64,4,7680546,32782500
person_004524,offensive_coordinator,59,96,Power Spread,Multiple,hard_nosed,99,99,91,99,95,90,96,99,71,90,69,73,6,39024673,48176865
person_004525,defensive_coordinator,35,87,Pro Style,3-3-5,CEO,90,92,96,87,88,59,99,87,63,79,64,71,4,44838110,41633454
person_004526,special_teams_coordinator,42,62,Air Raid,3-3-5,hard_nosed,51,63,55,56,74,66,51,75,46,83,83,72,6,10138596,25965406
person_004527,recruiting_coordinator,32,67,Multiple,4-3,hard_nosed,50,66,75,55,55,88,58,58,68,74,61,71,3,12324813,10550192
person_004528,qb_coach,44,70,Power Spread,Nickel,schemer,50,70,55,64,73,63,67,61,52,80,55,90,4,12270089,40249316
person_004529,rb_coach,64,74,West Coast,4-3,schemer,79,71,85,75,77,72,75,97,56,74,58,65,1,21276863,25365293
person_004530,wr_coach,49,72,Multiple,Multiple,hard_nosed,46,58,69,66,83,69,69,79,86,69,62,63,4,29995791,43392396
person_004531,ol_coach,35,47,Air Raid,3-4,CEO,50,52,19,42,41,85,62,53,68,53,99,96,2,14122871,14884899
person_004532,dl_coach,44,71,RPO Spread,Pressure Multiple,players_coach,81,96,79,72,85,21,59,69,47,66,66,77,1,7510683,14526085
person_004533,lb_coach,65,91,Multiple,3-3-5,detail_oriented,58,73,98,99,95,85,92,81,83,83,60,75,4,20908969,50776447
person_004534,db_coach,31,79,West Coast,Quarters Match,hard_nosed,99,85,99,76,80,76,99,67,74,82,91,60,2,15233160,43857922
person_004535,strength_coach,38,83,RPO Spread,Quarters Match,hard_nosed,73,83,88,95,85,88,83,98,89,99,96,54,3,31160584,20618473
person_004536,nil_director,57,58,West Coast,Pressure Multiple,schemer,56,72,35,66,41,69,45,45,68,79,85,83,6,4805837,8501488
person_004642,head_coach,65,55,Power Run,4-3,schemer,54,46,67,44,66,88,49,53,47,67,70,54,3,5981951,12204994
person_004643,offensive_coordinator,43,65,RPO Spread,Tite Front,recruiter,77,56,86,78,83,70,66,62,74,40,54,53,3,7949208,14344895
person_004644,defensive_coordinator,39,46,RPO Spread,Nickel,recruiter,51,45,66,39,50,95,60,40,50,21,99,12,2,13079814,10776898
person_004645,special_teams_coordinator,42,50,Air Raid,Pressure Multiple,hard_nosed,40,28,67,47,45,81,61,51,42,43,99,61,4,7095319,20524397
person_004646,recruiting_coordinator,54,86,Air Raid,Bear Front,CEO,90,85,97,98,99,63,90,99,99,91,76,86,4,19877343,64481391
person_004647,qb_coach,34,71,Power Run,4-2-5,recruiter,65,69,88,70,82,66,45,69,59,80,68,64,3,19776869,40797476
person_004648,rb_coach,49,69,Power Run,4-3,hard_nosed,74,79,45,74,59,35,81,72,83,91,75,29,4,13947178,11844969
person_004649,wr_coach,50,72,RPO Spread,Nickel,recruiter,64,77,71,62,64,66,59,69,71,86,51,73,2,19461994,20624602
person_004650,ol_coach,38,78,West Coast,3-4,schemer,83,99,83,87,70,56,98,62,94,81,56,54,3,10405748,21382365
person_004651,dl_coach,46,73,Pistol Option,4-2-5,CEO,60,78,63,78,36,57,99,80,97,86,57,91,5,23368232,31484610
person_004652,lb_coach,30,70,Multiple,Nickel,players_coach,51,69,75,72,60,90,79,82,99,92,86,79,1,20995729,39042613
person_004653,db_coach,64,60,West Coast,3-4,schemer,60,66,52,53,55,67,75,67,57,72,83,48,6,23297052,27027458
person_004654,strength_coach,44,66,Veer & Shoot,Nickel,detail_oriented,99,73,48,68,55,34,82,68,48,61,84,82,3,11319198,33130454
person_004655,nil_director,56,75,West Coast,Quarters Match,hard_nosed,71,87,87,61,80,44,53,73,85,76,48,55,3,8537070,48676042
person_004761,head_coach,46,61,Veer & Shoot,Quarters Match,detail_oriented,61,66,75,64,40,52,47,61,40,51,80,60,6,8640500,25912720
person_004762,offensive_coordinator,60,80,Power Spread,Multiple,recruiter,80,93,60,88,72,51,99,82,62,56,74,99,6,16390240,26274690
person_004763,defensive_coordinator,56,79,Multiple,Nickel,hard_nosed,71,63,89,99,72,76,79,82,88,57,99,65,6,22778242,22770596
person_004764,special_teams_coordinator,57,60,Veer & Shoot,Bear Front,CEO,34,65,47,48,54,67,87,59,64,47,54,76,2,21711144,23442244
person_004765,recruiting_coordinator,66,58,Pistol Option,Multiple,CEO,52,67,67,57,71,72,48,72,39,57,68,40,2,7107808,7427264
person_004766,qb_coach,62,62,Power Spread,4-3,players_coach,42,65,84,76,49,50,46,52,54,87,57,64,3,14245385,24149133
person_004767,rb_coach,62,66,Pistol Option,Multiple,hard_nosed,81,63,48,73,52,70,67,55,53,71,80,93,5,23127246,18250032
person_004768,wr_coach,37,67,West Coast,Quarters Match,CEO,76,62,57,60,70,53,50,56,75,58,87,75,4,6608122,29018774
person_004769,ol_coach,50,59,Power Run,Pressure Multiple,hard_nosed,58,61,50,71,72,83,44,51,63,59,72,30,1,7491103,25831380
person_004770,dl_coach,64,88,Veer & Shoot,Pressure Multiple,detail_oriented,68,89,95,99,90,89,87,99,86,99,54,68,1,32672493,66322664
person_004771,lb_coach,67,91,Pro Style,4-2-5,players_coach,72,92,80,68,99,86,99,74,77,90,40,40,1,20916626,46417163
person_004772,db_coach,52,80,Spread Option,3-4,players_coach,69,90,66,82,78,60,85,59,88,81,68,42,6,35082803,53145804
person_004773,strength_coach,38,68,Air Raid,Multiple,schemer,46,82,69,70,73,46,54,66,78,59,29,50,2,17481456,12940311
person_004774,nil_director,35,62,Air Raid,Tite Front,hard_nosed,72,63,57,48,77,65,47,76,45,58,60,59,5,12697052,30545638
person_004880,head_coach,40,69,Pro Style,4-2-5,CEO,55,66,72,61,59,76,83,69,69,72,69,99,6,9232529,15662838
person_004881,offensive_coordinator,65,57,Pro Style,Nickel,detail_oriented,54,48,47,86,61,40,70,42,48,67,76,72,6,20550213,17339980
person_004882,defensive_coordinator,60,67,Power Run,4-2-5,detail_oriented,60,69,59,74,69,78,70,49,51,56,49,70,1,21476052,35013741
person_004883,special_teams_coordinator,36,80,Spread Option,Tite Front,schemer,57,96,87,84,64,63,59,93,97,78,88,17,5,33926453,26456955
person_004884,recruiting_coordinator,66,66,Power Spread,3-3-5,CEO,72,63,80,53,32,61,64,67,43,72,44,66,3,16554890,30780096
person_004885,qb_coach,45,83,Power Spread,Bear Front,detail_oriented,75,71,71,76,56,71,77,74,95,81,58,79,3,16522793,53835584
person_004886,rb_coach,35,73,Spread Option,4-3,players_coach,80,94,73,69,86,70,62,85,78,87,63,81,3,8446864,43618451
person_004887,wr_coach,68,61,Veer & Shoot,3-4,hard_nosed,58,34,53,60,57,34,48,53,68,52,99,71,4,21249976,12565769
person_004888,ol_coach,51,59,Air Raid,4-2-5,players_coach,64,55,73,56,59,89,70,33,86,75,75,56,2,12367966,12852239
person_004889,dl_coach,30,40,RPO Spread,Pressure Multiple,schemer,49,26,40,28,51,72,45,41,25,38,83,57,5,3911367,5954858
person_004890,lb_coach,62,74,Power Run,Multiple,recruiter,79,67,78,72,93,48,76,75,70,76,53,61,2,24820312,17647230
person_004891,db_coach,60,73,RPO Spread,4-2-5,players_coach,76,74,82,60,91,62,91,76,86,70,34,63,1,14173592,12299970
person_004892,strength_coach,50,59,Pro Style,Multiple,CEO,59,49,52,65,72,58,77,68,51,86,71,82,1,17358188,24750990
person_004893,nil_director,46,80,Pistol Option,Nickel,CEO,77,93,93,83,82,70,83,76,66,59,32,70,3,23214441,50522365
person_004999,head_coach,58,85,Power Run,Bear Front,players_coach,94,79,78,90,48,47,99,99,86,89,64,46,3,37553494,45866530
person_005000,offensive_coordinator,30,63,Power Spread,4-3,schemer,53,69,51,55,46,76,39,59,71,71,69,67,2,12972026,24901546
person_005001,defensive_coordinator,53,99,Pro Style,Pressure Multiple,CEO,93,87,96,83,99,55,90,99,99,99,56,80,6,41892981,46767345
person_005002,special_teams_coordinator,54,51,Veer & Shoot,3-3-5,players_coach,40,42,66,53,34,51,46,58,54,30,74,73,1,12228881,15711824
person_005003,recruiting_coordinator,62,85,Spread Option,Pressure Multiple,schemer,94,68,85,71,79,94,72,88,95,79,82,86,5,24007258,31203190
person_005004,qb_coach,56,62,Veer & Shoot,3-3-5,hard_nosed,55,59,37,72,65,61,31,43,53,55,79,67,5,12264563,27649242
person_005005,rb_coach,67,65,Pro Style,Bear Front,hard_nosed,48,68,75,71,76,57,83,66,55,50,36,81,5,8914365,18367768
person_005006,wr_coach,64,59,Multiple,3-3-5,recruiter,50,57,40,58,65,60,65,55,43,63,74,95,3,6979780,23849490
person_005007,ol_coach,38,81,RPO Spread,Nickel,hard_nosed,98,74,56,91,67,54,62,95,70,76,56,90,5,28591373,51945919
person_005008,dl_coach,61,75,Veer & Shoot,Bear Front,players_coach,65,79,61,68,91,62,83,76,60,64,52,39,6,16581459,38327305
person_005009,lb_coach,43,59,Multiple,4-2-5,hard_nosed,56,50,63,51,43,76,56,54,56,56,61,49,1,16597236,17755285
person_005010,db_coach,34,93,Multiple,Tite Front,CEO,96,97,91,99,66,72,91,88,68,90,60,71,1,48883507,27285115
person_005011,strength_coach,67,79,Pistol Option,Quarters Match,schemer,74,69,83,67,62,88,66,94,91,59,84,71,2,38224777,31287550
person_005012,nil_director,32,99,Pistol Option,Tite Front,detail_oriented,91,99,91,96,99,99,95,99,99,99,72,64,5,35766341,61113385
person_005118,head_coach,44,44,RPO Spread,Tite Front,recruiter,42,24,43,51,30,72,56,40,42,71,86,34,1,4902587,10889491
person_005119,offensive_coordinator,49,68,Veer & Shoot,3-4,detail_oriented,73,95,89,72,69,58,87,66,61,71,93,45,5,23592627,16261142
person_005120,defensive_coordinator,62,65,Multiple,3-3-5,CEO,41,58,29,51,41,84,73,59,60,66,34,78,2,25298737,11403580
person_005121,special_teams_coordinator,38,41,Multiple,Nickel,schemer,54,34,52,33,24,91,36,34,31,51,99,29,1,5777490,3966897
person_005122,recruiting_coordinator,53,49,Power Run,3-4,schemer,31,64,27,63,54,61,42,45,37,47,71,99,1,5815397,12270760
person_005123,qb_coach,42,54,Pro Style,4-2-5,players_coach,62,69,53,57,48,84,58,57,58,56,65,47,2,9916963,12393541
person_005124,rb_coach,35,63,West Coast,Quarters Match,hard_nosed,59,52,53,58,63,86,89,70,58,79,67,80,5,5066133,8250003
person_005125,wr_coach,59,64,RPO Spread,4-2-5,players_coach,68,62,72,72,74,99,66,64,67,52,65,78,5,21734685,17009218
person_005126,ol_coach,66,61,Pistol Option,Quarters Match,recruiter,69,47,53,58,58,56,49,68,77,46,77,80,5,19900326,29858554
person_005127,dl_coach,33,39,Pro Style,Quarters Match,players_coach,47,40,25,38,34,63,56,37,43,24,85,47,6,4653960,12013545
person_005128,lb_coach,52,45,Power Run,Nickel,schemer,21,47,37,56,55,53,21,24,49,26,72,70,2,4934849,17961185
person_005129,db_coach,54,35,Pro Style,Nickel,hard_nosed,33,41,66,34,34,59,42,32,1,20,46,90,6,2558990,5472756
person_005130,strength_coach,49,50,Pistol Option,4-3,hard_nosed,59,58,46,60,55,90,32,67,42,53,65,71,3,3330172,9609507
person_005131,nil_director,48,70,Spread Option,Bear Front,detail_oriented,54,66,80,83,62,56,90,78,54,63,59,68,6,28202732,11484001
person_005237,head_coach,53,70,Pro Style,4-3,hard_nosed,64,62,67,90,62,49,64,60,73,48,51,59,6,12661259,10894142
person_005238,offensive_coordinator,53,99,West Coast,4-3,hard_nosed,97,99,99,93,99,46,99,83,89,99,76,80,2,33247623,80191771
person_005239,defensive_coordinator,56,87,RPO Spread,3-3-5,players_coach,88,99,97,99,99,86,97,80,43,95,52,79,6,30055195,38829034
person_005240,special_teams_coordinator,60,84,Pistol Option,4-3,schemer,89,99,99,81,57,58,99,73,68,75,80,97,3,42549639,31175944
person_005241,recruiting_coordinator,50,93,Pistol Option,4-2-5,hard_nosed,84,89,93,99,82,81,59,64,95,94,92,90,3,24041427,73984590
person_005242,qb_coach,50,76,Veer & Shoot,Pressure Multiple,schemer,83,74,98,79,94,81,61,81,56,41,57,82,6,23433211,20034366
person_005243,rb_coach,44,73,Pro Style,Quarters Match,detail_oriented,75,62,51,82,69,95,64,54,54,81,61,65,3,20856945,19849046
person_005244,wr_coach,34,93,RPO Spread,3-4,players_coach,71,92,72,97,87,46,52,82,99,81,71,28,5,34961045,43541223
person_005245,ol_coach,38,99,Air Raid,Bear Front,hard_nosed,93,92,99,96,84,72,99,59,98,99,85,58,2,36722527,30856933
person_005246,dl_coach,59,98,West Coast,Pressure Multiple,hard_nosed,97,99,88,99,89,67,86,99,92,99,99,76,5,38594213,24279372
person_005247,lb_coach,65,50,Pistol Option,Pressure Multiple,hard_nosed,59,33,53,60,39,99,72,41,54,49,50,83,3,11245688,18428334
person_005248,db_coach,42,62,Air Raid,Tite Front,CEO,39,68,79,60,67,84,56,50,94,67,57,73,5,18886935,30761986
person_005249,strength_coach,34,45,RPO Spread,Multiple,CEO,55,32,54,57,42,49,54,55,35,50,73,73,1,12541862,5530327
person_005250,nil_director,58,90,Spread Option,4-2-5,players_coach,99,99,81,93,99,81,99,73,77,99,59,48,5,27582830,33934447
person_005356,head_coach,63,88,Air Raid,3-3-5,detail_oriented,86,94,99,73,83,73,86,69,90,92,59,81,5,27322132,41129588
