personId,recruitingClassYear,primaryPosition,stars,nationalRank,positionRank,stateRank,hometownCity,hometownState,heightInches,weightPounds,archetype,currentAbility,potentialAbility,developmentTrait,academicFit,characterRisk,nilDemand,commitmentStatus
person_018040,2027,OL,3,1618,,,Cleveland,MI,80,337,Possession,67,79,elite,48,low,1111390,uncommitted
person_018041,2027,WR,2,1619,,,Charlotte,OH,69,176,Deep Threat,52,71,normal,97,low,525648,uncommitted
person_018042,2027,P,3,1620,,,Tampa,PA,70,183,Run Stopper,60,66,normal,77,low,1174319,uncommitted
person_018043,2027,RB,4,1621,,,Jacksonville,VA,69,191,Speed Back,81,87,elite,80,low,1182009,uncommitted
person_018044,2027,CB,3,1622,,,Cleveland,VA,69,193,Dual Threat,66,83,quick,80,low,740163,uncommitted
person_018045,2027,EDGE,4,1623,,,Miami,AZ,76,240,Field General,81,88,elite,48,high,2885498,uncommitted
person_018046,2027,LB,2,1624,,,Baton Rouge,OH,72,220,Speed Back,54,76,impact,41,low,164142,uncommitted
person_018047,2027,DL,2,1625,,,Detroit,TN,78,322,Hybrid,57,76,impact,71,low,417651,uncommitted
person_018048,2027,DL,2,1626,,,New Orleans,NJ,76,315,Hybrid,50,72,quick,90,medium,164015,uncommitted
person_018049,2027,OL,5,1627,,,Dallas,LA,78,298,Speed Back,89,99,normal,44,medium,1601670,uncommitted
person_018050,2027,WR,2,1628,,,Jacksonville,CA,70,204,Mauler,47,68,impact,51,low,556873,uncommitted
person_018051,2027,CB,3,1629,,,Dallas,TX,74,191,Power Back,58,80,impact,68,low,1788552,uncommitted
person_018052,2027,RB,3,1630,,,Dallas,IL,69,230,Edge Rusher,66,88,normal,63,low,1821150,uncommitted
person_018053,2027,OL,3,1631,,,Dallas,AZ,78,323,Power Back,61,68,impact,71,medium,1866037,uncommitted
person_018054,2027,DL,4,1632,,,Phoenix,VA,78,319,Possession,80,99,normal,63,low,1766820,uncommitted
person_018055,2027,DL,4,1633,,,Baton Rouge,AZ,76,325,Hybrid,69,75,quick,66,medium,3128279,uncommitted
person_018056,2027,WR,4,1634,,,Tulsa,FL,72,203,Deep Threat,69,76,normal,32,low,2964269,uncommitted
person_018057,2027,S,3,1635,,,Houston,TX,75,198,Dual Threat,61,77,quick,36,medium,363834,uncommitted
person_018058,2027,EDGE,2,1636,,,Tulsa,GA,78,257,Power Back,52,61,elite,73,low,109004,uncommitted
person_018059,2027,S,4,1637,,,Oklahoma City,AL,74,188,Power Back,79,90,normal,71,low,2354943,uncommitted
person_018060,2027,QB,2,1638,,,Phoenix,MI,75,213,Power Back,55,74,elite,74,low,366723,uncommitted
person_018061,2027,OL,2,1639,,,New Orleans,SC,80,299,Deep Threat,53,74,quick,65,high,75949,uncommitted
person_018062,2027,LB,2,1640,,,Houston,AZ,76,241,Coverage,56,65,quick,64,medium,67668,uncommitted
person_018063,2027,EDGE,4,1641,,,Oklahoma City,MS,77,266,Hybrid,70,85,quick,66,medium,681988,uncommitted
person_018064,2027,TE,4,1642,,,Detroit,TN,75,242,Speed Back,71,80,quick,74,low,4364018,uncommitted
person_018065,2027,LB,3,1643,,,Dallas,OH,74,237,Power Back,61,77,elite,61,medium,1629260,uncommitted
person_018066,2027,WR,2,1644,,,Miami,MS,71,211,Mauler,47,59,impact,73,low,317306,uncommitted
person_018067,2027,TE,3,1645,,,Jacksonville,NC,78,263,Zone Fit,69,79,elite,79,low,332525,uncommitted
person_018068,2027,OL,3,1646,,,Atlanta,GA,77,305,Field General,62,80,quick,61,high,922744,uncommitted
person_018069,2027,LB,4,1647,,,Cleveland,OK,72,226,Power Back,78,85,impact,60,low,392784,uncommitted
person_018070,2027,OL,3,1648,,,Cleveland,NJ,77,336,Deep Threat,65,72,impact,71,high,1883982,uncommitted
person_018071,2027,WR,2,1649,,,Houston,CA,74,180,Coverage,56,69,quick,82,low,294102,uncommitted
person_018072,2027,LB,4,1650,,,Tulsa,NC,76,236,Edge Rusher,75,83,normal,56,low,1127613,uncommitted
person_018073,2027,EDGE,2,1651,,,Charlotte,FL,77,237,Power Back,59,80,elite,57,high,467044,uncommitted
person_018074,2027,LS,3,1652,,,Houston,SC,73,235,Run Stopper,58,71,impact,50,high,253247,uncommitted
person_018075,2027,OL,3,1653,,,Dallas,NJ,79,289,Deep Threat,62,71,quick,33,low,520884,uncommitted
person_018076,2027,CB,5,1654,,,Houston,TN,72,170,Mauler,81,99,elite,81,low,6880676,uncommitted
person_018077,2027,RB,3,1655,,,Houston,FL,72,219,Field General,62,80,elite,59,low,172186,uncommitted
person_018078,2027,QB,4,1656,,,Tampa,VA,73,205,Deep Threat,79,99,elite,68,low,330532,uncommitted
person_018079,2027,ATH,2,1657,,,Cleveland,IL,72,213,Possession,57,78,elite,59,low,211396,uncommitted
person_018080,2027,OL,3,1658,,,Oklahoma City,OH,78,288,Zone Fit,66,74,elite,58,low,815645,uncommitted
person_018081,2027,ATH,2,1659,,,Tampa,SC,70,233,Deep Threat,52,74,elite,49,high,307471,uncommitted
person_018082,2027,LB,3,1660,,,Miami,IL,76,241,Deep Threat,65,72,elite,69,high,405649,uncommitted
person_018083,2027,WR,3,1661,,,Charlotte,MI,70,210,Deep Threat,68,82,normal,64,high,1407274,uncommitted
person_018084,2027,RB,3,1662,,,Phoenix,TX,70,201,Speed Back,62,80,elite,88,medium,492193,uncommitted
person_018085,2027,LB,2,1663,,,Houston,AZ,72,215,Coverage,49,67,impact,81,low,335684,uncommitted
person_018086,2027,EDGE,3,1664,,,Oklahoma City,MI,74,269,Edge Rusher,59,67,quick,72,low,1212541,uncommitted
person_018087,2027,OL,5,1665,,,Tulsa,FL,80,331,Dual Threat,82,97,elite,61,medium,7134248,uncommitted
person_018088,2027,WR,3,1666,,,Oklahoma City,LA,75,175,Edge Rusher,69,78,elite,88,high,855935,uncommitted
person_018089,2027,DL,3,1667,,,Atlanta,TX,78,316,Edge Rusher,67,74,impact,91,medium,771929,uncommitted
person_018090,2027,CB,3,1668,,,Miami,NJ,71,178,Possession,69,90,elite,54,high,1548078,uncommitted
person_018091,2027,OL,2,1669,,,Cleveland,NJ,76,322,Zone Fit,53,74,elite,83,low,87010,uncommitted
person_018092,2027,OL,4,1670,,,Oklahoma City,AZ,79,319,Power Back,75,94,normal,57,low,1253589,uncommitted
person_018093,2027,RB,2,1671,,,Phoenix,MS,71,206,Dual Threat,56,65,impact,64,high,502553,uncommitted
person_018094,2027,DL,3,1672,,,Oklahoma City,VA,78,300,Hybrid,59,64,normal,61,high,1308117,uncommitted
person_018095,2027,S,2,1673,,,Phoenix,PA,70,220,Deep Threat,54,59,impact,99,high,246565,uncommitted
person_018096,2027,WR,4,1674,,,Tulsa,NC,75,217,Zone Fit,72,81,normal,88,medium,351840,uncommitted
person_018097,2027,QB,3,1675,,,Los Angeles,CA,74,232,Run Stopper,66,86,quick,65,medium,1426763,uncommitted
person_018098,2027,WR,3,1676,,,Detroit,AZ,72,210,Power Back,63,69,normal,63,medium,1278906,uncommitted
person_018099,2027,ATH,3,1677,,,Tulsa,CA,76,234,Speed Back,59,81,elite,71,high,917677,uncommitted
person_018100,2027,LB,2,1678,,,Jacksonville,NJ,74,233,Speed Back,59,69,impact,68,low,55222,uncommitted
person_018101,2027,WR,2,1679,,,Detroit,TX,68,178,Speed Back,49,62,quick,58,high,161789,uncommitted
person_018102,2027,OL,3,1680,,,Houston,SC,77,287,Hybrid,65,87,elite,55,low,395422,uncommitted
person_018103,2027,DL,2,1681,,,Cleveland,MS,76,271,Hybrid,56,77,impact,79,high,386518,uncommitted
person_018104,2027,LS,4,1682,,,Los Angeles,AL,76,223,Power Back,74,91,elite,49,high,3640030,uncommitted
person_018105,2027,CB,2,1683,,,Cleveland,CA,68,181,Coverage,54,62,elite,85,low,252038,uncommitted
person_018106,2027,OL,5,1684,,,Baton Rouge,OK,79,298,Power Back,93,99,quick,64,low,970152,uncommitted
person_018107,2027,EDGE,3,1685,,,Detroit,AL,78,244,Dual Threat,68,81,normal,98,high,876674,uncommitted
person_018108,2027,EDGE,2,1686,,,New Orleans,NC,76,248,Edge Rusher,59,79,elite,75,low,472891,uncommitted
person_018109,2027,EDGE,3,1687,,,Jacksonville,IL,75,276,Edge Rusher,69,90,quick,66,medium,1259306,uncommitted
person_018110,2027,WR,4,1688,,,Charlotte,TX,77,178,Speed Back,75,97,quick,66,low,4246808,uncommitted
person_018111,2027,TE,2,1689,,,Dallas,GA,77,257,Deep Threat,54,73,elite,77,medium,333139,uncommitted
person_018112,2027,TE,4,1690,,,Phoenix,NC,80,264,Possession,71,80,elite,92,low,1339426,uncommitted
person_018113,2027,LB,2,1691,,,Houston,MS,75,215,Power Back,51,61,elite,72,low,158792,uncommitted
person_018114,2027,S,3,1692,,,Phoenix,OH,71,187,Hybrid,57,66,normal,40,low,1474083,uncommitted
person_018115,2027,LB,3,1693,,,Phoenix,FL,76,232,Speed Back,67,85,quick,36,low,193552,uncommitted
person_018116,2027,WR,3,1694,,,Los Angeles,TX,77,214,Deep Threat,66,78,elite,77,high,1798541,uncommitted
person_018117,2027,S,2,1695,,,Cleveland,OK,71,189,Deep Threat,56,68,impact,83,low,485942,uncommitted
person_018118,2027,DL,3,1696,,,Atlanta,IL,75,288,Run Stopper,66,73,quick,84,high,949098,uncommitted
person_018119,2027,QB,4,1697,,,Phoenix,VA,72,226,Mauler,78,83,impact,65,medium,4223267,uncommitted
person_018120,2027,QB,3,1698,,,Atlanta,PA,72,212,Hybrid,61,74,quick,70,low,149229,uncommitted
person_018121,2027,LB,2,1699,,,Cleveland,MI,74,237,Coverage,56,74,quick,77,low,199040,uncommitted
person_018122,2027,S,3,1700,,,Los Angeles,NC,73,195,Possession,59,77,normal,46,high,1259286,uncommitted
person_018123,2027,ATH,3,1701,,,Baton Rouge,AL,72,222,Hybrid,62,78,elite,80,medium,824066,uncommitted
person_018124,2027,ATH,4,1702,,,Tampa,NC,74,196,Hybrid,70,87,elite,55,high,970513,uncommitted
person_018125,2027,TE,3,1703,,,Jacksonville,SC,75,263,Possession,68,87,normal,84,medium,1598521,uncommitted
person_018126,2027,ATH,2,1704,,,Charlotte,SC,77,186,Hybrid,47,59,normal,69,high,412808,uncommitted
person_018127,2027,S,3,1705,,,Houston,OH,74,209,Run Stopper,63,83,impact,47,low,340096,uncommitted
person_018128,2027,WR,4,1706,,,Charlotte,MS,68,192,Edge Rusher,78,96,normal,82,high,4465006,uncommitted
person_018129,2027,OL,2,1707,,,Atlanta,LA,79,322,Power Back,49,59,elite,65,low,519635,uncommitted
person_018130,2027,CB,3,1708,,,Miami,OH,71,193,Edge Rusher,68,82,quick,63,low,1283019,uncommitted
person_018131,2027,LB,2,1709,,,Dallas,AL,75,244,Coverage,52,64,normal,78,low,172528,uncommitted
person_018132,2027,TE,3,1710,,,Phoenix,AL,78,260,Run Stopper,65,74,elite,42,low,296474,uncommitted
person_018133,2027,WR,4,1711,,,Phoenix,NC,75,195,Mauler,78,95,normal,75,high,1324535,uncommitted
person_018134,2027,OL,4,1712,,,New Orleans,NC,79,316,Coverage,73,81,normal,99,high,2013574,uncommitted
person_018135,2027,RB,4,1713,,,Miami,MS,74,196,Dual Threat,74,94,impact,63,medium,4427524,uncommitted
person_018136,2027,QB,2,1714,,,Miami,IL,78,235,Dual Threat,52,67,impact,74,low,457314,uncommitted
person_018137,2027,OL,3,1715,,,Tulsa,VA,76,315,Speed Back,58,73,elite,57,low,1132500,uncommitted
person_018138,2027,OL,3,1716,,,Cleveland,NJ,75,320,Field General,57,67,quick,99,high,603643,uncommitted
person_018139,2027,DL,3,1717,,,Phoenix,SC,79,297,Possession,68,89,quick,51,medium,236878,uncommitted
person_018140,2027,DL,4,1718,,,Houston,CA,76,308,Zone Fit,72,83,normal,71,high,4204877,uncommitted
person_018141,2027,TE,4,1719,,,Phoenix,TN,78,236,Run Stopper,69,86,elite,78,high,3471076,uncommitted
person_018142,2027,ATH,3,1720,,,Dallas,AZ,74,206,Speed Back,68,86,normal,67,low,1345762,uncommitted
person_018143,2027,S,2,1721,,,Cleveland,AL,75,207,Possession,50,66,elite,75,medium,383698,uncommitted
person_018144,2027,RB,3,1722,,,Cleveland,LA,70,216,Field General,65,78,elite,65,high,922951,uncommitted
person_018145,2027,DL,3,1723,,,Jacksonville,PA,79,297,Run Stopper,62,81,normal,79,medium,846973,uncommitted
person_018146,2027,P,4,1724,,,Dallas,MS,72,178,Field General,74,80,impact,66,low,4260082,uncommitted
person_018147,2027,WR,5,1725,,,Phoenix,TX,77,219,Power Back,92,97,impact,63,high,5758792,uncommitted
person_018148,2027,S,3,1726,,,Tampa,VA,71,194,Hybrid,63,85,quick,59,low,845300,uncommitted
person_018149,2027,WR,3,1727,,,Detroit,LA,77,181,Deep Threat,69,76,normal,56,high,954005,uncommitted
person_018150,2027,OL,2,1728,,,Dallas,NC,78,292,Mauler,58,78,impact,75,low,197281,uncommitted
person_018151,2027,P,3,1729,,,Tampa,NJ,71,203,Hybrid,63,75,impact,91,high,939136,uncommitted
person_018152,2027,QB,4,1730,,,Houston,OH,77,212,Speed Back,80,99,quick,81,medium,607774,uncommitted
person_018153,2027,LB,3,1731,,,Cleveland,AL,72,240,Power Back,69,90,quick,72,high,1231563,uncommitted
person_018154,2027,TE,2,1732,,,Tulsa,OK,80,259,Possession,59,72,elite,79,medium,227545,uncommitted
person_018155,2027,TE,3,1733,,,Phoenix,OH,77,265,Possession,68,85,impact,63,low,561210,uncommitted
person_018156,2027,WR,3,1734,,,Baton Rouge,LA,77,194,Coverage,59,67,quick,69,low,722940,uncommitted
person_018157,2027,EDGE,3,1735,,,Detroit,MS,79,257,Coverage,69,76,impact,57,low,1469341,uncommitted
person_018158,2027,DL,3,1736,,,Tampa,FL,78,296,Dual Threat,62,71,elite,75,low,1685816,uncommitted
person_018159,2027,CB,4,1737,,,Detroit,PA,69,182,Dual Threat,79,95,quick,85,low,876424,uncommitted
person_018160,2027,OL,2,1738,,,Tampa,FL,79,323,Edge Rusher,51,60,impact,73,low,126441,uncommitted
person_018161,2027,CB,2,1739,,,Oklahoma City,SC,68,176,Edge Rusher,55,72,elite,58,low,355003,uncommitted
person_018162,2027,WR,2,1740,,,Tampa,PA,69,215,Speed Back,48,67,quick,68,low,143901,uncommitted
person_018163,2027,LB,4,1741,,,Jacksonville,TN,74,226,Zone Fit,78,95,impact,41,medium,3002947,uncommitted
person_018164,2027,ATH,3,1742,,,Miami,AL,72,237,Run Stopper,65,78,impact,46,high,1763026,uncommitted
person_018165,2027,LB,3,1743,,,Cleveland,LA,73,218,Dual Threat,61,77,impact,47,medium,1484284,uncommitted
person_018166,2027,OL,2,1744,,,Jacksonville,OH,78,288,Speed Back,57,66,impact,66,high,394184,uncommitted
person_018167,2027,ATH,2,1745,,,Tulsa,GA,73,236,Dual Threat,49,54,quick,60,high,198792,uncommitted
person_018168,2027,RB,3,1746,,,Charlotte,OH,71,227,Possession,68,78,quick,76,high,1770111,uncommitted
person_018169,2027,OL,3,1747,,,Baton Rouge,FL,79,332,Deep Threat,67,84,normal,85,medium,1087949,uncommitted
person_018170,2027,EDGE,4,1748,,,Los Angeles,SC,77,255,Possession,73,87,quick,51,low,2120218,uncommitted
person_018171,2027,CB,3,1749,,,Detroit,SC,68,201,Edge Rusher,61,79,normal,94,low,719475,uncommitted
person_018172,2027,QB,2,1750,,,Baton Rouge,NJ,75,231,Possession,55,77,impact,84,low,399246,uncommitted
person_018173,2027,OL,2,1751,,,Atlanta,AZ,79,311,Zone Fit,47,58,quick,81,high,254088,uncommitted
person_018174,2027,WR,3,1752,,,New Orleans,LA,70,198,Run Stopper,69,83,quick,42,low,155685,uncommitted
person_018175,2027,CB,4,1753,,,New Orleans,TX,73,172,Run Stopper,77,91,elite,86,medium,1446438,uncommitted
person_018176,2027,CB,3,1754,,,Phoenix,MS,72,202,Coverage,60,65,quick,51,medium,1638584,uncommitted
person_018177,2027,DL,2,1755,,,Cleveland,TX,75,307,Deep Threat,48,64,quick,66,high,239586,uncommitted
person_018178,2027,RB,3,1756,,,Los Angeles,IL,71,200,Dual Threat,60,69,normal,47,low,202014,uncommitted
person_018179,2027,EDGE,2,1757,,,Jacksonville,NC,74,235,Mauler,56,68,quick,99,low,222253,uncommitted
person_018180,2027,LB,3,1758,,,Cleveland,TN,76,250,Mauler,69,88,elite,71,high,752918,uncommitted
person_018181,2027,CB,3,1759,,,Baton Rouge,MS,73,173,Deep Threat,68,86,impact,95,high,854841,uncommitted
person_018182,2027,ATH,3,1760,,,Atlanta,TX,77,226,Coverage,57,77,elite,74,low,1222916,uncommitted
person_018183,2027,TE,3,1761,,,Atlanta,MS,78,241,Possession,64,69,impact,54,low,1452289,uncommitted
person_018184,2027,OL,3,1762,,,New Orleans,TN,77,337,Dual Threat,66,80,quick,58,low,446818,uncommitted
person_018185,2027,QB,4,1763,,,Baton Rouge,SC,76,202,Power Back,71,77,normal,46,high,635094,uncommitted
person_018186,2027,WR,3,1764,,,Los Angeles,OH,68,206,Field General,62,68,elite,67,low,1613913,uncommitted
person_018187,2027,ATH,4,1765,,,Miami,AL,74,195,Run Stopper,71,91,elite,79,high,4336407,uncommitted
person_018188,2027,RB,5,1766,,,Dallas,LA,69,214,Zone Fit,85,95,impact,73,low,7823146,uncommitted
person_018189,2027,QB,4,1767,,,Charlotte,MI,72,209,Edge Rusher,70,81,impact,60,medium,830914,uncommitted
person_018190,2027,CB,3,1768,,,Jacksonville,PA,71,195,Dual Threat,65,84,normal,94,medium,687297,uncommitted
person_018191,2027,LB,2,1769,,,Baton Rouge,TX,72,218,Mauler,53,72,impact,60,low,476430,uncommitted
person_018192,2027,WR,2,1770,,,Detroit,PA,77,208,Coverage,47,61,elite,99,high,202785,uncommitted
person_018193,2027,P,4,1771,,,New Orleans,PA,72,190,Speed Back,76,92,elite,36,medium,4318055,uncommitted
person_018194,2027,TE,4,1772,,,Los Angeles,TX,77,241,Deep Threat,80,95,quick,99,low,1537909,uncommitted
person_018195,2027,WR,3,1773,,,Baton Rouge,MS,71,215,Deep Threat,65,72,elite,49,low,1771322,uncommitted
person_018196,2027,DL,2,1774,,,Tampa,MI,77,312,Edge Rusher,54,70,normal,40,low,397180,uncommitted
person_018197,2027,CB,3,1775,,,Jacksonville,VA,73,190,Deep Threat,66,82,quick,65,low,1453345,uncommitted
person_018198,2027,OL,5,1776,,,Los Angeles,AZ,76,285,Speed Back,83,97,impact,80,medium,8170311,uncommitted
person_018199,2027,OL,2,1777,,,Los Angeles,MI,80,314,Deep Threat,47,54,elite,52,low,309680,uncommitted
person_018200,2027,LB,5,1778,,,Charlotte,GA,76,227,Deep Threat,87,96,quick,53,high,2245906,uncommitted
person_018201,2027,CB,4,1779,,,Detroit,IL,73,191,Hybrid,78,90,normal,73,medium,3984847,uncommitted
person_018202,2027,WR,3,1780,,,Miami,CA,72,207,Dual Threat,65,83,elite,57,medium,711585,uncommitted
person_018203,2027,LB,3,1781,,,Los Angeles,IL,75,237,Deep Threat,58,76,elite,55,high,1241352,uncommitted
person_018204,2027,LB,3,1782,,,Dallas,AL,73,219,Coverage,64,78,normal,76,medium,746241,uncommitted
person_018205,2027,OL,3,1783,,,New Orleans,CA,80,337,Zone Fit,69,85,impact,78,low,902062,uncommitted
person_018206,2027,TE,3,1784,,,Cleveland,GA,79,252,Deep Threat,58,67,impact,81,high,1239753,uncommitted
person_018207,2027,LB,2,1785,,,Los Angeles,VA,72,218,Possession,57,75,normal,65,low,184021,uncommitted
person_018208,2027,OL,3,1786,,,New Orleans,VA,76,296,Hybrid,59,64,quick,58,medium,1845665,uncommitted
person_018209,2027,LB,3,1787,,,Atlanta,TN,73,229,Power Back,57,73,impact,67,high,1575274,uncommitted
person_018210,2027,DL,5,1788,,,Houston,MI,75,304,Hybrid,89,99,impact,73,low,1576530,uncommitted
person_018211,2027,ATH,3,1789,,,Tampa,PA,76,212,Dual Threat,67,87,normal,59,low,185511,uncommitted
person_018212,2027,OL,2,1790,,,Baton Rouge,VA,78,319,Edge Rusher,50,60,elite,69,low,389390,uncommitted
person_018213,2027,WR,2,1791,,,Phoenix,TX,75,206,Zone Fit,49,55,quick,89,medium,203463,uncommitted
person_018214,2027,LB,2,1792,,,Miami,GA,73,243,Edge Rusher,51,60,impact,53,low,482296,uncommitted
person_018215,2027,OL,4,1793,,,Jacksonville,NJ,75,310,Field General,70,86,normal,63,high,2990625,uncommitted
person_018216,2027,RB,3,1794,,,New Orleans,NJ,72,229,Run Stopper,59,65,normal,62,high,462085,uncommitted
person_018217,2027,LB,3,1795,,,Jacksonville,NJ,75,233,Coverage,65,70,impact,46,high,1336188,uncommitted
person_018218,2027,EDGE,5,1796,,,Dallas,FL,75,278,Run Stopper,83,94,elite,38,medium,5356079,uncommitted
person_018219,2027,LB,3,1797,,,Charlotte,TN,73,248,Deep Threat,62,72,normal,54,high,1108421,uncommitted
person_018220,2027,ATH,3,1798,,,Charlotte,OK,71,213,Deep Threat,61,71,elite,67,medium,959454,uncommitted
person_018221,2027,LB,3,1799,,,Miami,MS,73,229,Possession,62,70,impact,72,low,1026556,uncommitted
person_018222,2027,OL,3,1800,,,Miami,SC,77,337,Field General,69,81,elite,61,high,227772,uncommitted
person_018223,2027,WR,4,1801,,,Phoenix,OH,69,181,Possession,81,97,elite,47,medium,4453956,uncommitted
person_018224,2027,DL,3,1802,,,Dallas,OK,74,307,Power Back,69,86,impact,63,high,1622666,uncommitted
person_018225,2027,DL,3,1803,,,Cleveland,GA,77,319,Speed Back,62,83,elite,85,low,699984,uncommitted
person_018226,2027,OL,3,1804,,,Baton Rouge,IL,78,298,Mauler,61,67,elite,77,medium,462454,uncommitted
person_018227,2027,EDGE,2,1805,,,Atlanta,MS,75,261,Speed Back,49,67,quick,82,medium,481713,uncommitted
person_018228,2027,LB,2,1806,,,Detroit,VA,76,222,Speed Back,59,77,quick,81,low,295193,uncommitted
person_018229,2027,WR,3,1807,,,Oklahoma City,AL,68,180,Possession,65,80,quick,90,low,875483,uncommitted
person_018230,2027,OL,4,1808,,,Dallas,NJ,78,312,Zone Fit,71,82,quick,51,high,3503046,uncommitted
person_018231,2027,WR,3,1809,,,Tulsa,MS,74,199,Coverage,60,74,quick,50,medium,861830,uncommitted
person_018232,2027,P,3,1810,,,Charlotte,MS,74,213,Mauler,60,65,quick,71,high,1274928,uncommitted
person_018233,2027,RB,2,1811,,,Jacksonville,NJ,71,227,Possession,55,69,quick,60,low,508980,uncommitted
person_018234,2027,WR,5,1812,,,New Orleans,TX,76,198,Edge Rusher,89,99,impact,80,medium,8280363,uncommitted
person_018235,2027,WR,3,1813,,,Baton Rouge,NC,75,204,Mauler,58,78,normal,65,low,1245787,uncommitted
person_018236,2027,S,3,1814,,,Phoenix,AL,70,206,Edge Rusher,63,85,normal,62,medium,354319,uncommitted
person_018237,2027,TE,2,1815,,,Jacksonville,AZ,78,260,Zone Fit,52,72,quick,82,low,334294,uncommitted
person_018238,2027,DL,4,1816,,,Atlanta,LA,78,286,Coverage,73,83,quick,78,medium,1880973,uncommitted
person_018239,2027,DL,4,1817,,,Miami,TN,75,313,Field General,81,97,quick,75,high,3158361,uncommitted
person_018240,2027,WR,3,1818,,,Detroit,NC,73,216,Power Back,69,75,impact,87,medium,1505718,uncommitted
person_018241,2027,WR,3,1819,,,Detroit,AZ,71,184,Field General,66,75,normal,60,low,1844242,uncommitted
person_018242,2027,OL,2,1820,,,Houston,MI,80,334,Possession,52,62,normal,51,low,555245,uncommitted
person_018243,2027,ATH,2,1821,,,Dallas,TN,71,220,Coverage,54,61,impact,62,low,356447,uncommitted
person_018244,2027,ATH,3,1822,,,Detroit,IL,77,197,Deep Threat,67,83,quick,58,medium,1097757,uncommitted
person_018245,2027,CB,2,1823,,,Baton Rouge,MI,73,188,Zone Fit,54,68,normal,59,low,327690,uncommitted
person_018246,2027,OL,4,1824,,,Atlanta,AL,77,311,Zone Fit,80,97,normal,68,low,774486,uncommitted
person_018247,2027,LB,3,1825,,,Phoenix,MI,76,233,Edge Rusher,57,79,quick,60,high,1753885,uncommitted
person_018248,2027,DL,2,1826,,,Charlotte,AL,77,308,Dual Threat,58,67,impact,70,low,432890,uncommitted
person_018249,2027,DL,3,1827,,,Detroit,CA,79,285,Edge Rusher,59,64,normal,55,medium,1403835,uncommitted
person_018250,2027,OL,2,1828,,,Phoenix,NJ,80,306,Coverage,56,75,elite,25,high,455758,uncommitted
person_018251,2027,WR,2,1829,,,Jacksonville,FL,74,207,Dual Threat,58,70,elite,85,high,319628,uncommitted
person_018252,2027,S,2,1830,,,Los Angeles,IL,74,192,Mauler,57,68,impact,69,medium,346608,uncommitted
person_018253,2027,OL,3,1831,,,Charlotte,LA,80,289,Dual Threat,62,73,impact,99,low,472229,uncommitted
person_018254,2027,EDGE,4,1832,,,Los Angeles,AL,79,261,Run Stopper,74,92,quick,89,medium,1067885,uncommitted
person_018255,2027,OL,2,1833,,,Tulsa,CA,78,287,Power Back,55,77,quick,68,low,410120,uncommitted
person_018256,2027,WR,2,1834,,,Cleveland,PA,73,202,Hybrid,51,57,impact,95,low,379955,uncommitted
person_018257,2027,EDGE,3,1835,,,Los Angeles,VA,75,255,Field General,63,80,normal,55,medium,1430622,uncommitted
person_018258,2027,CB,2,1836,,,Detroit,VA,68,182,Possession,58,66,normal,53,low,219386,uncommitted
person_018259,2027,WR,3,1837,,,Houston,AZ,74,178,Possession,64,72,quick,24,low,820585,uncommitted
person_018260,2027,CB,2,1838,,,Charlotte,IL,74,202,Coverage,49,59,elite,50,medium,194771,uncommitted
person_018261,2027,DL,4,1839,,,Phoenix,VA,78,294,Hybrid,69,81,elite,76,low,2401202,uncommitted
person_018262,2027,CB,3,1840,,,Charlotte,IL,74,174,Zone Fit,68,78,elite,51,medium,1488332,uncommitted
person_018263,2027,ATH,4,1841,,,New Orleans,GA,76,231,Hybrid,74,94,quick,74,medium,3403523,uncommitted
person_018264,2027,WR,5,1842,,,Los Angeles,TX,69,184,Zone Fit,81,99,quick,43,medium,6640133,uncommitted
person_018265,2027,CB,3,1843,,,Los Angeles,OH,71,172,Dual Threat,65,70,normal,71,low,1507420,uncommitted
person_018266,2027,WR,3,1844,,,Atlanta,AL,77,178,Zone Fit,63,69,quick,52,low,1400651,uncommitted
person_018267,2027,OL,2,1845,,,Phoenix,AL,77,289,Power Back,53,73,elite,56,low,468753,uncommitted
person_018268,2027,TE,3,1846,,,Dallas,AZ,79,259,Power Back,63,73,normal,44,high,1133036,uncommitted
person_018269,2027,TE,3,1847,,,Miami,NC,75,239,Possession,69,77,normal,73,low,185950,uncommitted
person_018270,2027,DL,2,1848,,,Tulsa,AZ,77,289,Run Stopper,58,74,quick,79,high,418224,uncommitted
person_018271,2027,OL,3,1849,,,Los Angeles,FL,79,336,Zone Fit,60,68,impact,67,low,1212439,uncommitted
person_018272,2027,OL,3,1850,,,Los Angeles,SC,78,317,Deep Threat,63,83,elite,72,medium,990473,uncommitted
person_018273,2027,P,2,1851,,,Phoenix,AL,70,196,Coverage,57,63,impact,61,low,361990,uncommitted
person_018274,2027,EDGE,3,1852,,,Dallas,MS,76,242,Coverage,58,64,elite,81,low,1832914,uncommitted
person_018275,2027,OL,4,1853,,,Detroit,VA,78,339,Zone Fit,74,94,quick,63,medium,1541135,uncommitted
person_018276,2027,LB,3,1854,,,Miami,OK,75,233,Run Stopper,65,87,impact,53,high,1327056,uncommitted
person_018277,2027,TE,3,1855,,,Jacksonville,AZ,80,251,Possession,67,78,normal,99,low,821019,uncommitted
person_018278,2027,LB,2,1856,,,Miami,MS,74,242,Power Back,57,76,elite,69,low,437124,uncommitted
person_018279,2027,S,3,1857,,,Oklahoma City,NJ,73,220,Power Back,57,69,impact,39,low,238849,uncommitted
