overall,currentAbility,potentialAbility,speed,acceleration,strength,agility,stamina,injuryResistance,leadership,workEthic,discipline,footballIQ,consistency,clutch,ballSecurity,morale,confidence,armStrength,shortAccuracy,intermediateAccuracy,deepAccuracy,timing,anticipation,pocketMovement,pressureResponse,preSnapId,postSnapProcessing,rpoRead,optionMesh,progressionDiscipline,scrambleInstinct,vision,burst,contactBalance,patience,oneCutAbility,gapDiscipline,receiving,passProtection,release,routeRunning,leverageUnderstanding,hands,contestedCatch,yac,blocking,optionRouteIntelligence,verticalSpeed,spacingDiscipline,redZoneFeel,runBlockPower,zoneFootwork,comboTiming,reachBlock,pullAbility,passSet,anchor,blitzPickup,stuntRecognition,communication,penaltyDiscipline,getOff,bend,handUsage,gapDisciplineDefense,blockDestruction,passRushPlan,containDiscipline,motor,runFitStrength,runFit,blockShed,pursuitAngle,tackling,zoneDrop,manCoverage,blitzTiming,playRecognition,eyeDiscipline,rpoDiscipline,zoneCoverage,matchCoverage,press,offTechnique,ballSkills,runSupport,routeRecognition,recoverySpeed,kickPower,kickAccuracy,puntPower,puntAccuracy,longSnapping,returnVision,personId,seasonYear,position
64,70,85,60,70,65,65,77,91,98,39,28,69,63,67,63,76,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,61,67,73,75,55,69,77,75,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005042,2026,TE
69,70,74,55,53,37,39,58,92,58,75,63,77,58,74,76,53,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,67,72,60,60,69,65,72,64,53,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005043,2026,TE
57,57,67,58,44,59,51,64,42,66,87,87,70,45,71,59,61,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,43,38,61,63,66,56,56,69,78,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005044,2026,TE
82,91,89,84,90,78,69,93,98,98,71,77,74,81,75,96,82,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,78,89,89,95,79,87,87,79,78,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005045,2026,OL
96,99,98,99,96,93,90,96,82,99,65,82,70,78,95,99,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,90,99,99,99,99,99,70,99,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005046,2026,OL
74,78,90,50,77,73,82,75,69,68,73,70,63,63,65,46,72,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,54,65,51,69,83,75,74,75,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005047,2026,OL
83,90,99,49,69,71,79,82,58,90,85,71,89,59,47,83,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,86,88,77,77,72,88,64,91,88,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005048,2026,OL
88,85,99,99,78,77,94,99,68,68,64,63,89,46,81,89,94,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,87,91,81,94,93,99,88,75,90,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005049,2026,OL
83,81,99,85,90,97,91,98,75,84,68,69,85,84,45,79,93,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,89,74,95,85,99,99,79,90,83,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005050,2026,OL
93,97,99,94,99,92,98,92,95,96,83,85,97,75,50,98,61,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,90,88,87,99,80,93,93,81,85,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005051,2026,OL
79,84,99,58,69,82,94,95,82,67,53,37,74,67,56,83,35,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,81,87,78,77,93,72,84,72,98,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005052,2026,OL
77,69,86,72,51,68,58,64,54,75,53,74,72,43,67,66,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,78,64,69,85,74,68,63,79,78,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005053,2026,OL
79,85,92,64,84,84,78,76,81,81,73,69,83,83,60,75,77,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,85,74,67,89,84,71,77,82,83,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005054,2026,OL
85,78,99,41,88,81,99,85,50,88,67,89,90,80,37,82,78,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,76,75,81,73,88,69,92,78,82,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005055,2026,OL
94,99,99,87,89,99,99,92,63,97,84,83,99,56,69,88,83,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,89,99,99,99,97,99,99,87,86,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005056,2026,OL
73,73,78,62,84,77,67,83,79,66,64,49,81,54,58,98,46,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,56,83,87,86,61,83,72,75,72,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005057,2026,OL
49,59,56,56,59,59,57,69,58,36,52,98,42,60,63,31,76,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,49,42,47,64,48,61,49,30,58,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005058,2026,OL
93,92,99,95,96,99,99,60,49,94,63,89,91,52,84,99,73,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,87,90,99,97,97,88,99,90,96,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005059,2026,OL
81,76,87,73,91,61,77,88,58,58,77,49,93,45,78,74,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,71,69,76,75,71,74,75,73,70,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005060,2026,OL
89,86,90,97,86,82,99,85,76,99,90,58,82,76,22,99,61,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,81,99,87,88,92,96,99,92,98,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005061,2026,OL
85,82,81,82,64,61,89,76,58,99,78,50,93,71,68,76,80,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,88,92,64,90,86,76,73,83,52,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005062,2026,OL
91,85,97,99,99,70,91,78,75,73,86,58,80,61,59,81,76,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,96,98,70,94,68,91,93,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005063,2026,DL
70,73,88,61,69,87,57,75,84,82,86,66,73,49,56,77,84,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,80,59,70,73,64,79,88,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005064,2026,DL
87,86,99,77,77,90,90,75,70,93,82,78,85,66,54,92,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,96,94,96,81,91,76,87,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005065,2026,DL
99,93,99,99,99,93,97,99,57,88,79,99,99,38,62,99,98,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,96,99,92,80,94,92,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005066,2026,DL
94,86,99,89,65,84,56,81,52,92,89,80,99,99,59,76,45,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,99,99,99,88,87,92,92,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005067,2026,DL
82,76,92,84,90,82,85,84,61,93,89,66,74,84,87,79,67,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,88,99,80,62,83,73,83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005068,2026,DL
77,67,88,82,69,67,84,63,61,71,63,99,84,63,99,52,56,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,57,74,71,88,74,84,79,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005069,2026,DL
82,87,87,93,88,96,88,77,58,95,70,62,97,78,41,77,76,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,98,83,99,79,95,89,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005070,2026,DL
84,84,93,85,71,64,91,93,87,99,99,79,94,53,41,78,88,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,69,84,68,65,79,89,70,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005071,2026,DL
77,79,97,80,97,96,94,86,77,56,95,73,84,63,39,97,69,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,57,93,76,82,79,90,82,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005072,2026,DL
89,86,99,94,99,77,99,99,56,71,75,72,62,70,50,99,65,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,98,81,93,93,86,92,91,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005073,2026,EDGE
66,75,80,70,66,72,58,79,76,64,90,61,68,46,53,50,76,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,65,58,72,64,81,79,73,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005074,2026,EDGE
55,58,71,54,55,56,73,56,80,75,60,51,77,66,50,65,81,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,60,65,45,58,56,48,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005075,2026,EDGE
58,65,79,77,65,67,77,85,55,48,70,55,66,48,47,51,73,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,67,74,60,64,58,60,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005076,2026,EDGE
95,95,99,55,92,83,99,93,89,97,79,56,88,80,59,98,81,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,92,93,80,98,83,78,96,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005077,2026,EDGE
69,69,74,59,81,52,51,66,65,85,69,62,99,61,77,86,74,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,62,86,69,73,82,72,86,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005078,2026,EDGE
79,79,83,76,65,85,76,82,52,81,58,65,57,47,56,54,72,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,83,92,85,88,70,87,80,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005079,2026,EDGE
70,76,90,73,53,70,52,72,73,60,64,62,80,75,58,73,74,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,69,69,69,60,62,69,72,81,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005080,2026,LB
95,92,90,98,97,76,90,99,77,79,69,95,78,88,88,69,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,96,78,83,84,86,78,78,93,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005081,2026,LB
93,99,99,99,96,90,83,89,85,79,75,61,99,58,73,78,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005082,2026,LB
81,84,95,74,78,80,75,78,81,64,66,84,73,77,81,71,99,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,93,86,76,86,74,90,57,74,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005083,2026,LB
92,98,99,90,97,94,95,98,71,99,65,59,68,44,61,99,58,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,99,98,95,99,96,89,99,86,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005084,2026,LB
84,84,87,80,82,74,73,84,77,76,68,74,74,75,47,72,85,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,79,87,90,91,94,79,81,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005085,2026,LB
68,73,75,70,81,81,85,73,74,89,66,59,99,57,52,74,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,66,84,59,83,75,82,82,75,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005086,2026,LB
82,85,95,85,84,85,71,74,73,99,89,70,85,69,38,84,85,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,84,80,86,72,78,82,89,88,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005087,2026,LB
87,83,99,98,91,99,99,75,62,88,59,69,99,56,48,65,77,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,69,65,82,78,62,74,73,94,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005088,2026,LB
76,83,87,71,95,73,99,69,79,88,64,56,85,79,76,74,70,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,67,86,85,82,73,84,62,80,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005089,2026,LB
87,86,94,82,90,64,68,89,64,99,61,78,74,61,58,85,51,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,70,88,86,88,83,97,66,80,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,person_005090,2026,LB
72,70,95,99,89,96,47,89,81,68,57,67,85,59,80,98,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,71,0,0,0,0,64,72,61,89,85,65,82,84,0,0,0,0,0,0,person_005091,2026,CB
47,50,53,67,52,38,67,40,59,40,67,70,64,72,75,67,79,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,47,0,0,0,0,63,47,56,39,52,33,41,33,0,0,0,0,0,0,person_005092,2026,CB
93,93,99,99,84,99,84,99,77,99,86,84,99,79,61,99,98,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,99,0,0,0,0,99,99,99,99,99,85,79,97,0,0,0,0,0,0,person_005093,2026,CB
88,87,99,73,95,99,84,86,72,45,84,75,99,86,69,85,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,93,0,0,0,0,89,86,86,98,92,83,73,99,0,0,0,0,0,0,person_005094,2026,CB
92,92,99,84,68,91,91,76,77,86,71,63,93,67,55,96,61,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,99,0,0,0,0,94,72,79,85,82,99,99,89,0,0,0,0,0,0,person_005095,2026,CB
75,74,88,79,61,75,77,77,61,75,72,66,73,48,69,70,64,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,72,0,0,0,0,67,74,70,80,74,79,76,66,0,0,0,0,0,0,person_005096,2026,CB
80,83,92,80,62,75,93,87,73,71,71,70,89,69,58,90,63,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,81,0,0,0,0,82,87,79,95,97,96,75,90,0,0,0,0,0,0,person_005097,2026,CB
88,77,87,90,84,75,96,94,78,99,55,47,63,61,80,75,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,76,0,0,0,0,65,72,88,90,71,78,88,78,0,0,0,0,0,0,person_005098,2026,CB
86,77,88,89,94,78,89,67,77,57,28,72,58,55,45,80,40,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,85,0,0,0,0,91,83,85,87,67,85,73,82,0,0,0,0,0,0,person_005099,2026,CB
69,68,85,86,75,78,56,80,62,69,78,62,66,66,54,52,82,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,73,0,0,0,0,90,60,75,60,87,77,69,72,0,0,0,0,0,0,person_005100,2026,S
91,88,92,98,99,95,99,93,74,68,84,89,85,75,47,78,63,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,82,0,0,0,0,82,99,75,96,90,87,91,94,0,0,0,0,0,0,person_005101,2026,S
92,93,94,94,97,76,99,89,62,93,81,69,85,73,52,97,62,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,99,0,0,0,0,96,95,97,95,87,92,82,82,0,0,0,0,0,0,person_005102,2026,S
83,84,87,60,73,79,65,82,70,98,95,71,93,50,72,73,93,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,91,0,0,0,0,82,97,69,67,85,81,71,83,0,0,0,0,0,0,person_005103,2026,S
71,66,79,69,66,72,49,73,72,71,55,94,65,51,64,78,61,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,75,0,0,0,0,54,71,89,66,61,88,71,68,0,0,0,0,0,0,person_005104,2026,S
69,76,83,88,66,71,64,63,64,58,68,49,55,68,83,49,76,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,72,0,0,0,0,62,69,66,67,67,61,68,56,0,0,0,0,0,0,person_005105,2026,S
85,92,92,92,99,76,80,99,83,70,72,81,81,57,69,89,72,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,0,0,0,92,87,88,86,88,99,97,79,0,0,0,0,0,0,person_005106,2026,S
92,91,99,99,74,90,99,66,66,99,68,70,73,72,71,58,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,83,0,0,0,0,person_005107,2026,K
