personId,primaryPosition,secondaryPosition,jerseyNumber,heightInches,weightPounds,classYear,eligibilityYearsRemaining,redshirtStatus,transferStatus,depthChartRole,captainStatus,schemeFit,developmentSpeed,playingTimeExpectation,academicStanding
person_003844,WR,,11,71,183,RS SO,3,redshirted,none,starter,False,90,98,starter,74
person_003845,WR,,83,76,195,SO,1,available,none,backup,False,87,57,star,70
person_003846,WR,,34,77,175,RS JR,2,redshirted,none,backup,True,99,88,star,66
person_003847,WR,,66,73,212,JR,1,available,none,backup,False,82,86,special teams,85
person_003848,WR,,37,74,214,RS SR,3,redshirted,none,developmental,False,75,16,special teams,76
person_003849,TE,,46,75,263,FR,3,available,none,developmental,False,84,64,starter,86
person_003850,TE,,78,77,249,RS FR,4,redshirted,none,developmental,False,67,79,star,55
person_003851,TE,,99,79,255,RS FR,3,redshirted,none,developmental,True,92,65,developmental,81
person_003852,TE,,37,76,257,RS JR,3,redshirted,none,rotation,False,95,93,starter,44
person_003853,TE,,21,75,242,SO,1,available,none,developmental,False,89,65,rotation,64
person_003854,TE,,36,80,253,RS JR,1,redshirted,none,developmental,False,99,75,starter,85
person_003855,OL,,25,77,338,RS FR,1,redshirted,none,developmental,False,73,73,starter,70
person_003856,OL,,84,78,293,RS JR,4,redshirted,none,rotation,False,99,89,special teams,56
person_003857,OL,,64,76,286,RS JR,1,redshirted,none,starter,False,99,57,rotation,58
person_003858,OL,,59,77,286,SR,2,available,none,starter,False,99,43,developmental,72
person_003859,OL,,91,79,324,FR,2,available,none,starter,False,78,63,starter,74
person_003860,OL,,32,75,307,SO,1,available,none,rotation,False,99,96,rotation,74
person_003861,OL,,82,76,286,RS FR,4,redshirted,none,developmental,False,74,75,developmental,82
person_003862,OL,,0,80,311,RS JR,2,redshirted,none,rotation,False,72,79,starter,64
person_003863,OL,,72,76,333,RS SR,3,redshirted,none,starter,False,95,51,star,53
person_003864,OL,,69,80,295,RS JR,3,redshirted,none,starter,False,69,65,starter,79
person_003865,OL,,28,75,317,RS SO,1,redshirted,none,backup,False,57,68,special teams,91
person_003866,OL,,34,75,339,JR,2,available,none,rotation,False,99,65,star,48
person_003867,OL,,39,77,325,JR,2,available,none,developmental,False,66,74,starter,75
person_003868,OL,,75,79,286,RS SO,2,redshirted,none,developmental,False,99,55,developmental,56
person_003869,OL,,65,75,306,RS SR,2,redshirted,none,starter,False,90,48,developmental,39
person_003870,OL,,6,75,285,RS FR,3,redshirted,none,rotation,False,73,77,developmental,71
person_003871,OL,,6,76,322,RS FR,2,redshirted,none,starter,False,96,71,star,53
person_003872,OL,,71,76,339,RS JR,2,redshirted,none,backup,False,92,64,special teams,48
person_003873,DL,,77,73,294,SO,1,available,none,starter,False,89,75,starter,67
person_003874,DL,,69,74,277,RS JR,2,redshirted,none,backup,False,74,50,rotation,61
person_003875,DL,,55,79,300,SO,4,available,none,developmental,False,88,51,star,62
person_003876,DL,,13,75,307,RS JR,3,redshirted,none,rotation,False,56,59,developmental,59
person_003877,DL,,86,74,315,FR,1,available,none,developmental,True,56,80,special teams,69
person_003878,DL,,39,77,325,JR,2,available,none,starter,False,51,66,special teams,71
person_003879,DL,,40,74,320,RS SR,3,redshirted,none,backup,False,99,41,star,57
person_003880,DL,,64,77,284,RS SO,3,redshirted,none,starter,False,96,76,star,78
person_003881,DL,,60,74,283,RS SO,4,redshirted,none,backup,False,82,38,special teams,52
person_003882,DL,,8,75,301,SR,3,available,none,starter,False,95,66,special teams,66
person_003883,EDGE,,43,79,267,RS SO,2,redshirted,none,developmental,False,72,69,starter,90
person_003884,EDGE,,98,78,266,RS SR,3,redshirted,none,developmental,False,93,63,developmental,52
person_003885,EDGE,,9,75,236,SR,4,available,none,rotation,False,97,40,star,62
person_003886,EDGE,,22,74,269,SO,3,available,none,developmental,True,99,72,star,59
person_003887,EDGE,,92,76,271,SO,2,available,none,backup,False,77,60,star,76
person_003888,EDGE,,98,76,243,FR,3,available,none,rotation,False,97,60,starter,81
person_003889,EDGE,,47,79,254,RS SO,1,redshirted,none,developmental,True,85,71,star,70
person_003890,LB,,15,77,218,RS SR,1,redshirted,none,starter,False,98,45,starter,69
person_003891,LB,,94,76,231,JR,2,available,none,starter,False,80,64,developmental,65
person_003892,LB,,57,77,241,SR,2,available,none,rotation,True,97,54,starter,85
person_003893,LB,,61,72,225,SO,1,available,none,developmental,False,62,64,star,68
person_003894,LB,,22,76,245,SO,4,available,none,developmental,False,86,85,special teams,49
person_003895,LB,,23,75,230,RS JR,4,redshirted,none,backup,False,62,34,rotation,77
person_003896,LB,,80,77,224,RS FR,1,redshirted,none,starter,False,58,86,star,58
person_003897,LB,,52,73,242,SO,1,available,none,rotation,False,99,53,starter,79
person_003898,LB,,14,77,224,FR,2,available,none,starter,False,92,80,developmental,72
person_003899,LB,,49,72,244,FR,4,available,none,rotation,False,72,61,rotation,75
person_003900,LB,,94,76,235,RS SR,1,redshirted,none,rotation,False,90,72,star,80
person_003901,CB,,34,73,195,RS SO,1,redshirted,none,developmental,False,66,64,starter,66
person_003902,CB,,94,73,198,SO,2,available,none,rotation,False,91,38,developmental,58
person_003903,CB,,55,70,183,SO,4,available,none,developmental,False,73,59,special teams,61
person_003904,CB,,70,72,195,RS JR,1,redshirted,none,backup,False,75,40,starter,79
person_003905,CB,,9,68,171,FR,4,available,none,developmental,False,59,85,star,70
person_003906,CB,,29,69,171,SO,3,available,none,starter,False,84,96,developmental,64
person_003907,CB,,3,72,174,SO,4,available,none,starter,False,98,88,rotation,75
person_003908,CB,,74,69,176,SR,2,available,none,rotation,False,99,54,developmental,73
person_003909,CB,,39,74,182,RS FR,4,redshirted,none,developmental,False,76,38,special teams,84
person_003910,S,,50,70,216,RS FR,3,redshirted,none,developmental,False,67,73,developmental,65
person_003911,S,,33,70,188,SO,1,available,none,starter,False,92,52,star,74
person_003912,S,,38,71,190,RS SR,2,redshirted,none,backup,False,72,75,rotation,55
person_003913,S,,3,70,208,FR,1,available,none,backup,False,79,60,star,99
person_003914,S,,71,73,219,RS JR,2,redshirted,none,rotation,False,79,59,special teams,80
person_003915,S,,80,72,196,JR,2,available,none,starter,True,94,49,special teams,75
person_003916,S,,49,75,187,FR,1,available,none,backup,False,91,26,star,64
person_003917,K,,22,75,202,SR,3,available,none,backup,False,86,99,special teams,77
person_003918,K,,24,73,175,RS FR,3,redshirted,none,rotation,False,78,89,star,81
person_003919,P,,96,75,189,SR,2,available,none,developmental,False,99,42,special teams,59
person_003920,P,,52,74,203,FR,2,available,none,rotation,True,68,85,special teams,54
person_003921,LS,,14,74,233,RS JR,2,redshirted,none,developmental,False,69,90,rotation,72
person_003922,ATH,RB,50,70,223,RS FR,4,redshirted,none,rotation,False,71,83,starter,65
person_003923,ATH,DB,93,74,235,SR,4,available,none,developmental,False,76,69,star,70
person_003924,ATH,LB,44,77,188,SR,2,available,none,starter,False,88,63,special teams,77
person_003925,ATH,RB,56,72,201,RS SO,1,redshirted,none,rotation,False,97,81,star,72
person_003926,ATH,DB,3,74,194,RS SR,3,redshirted,none,starter,False,99,52,special teams,71
person_003927,ATH,RB,7,73,190,SO,1,available,none,backup,False,66,48,star,67
person_003942,QB,,24,78,200,RS FR,4,redshirted,none,starter,False,62,79,developmental,54
person_003943,QB,,45,74,234,SO,3,available,none,starter,False,95,83,special teams,74
person_003944,QB,,89,77,213,JR,4,available,none,starter,False,76,72,developmental,86
person_003945,QB,,22,72,215,RS SO,1,redshirted,none,starter,False,78,43,special teams,68
person_003946,QB,,75,74,213,FR,2,available,none,starter,False,58,80,rotation,54
person_003947,RB,,75,71,215,SR,4,available,none,starter,False,99,73,starter,74
person_003948,RB,,68,71,225,FR,3,available,none,starter,False,61,69,special teams,86
person_003949,RB,,49,74,204,RS SO,4,redshirted,none,starter,False,95,94,special teams,66
person_003950,RB,,47,71,198,SO,2,available,none,starter,False,89,57,special teams,85
person_003951,RB,,52,73,229,JR,1,available,none,starter,False,78,69,developmental,69
person_003952,RB,,51,73,217,RS SO,4,redshirted,none,starter,False,63,65,developmental,64
person_003953,RB,,39,74,223,SO,4,available,none,starter,False,95,91,star,72
person_003954,WR,,94,75,181,RS SR,1,redshirted,none,starter,False,89,67,star,69
person_003955,WR,,53,69,205,RS FR,4,redshirted,none,starter,True,84,74,rotation,76
person_003956,WR,,37,77,203,SR,3,available,none,starter,False,83,32,star,98
person_003957,WR,,23,70,178,RS SR,2,redshirted,none,starter,False,55,73,rotation,85
person_003958,WR,,42,75,201,SO,2,available,none,starter,False,45,61,starter,88
person_003959,WR,,84,72,171,SO,4,available,none,starter,False,72,61,developmental,75
person_003960,WR,,11,77,184,SR,2,available,none,starter,False,76,40,rotation,70
person_003961,WR,,66,70,214,SO,4,available,none,starter,False,66,51,special teams,57
person_003962,WR,,83,74,216,JR,3,available,none,starter,False,74,74,special teams,73
person_003963,WR,,16,68,198,FR,4,available,none,starter,False,91,96,star,73
person_003964,WR,,96,69,175,FR,4,available,none,starter,False,74,89,rotation,67
person_003965,WR,,16,75,182,RS JR,3,redshirted,none,developmental,False,83,99,special teams,79
person_003966,WR,,66,70,182,SO,4,available,none,backup,False,99,61,starter,54
person_003967,WR,,90,77,199,RS JR,2,redshirted,none,developmental,False,67,71,developmental,68
person_003968,TE,,59,80,239,SO,4,available,none,backup,True,99,55,star,75
person_003969,TE,,40,79,248,FR,4,available,none,starter,True,67,48,rotation,67
person_003970,TE,,52,78,252,RS FR,1,redshirted,none,developmental,False,88,76,special teams,59
person_003971,TE,,70,77,254,JR,3,available,none,developmental,False,78,68,special teams,76
person_003972,TE,,52,77,230,RS SR,3,redshirted,none,backup,False,77,86,starter,56
person_003973,TE,,7,79,245,RS SR,3,redshirted,none,backup,False,96,51,special teams,86
person_003974,OL,,90,79,285,SO,2,available,none,developmental,False,88,41,developmental,62
person_003975,OL,,6,77,328,RS FR,3,redshirted,none,starter,False,51,83,star,81
person_003976,OL,,78,78,326,SR,1,available,none,rotation,False,73,92,starter,96
person_003977,OL,,32,77,334,RS JR,4,redshirted,none,rotation,False,91,66,starter,54
person_003978,OL,,33,76,333,RS SO,3,redshirted,none,backup,False,83,51,star,67
person_003979,OL,,64,78,305,SR,1,available,none,starter,False,89,54,starter,99
person_003980,OL,,37,78,310,RS JR,4,redshirted,none,backup,False,88,76,starter,73
person_003981,OL,,75,77,334,RS SO,1,redshirted,none,backup,False,58,64,special teams,69
person_003982,OL,,64,79,285,SO,3,available,none,rotation,False,87,73,star,64
person_003983,OL,,48,75,302,RS JR,2,redshirted,none,rotation,False,76,71,starter,50
person_003984,OL,,53,79,324,SR,1,available,none,backup,False,99,77,starter,66
person_003985,OL,,77,78,338,RS JR,1,redshirted,none,starter,True,86,53,rotation,52
person_003986,OL,,85,77,334,RS SO,3,redshirted,none,backup,False,93,83,special teams,66
person_003987,OL,,29,75,300,RS FR,4,redshirted,none,rotation,False,56,27,rotation,48
person_003988,OL,,24,78,309,RS SO,2,redshirted,none,rotation,False,68,99,special teams,58
person_003989,OL,,59,79,326,JR,4,available,none,backup,False,97,84,star,70
person_003990,OL,,58,78,294,JR,3,available,none,developmental,False,80,71,starter,93
person_003991,OL,,20,78,309,RS FR,2,redshirted,none,rotation,False,97,44,developmental,47
person_003992,DL,,62,79,308,RS SO,2,redshirted,none,developmental,False,64,99,star,62
person_003993,DL,,62,75,272,RS JR,4,redshirted,none,backup,False,99,62,developmental,65
person_003994,DL,,43,74,319,JR,4,available,none,rotation,False,99,53,special teams,87
person_003995,DL,,15,76,318,RS SO,2,redshirted,none,backup,False,86,32,developmental,74
person_003996,DL,,90,79,274,SR,2,available,none,backup,False,99,44,star,73
person_003997,DL,,12,75,291,SR,1,available,none,starter,False,89,68,developmental,79
person_003998,DL,,24,73,307,RS SR,1,redshirted,none,backup,False,84,86,star,52
person_003999,DL,,55,75,289,FR,1,available,none,backup,False,91,64,developmental,84
person_004000,DL,,15,74,297,SR,4,available,none,rotation,False,69,65,star,60
person_004001,DL,,16,74,289,RS JR,1,redshirted,none,starter,False,79,70,starter,76
person_004002,EDGE,,83,78,248,SR,2,available,none,developmental,False,74,69,starter,59
person_004003,EDGE,,79,75,265,RS JR,4,redshirted,none,starter,False,87,79,starter,59
person_004004,EDGE,,30,78,271,JR,1,available,none,starter,False,54,62,starter,92
person_004005,EDGE,,26,74,243,RS JR,3,redshirted,none,backup,False,99,78,star,68
person_004006,EDGE,,94,78,279,RS SO,3,redshirted,none,rotation,False,95,56,starter,68
person_004007,EDGE,,71,79,253,RS JR,2,redshirted,none,rotation,False,72,71,special teams,60
person_004008,EDGE,,39,79,254,RS SR,2,redshirted,none,backup,False,94,80,special teams,76
person_004009,LB,,51,77,245,FR,1,available,none,developmental,True,56,70,developmental,53
person_004010,LB,,33,77,248,SR,1,available,none,rotation,False,89,62,developmental,85
person_004011,LB,,73,76,217,SO,1,available,none,backup,False,99,43,star,71
person_004012,LB,,1,72,242,RS JR,3,redshirted,none,backup,False,50,99,starter,53
person_004013,LB,,62,72,219,RS SO,1,redshirted,none,developmental,False,73,68,rotation,57
person_004014,LB,,87,75,215,FR,3,available,none,starter,False,79,45,developmental,67
person_004015,LB,,42,77,219,RS FR,3,redshirted,none,developmental,False,73,67,developmental,89
person_004016,LB,,34,73,236,SR,1,available,none,developmental,False,99,80,star,42
person_004017,LB,,74,72,219,RS SO,4,redshirted,none,backup,False,90,11,rotation,62
person_004018,LB,,10,76,248,RS FR,3,redshirted,none,rotation,False,99,49,star,45
person_004019,LB,,10,77,248,JR,2,available,none,starter,False,92,89,starter,64
person_004020,CB,,26,73,174,RS JR,4,redshirted,none,rotation,False,49,60,star,74
person_004021,CB,,73,70,179,RS SO,3,redshirted,none,starter,False,80,33,rotation,89
person_004022,CB,,36,74,171,SO,2,available,none,backup,False,82,69,starter,61
person_004023,CB,,80,70,190,RS JR,2,redshirted,none,backup,False,65,78,developmental,93
person_004024,CB,,94,71,189,RS FR,3,redshirted,none,developmental,False,66,89,star,83
person_004025,CB,,29,74,193,RS SR,4,redshirted,none,rotation,False,93,53,special teams,81
person_004026,CB,,85,68,185,SO,2,available,none,starter,False,96,71,starter,73
person_004027,CB,,29,68,186,RS SO,3,redshirted,none,backup,True,72,43,star,96
person_004028,CB,,71,70,178,RS SO,3,redshirted,none,developmental,False,79,72,rotation,99
person_004029,S,,44,74,197,SR,4,available,none,backup,False,99,59,star,76
person_004030,S,,77,71,208,SO,3,available,none,starter,False,90,90,special teams,52
person_004031,S,,8,71,211,JR,1,available,none,backup,False,99,78,special teams,60
person_004032,S,,93,73,213,SR,3,available,none,starter,False,99,57,developmental,90
person_004033,S,,46,72,213,RS JR,1,redshirted,none,rotation,False,73,93,developmental,52
person_004034,S,,68,71,211,RS SO,4,redshirted,none,starter,False,96,84,rotation,80
person_004035,S,,47,72,217,FR,4,available,none,rotation,False,67,74,special teams,70
person_004036,K,,50,73,181,FR,3,available,none,rotation,False,98,97,starter,59
person_004037,K,,29,71,197,SO,4,available,none,developmental,False,85,76,starter,91
person_004038,P,,68,73,183,SO,3,available,none,starter,False,92,56,special teams,63
person_004039,P,,9,71,183,RS SR,4,redshirted,none,backup,False,99,46,special teams,99
person_004040,LS,,86,73,254,RS JR,3,redshirted,none,starter,False,95,75,developmental,74
person_004041,ATH,RB,84,70,192,SO,4,available,none,developmental,True,89,77,rotation,91
person_004042,ATH,RB,63,75,214,JR,1,available,none,rotation,False,92,69,rotation,72
person_004043,ATH,DB,32,70,186,RS SO,1,redshirted,none,backup,False,81,83,special teams,86
person_004044,ATH,LB,27,76,210,SR,1,available,none,backup,False,77,93,star,58
person_004045,ATH,DB,1,77,208,RS FR,2,redshirted,none,developmental,False,76,56,developmental,79
person_004046,ATH,LB,63,70,203,RS FR,4,redshirted,none,developmental,False,91,58,star,87
person_004061,QB,,95,76,232,FR,2,available,none,starter,False,85,52,rotation,70
person_004062,QB,,64,76,224,RS FR,1,redshirted,none,starter,False,90,96,special teams,75
person_004063,QB,,61,73,196,RS JR,4,redshirted,none,starter,False,76,57,rotation,99
person_004064,QB,,5,75,235,SO,1,available,none,starter,False,98,49,special teams,60
person_004065,QB,,50,78,214,RS SO,2,redshirted,none,starter,False,87,69,star,63
person_004066,RB,,93,73,222,SR,4,available,none,starter,False,99,58,developmental,82
person_004067,RB,,96,73,224,RS SR,4,redshirted,none,starter,False,96,20,special teams,65
person_004068,RB,,60,72,206,RS JR,4,redshirted,none,starter,False,99,81,developmental,65
person_004069,RB,,55,73,229,RS FR,4,redshirted,none,starter,False,78,56,special teams,90
person_004070,RB,,12,69,227,JR,2,available,none,starter,False,79,99,developmental,92
person_004071,RB,,35,72,198,FR,4,available,none,starter,False,90,76,developmental,83
person_004072,RB,,5,73,207,RS JR,3,redshirted,none,starter,False,97,32,starter,77
person_004073,WR,,45,73,204,SO,1,available,none,starter,False,93,66,rotation,99
person_004074,WR,,32,77,180,JR,4,available,none,starter,False,99,50,developmental,57
person_004075,WR,,18,70,176,RS SO,2,redshirted,none,starter,False,88,72,starter,75
person_004076,WR,,57,76,186,SO,2,available,none,starter,False,73,79,special teams,55
person_004077,WR,,34,75,206,FR,1,available,none,starter,False,87,75,rotation,86
person_004078,WR,,83,69,187,RS SR,2,redshirted,none,starter,False,99,89,developmental,55
person_004079,WR,,39,75,206,SO,2,available,none,starter,False,88,13,developmental,66
person_004080,WR,,39,68,183,FR,3,available,none,starter,False,85,65,rotation,83
person_004081,WR,,5,72,179,SR,4,available,none,starter,False,66,55,rotation,69
person_004082,WR,,88,73,178,JR,1,available,none,starter,False,96,68,rotation,66
person_004083,WR,,3,72,212,FR,2,available,none,starter,False,76,46,starter,74
person_004084,WR,,79,77,174,JR,3,available,none,starter,False,64,68,rotation,73
person_004085,WR,,91,69,188,RS SR,2,redshirted,none,rotation,False,80,66,star,58
person_004086,WR,,42,75,189,RS SR,3,redshirted,none,starter,False,77,61,star,65
person_004087,TE,,37,76,263,JR,1,available,none,backup,False,63,53,special teams,67
person_004088,TE,,57,79,248,RS SR,4,redshirted,none,rotation,False,98,66,rotation,81
person_004089,TE,,62,80,261,RS SO,4,redshirted,none,backup,False,86,91,developmental,53
person_004090,TE,,22,76,265,RS JR,1,redshirted,none,backup,True,81,49,developmental,87
person_004091,TE,,23,80,250,JR,3,available,none,backup,False,96,71,starter,75
person_004092,TE,,43,80,231,SR,4,available,none,developmental,False,99,99,starter,51
person_004093,OL,,77,76,306,RS FR,3,redshirted,none,developmental,True,60,70,rotation,69
person_004094,OL,,18,75,323,SR,2,available,none,rotation,False,55,81,special teams,85
person_004095,OL,,90,75,297,RS SR,4,redshirted,none,backup,False,93,39,special teams,35
person_004096,OL,,94,78,285,SO,4,available,none,starter,False,86,46,star,35
person_004097,OL,,5,78,304,SO,4,available,none,developmental,True,91,50,developmental,74
person_004098,OL,,47,78,322,SO,4,available,none,developmental,False,77,83,rotation,38
person_004099,OL,,66,79,331,FR,3,available,none,rotation,False,70,71,starter,70
person_004100,OL,,7,77,339,RS SO,4,redshirted,none,backup,False,63,50,starter,79
person_004101,OL,,5,80,332,RS SR,2,redshirted,none,backup,False,79,72,rotation,90
person_004102,OL,,51,78,337,RS FR,1,redshirted,none,starter,False,64,48,star,76
person_004103,OL,,82,76,336,SO,3,available,none,rotation,False,55,23,rotation,55
person_004104,OL,,87,77,321,SR,3,available,none,developmental,False,88,64,special teams,64
person_004105,OL,,21,80,329,SO,4,available,none,developmental,False,87,67,special teams,61
person_004106,OL,,19,75,331,SR,3,available,none,starter,False,86,50,rotation,72
person_004107,OL,,39,77,321,SO,3,available,none,rotation,False,92,71,developmental,57
person_004108,OL,,26,78,309,SR,4,available,none,rotation,False,88,52,star,74
person_004109,OL,,39,79,329,SO,2,available,none,starter,False,99,72,star,76
person_004110,OL,,23,77,318,SO,3,available,none,starter,False,85,47,starter,71
person_004111,DL,,12,78,321,RS FR,3,redshirted,none,developmental,False,43,73,developmental,56
person_004112,DL,,39,74,298,SR,1,available,none,backup,False,99,75,starter,50
person_004113,DL,,41,74,282,RS JR,3,redshirted,none,starter,False,63,57,special teams,72
person_004114,DL,,19,73,287,RS SR,1,redshirted,none,rotation,True,52,72,star,83
person_004115,DL,,36,78,285,RS JR,3,redshirted,none,developmental,False,99,82,developmental,99
person_004116,DL,,15,78,298,RS JR,2,redshirted,none,backup,False,72,73,rotation,72
person_004117,DL,,84,77,292,JR,4,available,none,rotation,False,72,70,starter,81
person_004118,DL,,51,78,275,RS FR,3,redshirted,none,starter,False,97,57,rotation,83
person_004119,DL,,86,76,322,SO,4,available,none,starter,False,62,56,special teams,63
person_004120,DL,,34,78,300,RS FR,3,redshirted,none,rotation,False,73,82,special teams,47
person_004121,EDGE,,5,78,271,RS SO,1,redshirted,none,starter,False,92,51,starter,43
person_004122,EDGE,,22,75,256,JR,2,available,none,developmental,False,75,80,special teams,50
person_004123,EDGE,,44,79,270,RS FR,2,redshirted,none,starter,False,66,99,rotation,79
person_004124,EDGE,,69,79,255,RS JR,1,redshirted,none,rotation,False,97,72,rotation,76
person_004125,EDGE,,67,74,245,RS SR,3,redshirted,none,rotation,False,97,75,starter,90
person_004126,EDGE,,64,77,273,RS SR,2,redshirted,none,developmental,False,85,72,special teams,60
person_004127,EDGE,,84,74,262,JR,1,available,none,developmental,False,79,54,starter,45
person_004128,LB,,68,72,250,RS JR,1,redshirted,none,backup,False,78,83,starter,73
person_004129,LB,,23,74,217,SO,1,available,none,backup,False,99,54,starter,54
person_004130,LB,,75,77,228,SO,4,available,none,rotation,False,99,61,starter,51
person_004131,LB,,29,72,227,RS FR,3,redshirted,none,starter,False,60,37,special teams,73
person_004132,LB,,25,75,249,RS SO,2,redshirted,none,backup,False,99,20,rotation,34
person_004133,LB,,17,76,218,RS JR,2,redshirted,none,backup,False,80,99,starter,74
person_004134,LB,,34,75,248,FR,1,available,none,developmental,False,66,52,rotation,99
person_004135,LB,,53,76,219,FR,4,available,none,backup,False,63,31,developmental,78
person_004136,LB,,77,72,241,FR,4,available,none,starter,False,69,56,starter,92
person_004137,LB,,27,76,232,RS SR,4,redshirted,none,backup,False,99,95,developmental,55
person_004138,LB,,12,76,219,RS JR,1,redshirted,none,developmental,False,80,68,special teams,59
person_004139,CB,,38,69,170,RS FR,1,redshirted,none,rotation,False,99,83,starter,67
person_004140,CB,,9,72,174,RS SR,4,redshirted,none,rotation,False,68,70,star,85
person_004141,CB,,88,72,174,FR,2,available,none,rotation,False,81,82,developmental,82
person_004142,CB,,55,72,175,SO,2,available,none,backup,False,64,71,developmental,72
person_004143,CB,,91,73,205,SO,4,available,none,starter,False,69,52,special teams,77
person_004144,CB,,44,69,177,RS JR,3,redshirted,none,backup,True,75,47,developmental,75
person_004145,CB,,38,74,181,JR,3,available,none,backup,False,72,56,star,93
person_004146,CB,,2,72,192,RS SO,3,redshirted,none,starter,False,91,99,starter,99
person_004147,CB,,9,70,204,RS JR,2,redshirted,none,backup,False,96,72,developmental,59
person_004148,S,,28,75,208,FR,2,available,none,developmental,False,72,71,special teams,53
person_004149,S,,23,71,199,SR,4,available,none,starter,False,99,71,rotation,76
person_004150,S,,76,71,194,RS SR,4,redshirted,none,starter,False,63,99,developmental,82
person_004151,S,,39,71,203,RS FR,2,redshirted,none,backup,False,64,89,starter,61
person_004152,S,,87,72,199,SR,2,available,none,developmental,False,72,49,developmental,75
person_004153,S,,47,73,206,JR,2,available,none,rotation,False,93,65,rotation,60
person_004154,S,,29,72,194,SR,4,available,none,developmental,False,90,35,rotation,74
person_004155,K,,9,73,181,JR,3,available,none,developmental,False,63,57,developmental,89
person_004156,K,,49,73,209,SO,1,available,none,starter,False,79,69,rotation,85
person_004157,P,,70,71,193,RS SO,3,redshirted,none,rotation,False,80,82,special teams,64
person_004158,P,,72,73,190,FR,3,available,none,rotation,False,99,93,star,42
person_004159,LS,,9,75,227,RS SR,1,redshirted,none,rotation,False,77,53,special teams,62
person_004160,ATH,RB,26,74,205,JR,4,available,none,developmental,False,88,59,rotation,90
person_004161,ATH,RB,69,72,204,RS SR,2,redshirted,none,backup,False,71,77,rotation,74
person_004162,ATH,WR,21,70,227,RS JR,4,redshirted,none,backup,False,69,50,developmental,77
person_004163,ATH,RB,81,75,185,SO,1,available,none,starter,False,83,76,developmental,70
person_004164,ATH,RB,63,77,232,JR,2,available,none,backup,False,97,59,developmental,57
person_004165,ATH,LB,3,76,202,SO,1,available,none,backup,False,94,64,developmental,79
person_004180,QB,,50,77,217,RS SO,3,redshirted,none,starter,False,69,57,starter,35
person_004181,QB,,53,78,226,RS SO,1,redshirted,none,starter,False,69,73,developmental,66
person_004182,QB,,88,78,213,RS JR,4,redshirted,none,starter,False,74,49,star,66
person_004183,QB,,37,76,196,FR,1,available,none,starter,False,73,49,starter,67
person_004184,QB,,94,76,208,FR,3,available,none,starter,False,68,65,rotation,81
person_004185,RB,,80,71,219,SR,4,available,none,starter,False,93,74,developmental,54
person_004186,RB,,85,74,190,RS SO,1,redshirted,none,starter,False,75,25,starter,69
person_004187,RB,,58,71,207,RS SR,4,redshirted,none,starter,False,65,77,special teams,86
person_004188,RB,,22,68,214,JR,1,available,none,starter,False,96,53,developmental,61
person_004189,RB,,84,69,206,RS JR,4,redshirted,none,starter,False,72,53,star,73
person_004190,RB,,60,73,202,FR,4,available,none,starter,False,62,62,rotation,77
person_004191,RB,,88,74,207,RS SR,4,redshirted,none,starter,False,75,84,rotation,40
person_004192,WR,,2,71,206,SR,4,available,none,starter,False,70,67,star,38
person_004193,WR,,62,70,184,RS JR,1,redshirted,none,starter,False,81,60,special teams,62
person_004194,WR,,55,75,190,SO,3,available,none,starter,False,74,73,starter,70
person_004195,WR,,76,69,180,RS FR,3,redshirted,none,starter,True,56,52,rotation,53
person_004196,WR,,41,68,176,JR,1,available,none,starter,False,43,79,starter,69
person_004197,WR,,7,74,199,SO,2,available,none,starter,False,85,78,starter,92
person_004198,WR,,92,73,186,FR,1,available,none,starter,False,55,56,special teams,63
person_004199,WR,,40,74,212,JR,1,available,none,starter,False,78,91,special teams,54
person_004200,WR,,70,76,198,SO,2,available,none,starter,False,60,68,rotation,98
person_004201,WR,,67,73,188,RS JR,1,redshirted,none,starter,False,99,89,developmental,59
person_004202,WR,,73,72,172,RS SO,1,redshirted,none,rotation,False,63,71,special teams,62
person_004203,WR,,64,71,204,FR,1,available,none,backup,False,74,70,starter,78
person_004204,WR,,57,77,201,RS SO,1,redshirted,none,starter,False,76,88,developmental,48
person_004205,WR,,64,68,198,RS SO,4,redshirted,none,backup,False,55,47,star,63
person_004206,TE,,72,75,246,SR,2,available,none,starter,False,88,51,rotation,71
person_004207,TE,,86,77,246,SO,2,available,none,developmental,False,99,79,special teams,76
person_004208,TE,,17,80,260,SO,3,available,none,backup,False,80,63,rotation,74
person_004209,TE,,23,75,247,SR,3,available,none,backup,False,68,80,star,72
person_004210,TE,,47,77,234,RS JR,2,redshirted,none,developmental,False,67,58,star,77
person_004211,TE,,12,79,257,FR,3,available,none,starter,True,72,62,rotation,91
person_004212,OL,,46,77,306,RS SR,2,redshirted,none,rotation,False,95,80,star,39
person_004213,OL,,79,79,337,SR,3,available,none,starter,False,87,69,rotation,99
person_004214,OL,,92,77,288,SO,4,available,none,starter,False,76,85,star,69
person_004215,OL,,75,78,316,FR,3,available,none,starter,False,87,69,rotation,76
person_004216,OL,,96,79,286,JR,2,available,none,developmental,False,56,36,star,73
person_004217,OL,,69,76,310,RS FR,3,redshirted,none,developmental,False,50,53,starter,67
person_004218,OL,,64,79,313,RS FR,3,redshirted,none,developmental,False,54,82,special teams,99
person_004219,OL,,75,75,294,SO,2,available,none,backup,False,99,72,special teams,69
person_004220,OL,,55,79,294,JR,3,available,none,developmental,False,71,70,special teams,82
