personId,programId,interestRank,interestLevel,offerStatus,officialVisitStatus,nilOffer,relationshipScore,pipelineBonus
person_018043,program_california,4,51,offered,completed,930928,53,False
person_018043,program_texas_a_m,5,30,offered,completed,809216,25,False
person_018044,program_james_madison,1,70,offered,scheduled,345450,64,False
person_018044,program_duke,2,64,offered,none,404983,74,False
person_018044,program_south_alabama,3,42,offered,completed,826099,58,False
person_018044,program_san_jose_state,4,18,not_offered,completed,348424,27,False
person_018044,program_fiu,5,17,offered,completed,581147,34,False
person_018045,program_jacksonville_state,1,29,offered,scheduled,1430214,14,False
person_018045,program_ball_state,2,37,not_offered,scheduled,1390321,15,False
person_018045,program_coastal_carolina,3,39,offered,scheduled,3666538,63,False
person_018045,program_usc,4,47,offered,none,2935118,36,False
person_018045,program_umass,5,35,not_offered,scheduled,1728930,30,False
person_018046,program_east_carolina,1,39,not_offered,none,111041,14,False
person_018046,program_sam_houston,2,36,offered,none,193735,51,False
person_018046,program_colorado_state,3,62,offered,completed,142290,72,False
person_018046,program_north_texas,4,62,offered,scheduled,103308,57,False
person_018046,program_california,5,36,not_offered,none,73945,47,False
person_018047,program_utah,1,72,offered,none,238920,71,False
person_018047,program_appalachian_state,2,65,offered,completed,502175,47,False
person_018047,program_alabama,3,57,not_offered,completed,269918,50,False
person_018047,program_baylor,4,42,not_offered,completed,538079,56,False
person_018047,program_nebraska,5,35,offered,completed,188200,17,False
person_018048,program_south_carolina,1,88,offered,completed,199355,75,False
person_018048,program_kansas_state,2,21,not_offered,scheduled,97065,32,False
person_018048,program_mississippi_state,3,57,offered,completed,119925,60,False
person_018048,program_southern_miss,4,66,not_offered,none,195185,63,False
person_018048,program_iowa,5,3,offered,completed,79274,2,False
person_018049,program_illinois,1,96,offered,none,739213,99,False
person_018049,program_byu,2,40,not_offered,scheduled,1054654,34,False
person_018049,program_san_diego_state,3,22,offered,completed,2049722,1,False
person_018049,program_hawaii,4,37,offered,none,1618824,32,False
person_018049,program_georgia_southern,5,54,offered,completed,1597503,58,False
person_018050,program_arizona_state,1,38,not_offered,scheduled,455407,53,False
person_018050,program_vanderbilt,2,49,offered,scheduled,326949,60,False
person_018050,program_ball_state,3,60,not_offered,scheduled,433635,59,False
person_018050,program_san_diego_state,4,23,not_offered,none,675658,29,False
person_018050,program_utah,5,46,offered,completed,472749,49,False
person_018051,program_unlv,1,61,not_offered,completed,1096925,55,False
person_018051,program_south_alabama,2,54,offered,scheduled,1404189,57,False
person_018051,program_texas_a_m,3,31,offered,completed,915359,35,False
person_018051,program_james_madison,4,28,offered,scheduled,2186099,28,False
person_018051,program_ucla,5,7,not_offered,completed,958268,21,False
person_018052,program_texas_tech,1,73,offered,scheduled,851288,82,False
person_018052,program_washington,2,46,offered,scheduled,1303424,33,False
person_018052,program_san_jose_state,3,27,not_offered,scheduled,1580239,21,False
person_018052,program_utah,4,58,not_offered,none,1355626,37,False
person_018052,program_oklahoma,5,39,not_offered,completed,768394,48,False
person_018053,program_oklahoma,1,59,offered,scheduled,1274909,62,False
person_018053,program_wisconsin,2,72,offered,none,1878589,53,False
person_018053,program_navy,3,58,offered,none,1558411,78,False
person_018053,program_nevada,4,33,offered,completed,1612138,48,False
person_018053,program_byu,5,54,offered,none,1771040,43,False
person_018054,program_southern_miss,1,76,offered,scheduled,1439735,74,False
person_018054,program_duke,2,64,not_offered,scheduled,2145188,65,False
person_018054,program_iowa_state,3,20,offered,completed,2137554,28,False
person_018054,program_oregon_state,4,30,offered,completed,1979454,29,False
person_018054,program_tulane,5,50,not_offered,completed,1242999,46,False
person_018055,program_unlv,1,66,not_offered,completed,2405419,59,False
person_018055,program_utah_state,2,38,not_offered,scheduled,2728201,48,False
person_018055,program_miami_fl,3,70,offered,none,3514570,73,False
person_018055,program_western_kentucky,4,45,offered,scheduled,2959578,41,False
person_018055,program_texas,5,46,not_offered,none,2167277,46,False
person_018056,program_colorado_state,1,63,offered,scheduled,2010573,73,False
person_018056,program_ole_miss,2,70,offered,none,2094158,53,False
person_018056,program_louisville,3,54,offered,none,3769253,45,False
person_018056,program_kentucky,4,26,offered,none,2780761,16,False
person_018056,program_umass,5,45,offered,scheduled,3539149,23,False
person_018057,program_fresno_state,1,45,not_offered,none,469604,54,False
person_018057,program_new_mexico_state,2,83,not_offered,completed,233258,85,False
person_018057,program_syracuse,3,45,offered,scheduled,382229,39,False
person_018057,program_tulsa,4,28,not_offered,completed,327649,24,False
person_018057,program_bowling_green,5,9,offered,scheduled,412536,1,False
person_018058,program_pittsburgh,1,55,offered,scheduled,58170,65,False
person_018058,program_utah,2,43,not_offered,completed,108177,39,False
person_018058,program_arkansas_state,3,35,offered,none,45167,19,False
person_018058,program_james_madison,4,35,offered,scheduled,67716,19,False
person_018058,program_georgia_southern,5,34,offered,scheduled,128913,32,False
person_018059,program_south_alabama,1,64,offered,none,1064664,52,False
person_018059,program_auburn,2,31,offered,scheduled,1086706,34,False
person_018059,program_lsu,3,68,not_offered,completed,1438838,65,False
person_018059,program_tulane,4,23,offered,none,2189483,35,False
person_018059,program_army,5,17,offered,none,1086700,20,False
person_018060,program_miami_oh,1,53,offered,scheduled,284819,55,False
person_018060,program_texas_tech,2,50,not_offered,none,250162,44,False
person_018060,program_west_virginia,3,55,offered,scheduled,254767,53,False
person_018060,program_eastern_michigan,4,43,not_offered,none,450088,39,False
person_018060,program_south_carolina,5,29,not_offered,completed,392262,19,False
person_018061,program_kentucky,1,62,offered,completed,97649,58,False
person_018061,program_pittsburgh,2,31,not_offered,none,66213,32,False
person_018061,program_kansas,3,75,not_offered,scheduled,47893,58,False
person_018061,program_marshall,4,63,offered,none,74263,48,False
person_018061,program_wisconsin,5,49,not_offered,completed,65929,65,False
person_018062,program_syracuse,1,60,offered,none,85936,68,False
person_018062,program_utah_state,2,60,offered,completed,73695,57,False
person_018062,program_utep,3,25,offered,scheduled,45777,34,False
person_018062,program_kansas,4,31,offered,scheduled,75276,21,False
person_018062,program_texas_a_m,5,29,not_offered,none,34080,41,False
person_018063,program_wake_forest,1,48,offered,scheduled,462533,74,False
person_018063,program_nevada,2,42,not_offered,none,573809,50,False
person_018063,program_iowa_state,3,44,offered,completed,274232,64,False
person_018063,program_air_force,4,23,offered,completed,493605,17,False
person_018063,program_ucla,5,46,offered,scheduled,300948,71,False
person_018064,program_kansas_state,1,93,offered,completed,4469366,99,False
person_018064,program_florida,2,51,not_offered,scheduled,4671972,56,False
person_018064,program_florida_state,3,56,not_offered,none,5570576,44,False
person_018064,program_umass,4,34,not_offered,scheduled,3882857,20,False
person_018064,program_oregon,5,45,offered,scheduled,5439503,35,False
person_018065,program_new_mexico_state,1,55,not_offered,none,1466190,48,False
person_018065,program_notre_dame,2,69,not_offered,scheduled,1669684,70,False
person_018065,program_miami_fl,3,94,not_offered,none,735443,99,False
person_018065,program_central_michigan,4,33,not_offered,completed,2090198,52,False
person_018065,program_boise_state,5,18,not_offered,completed,1366814,24,False
person_018066,program_marshall,1,53,not_offered,scheduled,346996,64,False
person_018066,program_new_mexico_state,2,47,not_offered,completed,277253,69,False
person_018066,program_jacksonville_state,3,77,not_offered,none,140373,66,False
person_018066,program_minnesota,4,27,offered,completed,229973,15,False
person_018066,program_ulm,5,37,offered,scheduled,315573,26,False
person_018067,program_missouri,1,67,offered,scheduled,218905,55,False
person_018067,program_colorado,2,55,not_offered,none,270963,62,False
person_018067,program_florida,3,72,offered,none,322965,64,False
person_018067,program_purdue,4,39,not_offered,scheduled,390357,40,False
person_018067,program_utah_state,5,19,not_offered,none,162093,10,False
person_018068,program_army,1,60,offered,none,1174547,73,False
person_018068,program_west_virginia,2,56,offered,completed,1111800,74,False
person_018068,program_houston,3,28,not_offered,scheduled,1162507,33,False
person_018068,program_charlotte,4,8,not_offered,none,837526,1,False
person_018068,program_miami_fl,5,37,not_offered,completed,579679,25,False
person_018069,program_jacksonville_state,1,78,not_offered,completed,159535,78,False
person_018069,program_baylor,2,52,not_offered,completed,473401,67,False
person_018069,program_duke,3,41,offered,completed,227773,37,False
person_018069,program_maryland,4,18,not_offered,none,281484,24,False
person_018069,program_usf,5,26,not_offered,none,204028,47,False
person_018070,program_unlv,1,59,not_offered,none,1037028,78,False
person_018070,program_oregon_state,2,41,not_offered,completed,810805,28,False
person_018070,program_east_carolina,3,46,offered,none,1551567,35,False
person_018070,program_akron,4,46,not_offered,none,1544535,60,False
person_018070,program_utsa,5,43,offered,completed,843192,54,False
person_018071,program_arizona_state,1,72,offered,completed,224922,63,False
person_018071,program_appalachian_state,2,65,offered,completed,326437,48,False
person_018071,program_tulane,3,59,not_offered,scheduled,166896,52,False
person_018071,program_air_force,4,71,offered,scheduled,124010,64,False
person_018071,program_new_mexico,5,16,offered,completed,305891,2,False
person_018072,program_clemson,1,87,offered,scheduled,894188,87,False
person_018072,program_coastal_carolina,2,12,offered,scheduled,1453849,23,False
person_018072,program_ohio,3,21,not_offered,none,1273093,15,False
person_018072,program_michigan,4,52,not_offered,scheduled,592183,61,False
person_018072,program_uconn,5,43,offered,none,533089,42,False
person_018073,program_minnesota,1,79,offered,scheduled,535462,67,False
person_018073,program_kansas_state,2,84,offered,none,515306,88,False
person_018073,program_colorado_state,3,54,offered,completed,339512,41,False
person_018073,program_clemson,4,54,not_offered,scheduled,501555,25,False
person_018073,program_army,5,16,offered,none,455698,13,False
person_018074,program_northern_illinois,1,66,offered,completed,115819,67,False
person_018074,program_miami_fl,2,75,not_offered,none,207118,67,False
person_018074,program_fiu,3,62,offered,completed,185247,73,False
person_018074,program_ball_state,4,15,offered,scheduled,183387,3,False
person_018074,program_oklahoma,5,55,offered,none,121772,47,False
person_018075,program_temple,1,67,not_offered,completed,373875,66,False
person_018075,program_maryland,2,42,offered,completed,489646,16,False
person_018075,program_arizona_state,3,66,not_offered,scheduled,432425,39,False
person_018075,program_ucla,4,49,not_offered,none,591154,40,False
person_018075,program_san_jose_state,5,22,not_offered,scheduled,218498,20,False
person_018076,program_miami_fl,1,76,not_offered,scheduled,8403672,57,False
person_018076,program_marshall,2,57,offered,none,7488619,71,False
person_018076,program_sam_houston,3,44,offered,none,6804097,33,False
person_018076,program_boston_college,4,29,offered,none,6929732,29,False
person_018076,program_air_force,5,21,offered,completed,5691305,10,False
person_018077,program_james_madison,1,76,offered,completed,130254,78,False
person_018077,program_notre_dame,2,69,offered,completed,158646,58,False
person_018077,program_fiu,3,46,not_offered,none,122058,26,False
person_018077,program_vanderbilt,4,53,offered,none,80147,38,False
person_018077,program_arkansas_state,5,20,offered,scheduled,81092,34,False
person_018078,program_fresno_state,1,67,not_offered,none,419675,61,False
person_018078,program_syracuse,2,73,offered,scheduled,318960,84,False
person_018078,program_temple,3,46,not_offered,scheduled,186410,44,False
person_018078,program_tulane,4,46,offered,scheduled,425755,59,False
person_018078,program_minnesota,5,42,not_offered,none,374439,33,False
person_018079,program_duke,1,66,offered,none,191687,80,False
person_018079,program_mississippi_state,2,48,not_offered,completed,182618,37,False
person_018079,program_central_michigan,3,46,not_offered,completed,114228,52,False
person_018079,program_kentucky,4,37,not_offered,completed,194349,22,False
person_018079,program_georgia_southern,5,28,offered,none,190448,33,False
person_018080,program_houston,1,51,offered,none,758842,62,False
person_018080,program_wake_forest,2,73,not_offered,scheduled,668723,90,False
person_018080,program_indiana,3,73,not_offered,none,417425,72,False
person_018080,program_michigan_state,4,48,offered,scheduled,738514,38,False
person_018080,program_northwestern,5,39,offered,none,487802,33,False
person_018081,program_east_carolina,1,75,not_offered,none,251090,89,False
person_018081,program_utah_state,2,24,not_offered,none,166935,40,False
person_018081,program_california,3,48,offered,scheduled,325925,48,False
person_018081,program_houston,4,6,offered,completed,203141,21,False
person_018081,program_washington,5,32,not_offered,none,278051,27,False
person_018082,program_texas_state,1,60,not_offered,none,359677,81,False
person_018082,program_charlotte,2,62,not_offered,none,186419,55,False
person_018082,program_alabama,3,50,offered,none,464311,42,False
person_018082,program_fiu,4,49,not_offered,scheduled,190215,32,False
person_018082,program_florida_atlantic,5,18,offered,scheduled,203809,20,False
person_018083,program_oregon_state,1,39,not_offered,scheduled,598365,62,False
person_018083,program_ohio,2,55,not_offered,none,1721806,57,False
person_018083,program_utsa,3,57,offered,scheduled,1423884,72,False
person_018083,program_virginia_tech,4,59,not_offered,completed,1093904,60,False
person_018083,program_ohio_state,5,50,not_offered,none,623597,48,False
person_018084,program_florida_state,1,85,offered,none,276214,55,False
person_018084,program_air_force,2,51,offered,none,214709,43,False
person_018084,program_missouri_state,3,74,offered,none,536823,75,False
person_018084,program_virginia,4,19,not_offered,completed,304271,5,False
person_018084,program_toledo,5,44,offered,completed,449783,32,False
person_018085,program_florida_atlantic,1,58,not_offered,none,137363,45,False
person_018085,program_coastal_carolina,2,51,offered,completed,235567,54,False
person_018085,program_nebraska,3,36,not_offered,none,284147,20,False
person_018085,program_fiu,4,21,not_offered,scheduled,161807,25,False
person_018085,program_umass,5,37,offered,completed,316754,43,False
person_018086,program_ohio_state,1,71,offered,scheduled,1002751,83,False
person_018086,program_uconn,2,64,offered,none,927808,65,False
person_018086,program_nc_state,3,45,not_offered,none,767422,56,False
person_018086,program_minnesota,4,49,offered,none,591228,52,False
person_018086,program_florida,5,50,offered,scheduled,1241457,58,False
person_018087,program_umass,1,33,offered,completed,3694909,36,False
person_018087,program_san_diego_state,2,39,offered,none,6914307,39,False
person_018087,program_toledo,3,56,not_offered,scheduled,4020973,29,False
person_018087,program_nebraska,4,49,not_offered,completed,8648864,60,False
person_018087,program_air_force,5,17,not_offered,scheduled,4690951,1,False
person_018088,program_minnesota,1,80,not_offered,none,923138,97,False
person_018088,program_oklahoma,2,49,offered,completed,519300,53,False
person_018088,program_fiu,3,44,offered,completed,473909,50,False
person_018088,program_west_virginia,4,57,not_offered,completed,390638,45,False
person_018088,program_notre_dame,5,34,offered,completed,953311,44,False
person_018089,program_byu,1,70,offered,completed,863725,68,False
person_018089,program_purdue,2,45,not_offered,scheduled,846278,49,False
person_018089,program_washington,3,9,offered,none,701738,20,False
person_018089,program_minnesota,4,58,offered,none,818090,53,False
person_018089,program_ole_miss,5,41,offered,none,955244,34,False
person_018090,program_colorado_state,1,49,not_offered,scheduled,1337689,37,False
person_018090,program_air_force,2,62,offered,completed,1709510,71,False
person_018090,program_miami_fl,3,55,offered,completed,2002390,70,False
person_018090,program_jacksonville_state,4,41,offered,scheduled,1941841,30,False
person_018090,program_fresno_state,5,36,not_offered,none,1249342,41,False
person_018091,program_wisconsin,1,64,not_offered,none,88848,59,False
person_018091,program_appalachian_state,2,56,not_offered,scheduled,92979,73,False
person_018091,program_middle_tennessee,3,69,not_offered,scheduled,75397,67,False
person_018091,program_memphis,4,60,offered,completed,80234,60,False
person_018091,program_smu,5,27,offered,none,74772,8,False
person_018092,program_marshall,1,57,offered,completed,1583159,77,False
person_018092,program_usc,2,80,offered,completed,1324020,67,False
person_018092,program_new_mexico,3,38,offered,completed,1506046,38,False
person_018092,program_baylor,4,38,offered,completed,772704,52,False
person_018092,program_byu,5,20,offered,none,562800,1,False
person_018093,program_indiana,1,34,offered,scheduled,367435,32,False
person_018093,program_virginia_tech,2,57,not_offered,none,572803,83,False
person_018093,program_missouri,3,66,not_offered,completed,400601,71,False
person_018093,program_tulsa,4,49,not_offered,none,566748,65,False
person_018093,program_utsa,5,1,not_offered,completed,329175,8,False
person_018094,program_utah,1,77,offered,none,1183300,77,False
person_018094,program_smu,2,52,offered,completed,1473799,37,False
person_018094,program_east_carolina,3,52,not_offered,completed,1555882,68,False
person_018094,program_old_dominion,4,35,not_offered,none,1099340,37,False
person_018094,program_georgia_southern,5,7,offered,scheduled,928216,4,False
person_018095,program_appalachian_state,1,56,not_offered,scheduled,121057,61,False
person_018095,program_eastern_michigan,2,50,not_offered,none,172260,61,False
person_018095,program_virginia,3,29,offered,completed,216125,32,False
person_018095,program_toledo,4,20,offered,none,312876,17,False
person_018095,program_georgia_tech,5,36,offered,none,116668,23,False
person_018096,program_auburn,1,68,not_offered,none,156477,70,False
person_018096,program_nc_state,2,45,not_offered,none,423358,60,False
person_018096,program_west_virginia,3,52,offered,scheduled,248017,47,False
person_018096,program_duke,4,32,offered,scheduled,229837,32,False
person_018096,program_smu,5,6,offered,none,409354,40,False
person_018097,program_tulsa,1,95,offered,none,1389390,99,False
person_018097,program_georgia_southern,2,42,not_offered,none,1123618,26,False
person_018097,program_north_dakota_state,3,56,not_offered,completed,1527499,55,False
person_018097,program_james_madison,4,41,offered,scheduled,1819310,40,False
person_018097,program_louisville,5,33,not_offered,completed,1775257,41,False
person_018098,program_umass,1,72,offered,none,1213412,65,False
person_018098,program_miami_fl,2,68,not_offered,completed,1448871,67,False
person_018098,program_smu,3,43,not_offered,none,1201623,17,False
person_018098,program_north_texas,4,26,not_offered,scheduled,1577085,36,False
person_018098,program_ole_miss,5,27,offered,completed,534152,24,False
person_018099,program_tcu,1,39,not_offered,scheduled,1023799,54,False
person_018099,program_missouri,2,68,offered,none,1159827,74,False
person_018099,program_kentucky,3,28,offered,none,546982,13,False
person_018099,program_missouri_state,4,40,not_offered,completed,856117,57,False
person_018099,program_air_force,5,32,not_offered,scheduled,573446,26,False
person_018100,program_georgia_tech,1,60,not_offered,scheduled,52536,65,False
person_018100,program_north_texas,2,70,offered,scheduled,49517,77,False
person_018100,program_kennesaw_state,3,53,offered,completed,49455,55,False
person_018100,program_washington,4,72,offered,scheduled,49979,71,False
person_018100,program_colorado_state,5,36,not_offered,none,29535,56,False
person_018101,program_wyoming,1,41,offered,completed,138391,26,False
person_018101,program_sam_houston,2,24,offered,none,137195,29,False
person_018101,program_clemson,3,40,offered,completed,143939,80,False
person_018101,program_west_virginia,4,26,offered,none,70593,24,False
person_018101,program_toledo,5,34,offered,scheduled,191505,53,False
person_018102,program_miami_fl,1,80,not_offered,none,328775,77,False
person_018102,program_alabama,2,68,not_offered,scheduled,290388,74,False
person_018102,program_kentucky,3,39,not_offered,scheduled,498406,48,False
person_018102,program_utah_state,4,24,offered,none,447658,15,False
person_018102,program_appalachian_state,5,34,not_offered,scheduled,354547,34,False
person_018103,program_louisville,1,57,offered,none,347067,76,False
person_018103,program_clemson,2,52,offered,completed,212846,34,False
person_018103,program_baylor,3,56,not_offered,completed,496638,40,False
person_018103,program_wisconsin,4,33,not_offered,scheduled,347868,45,False
person_018103,program_usf,5,19,not_offered,completed,443346,15,False
person_018104,program_umass,1,59,offered,completed,4479294,51,False
person_018104,program_maryland,2,50,offered,scheduled,4075575,56,False
person_018104,program_missouri,3,76,offered,scheduled,2826973,92,False
person_018104,program_northern_illinois,4,32,not_offered,scheduled,2655463,36,False
person_018104,program_colorado,5,27,offered,completed,4511004,21,False
person_018105,program_navy,1,60,not_offered,completed,267057,56,False
person_018105,program_washington_state,2,61,offered,scheduled,151079,61,False
person_018105,program_troy,3,38,not_offered,scheduled,292699,48,False
person_018105,program_arizona_state,4,19,not_offered,none,321678,4,False
person_018105,program_rice,5,20,offered,completed,189742,24,False
person_018106,program_north_dakota_state,1,66,offered,none,819986,56,False
person_018106,program_maryland,2,38,offered,none,1240845,34,False
person_018106,program_missouri,3,47,not_offered,none,1145072,46,False
person_018106,program_wake_forest,4,21,not_offered,scheduled,1076538,19,False
person_018106,program_lsu,5,40,offered,none,1114239,43,False
person_018107,program_marshall,1,73,offered,scheduled,646548,66,False
person_018107,program_usf,2,40,offered,none,1005452,19,False
person_018107,program_northwestern,3,37,not_offered,completed,741229,22,False
person_018107,program_new_mexico_state,4,43,not_offered,completed,397833,70,False
person_018107,program_arkansas,5,47,offered,scheduled,868274,38,False
person_018108,program_tulane,1,97,not_offered,completed,591219,80,False
person_018108,program_wisconsin,2,70,not_offered,completed,207873,74,False
person_018108,program_western_kentucky,3,54,offered,completed,206369,54,False
person_018108,program_minnesota,4,49,not_offered,scheduled,445760,55,False
person_018108,program_houston,5,23,not_offered,completed,328491,16,False
person_018109,program_ole_miss,1,75,not_offered,none,1281527,61,False
person_018109,program_ohio_state,2,73,not_offered,none,1327911,86,False
person_018109,program_san_jose_state,3,26,not_offered,scheduled,1330579,44,False
person_018109,program_notre_dame,4,57,not_offered,scheduled,1593398,52,False
person_018109,program_iowa_state,5,19,not_offered,none,1596503,12,False
person_018110,program_new_mexico_state,1,54,offered,completed,5037073,61,False
person_018110,program_oklahoma,2,65,not_offered,completed,4188757,74,False
person_018110,program_northern_illinois,3,26,not_offered,scheduled,5214925,17,False
person_018110,program_east_carolina,4,36,offered,completed,2889340,16,False
person_018110,program_arizona,5,34,not_offered,scheduled,2533583,26,False
person_018111,program_bowling_green,1,63,not_offered,none,151834,72,False
person_018111,program_north_texas,2,37,offered,scheduled,138544,30,False
person_018111,program_uab,3,58,offered,scheduled,195857,56,False
person_018111,program_utsa,4,14,offered,scheduled,370399,10,False
person_018111,program_auburn,5,56,offered,scheduled,369743,55,False
person_018112,program_james_madison,1,55,not_offered,scheduled,1054988,51,False
person_018112,program_texas,2,60,offered,scheduled,724625,48,False
person_018112,program_arizona,3,38,not_offered,none,1150947,28,False
person_018112,program_appalachian_state,4,40,offered,scheduled,680046,53,False
person_018112,program_purdue,5,52,not_offered,completed,948610,40,False
person_018113,program_northwestern,1,70,offered,completed,176141,55,False
person_018113,program_memphis,2,39,offered,completed,77677,46,False
person_018113,program_colorado,3,46,offered,scheduled,85082,31,False
person_018113,program_maryland,4,49,not_offered,none,163823,69,False
person_018113,program_south_carolina,5,44,not_offered,scheduled,139968,18,False
person_018114,program_uab,1,70,not_offered,completed,1045255,55,False
person_018114,program_michigan_state,2,91,not_offered,none,890988,82,False
person_018114,program_nebraska,3,23,not_offered,scheduled,1435620,8,False
person_018114,program_utah_state,4,25,offered,completed,1718050,2,False
person_018114,program_ulm,5,21,not_offered,none,954822,9,False
person_018115,program_sam_houston,1,52,offered,completed,206181,36,False
person_018115,program_wake_forest,2,52,not_offered,none,224507,48,False
person_018115,program_minnesota,3,19,offered,none,89679,37,False
person_018115,program_unlv,4,73,offered,none,211780,71,False
person_018115,program_alabama,5,42,offered,scheduled,175524,40,False
person_018116,program_james_madison,1,51,offered,none,1716769,51,False
person_018116,program_virginia,2,78,not_offered,none,1616227,76,False
person_018116,program_navy,3,15,not_offered,scheduled,2132033,1,False
person_018116,program_ucf,4,58,not_offered,none,1862837,63,False
person_018116,program_usc,5,43,offered,completed,772381,45,False
person_018117,program_new_mexico_state,1,48,offered,none,357679,45,False
person_018117,program_louisville,2,54,not_offered,scheduled,611201,46,False
person_018117,program_boise_state,3,54,not_offered,completed,253386,47,False
person_018117,program_maryland,4,59,offered,completed,337647,44,False
person_018117,program_charlotte,5,22,not_offered,scheduled,200374,27,False
person_018118,program_navy,1,59,offered,completed,794695,73,False
person_018118,program_tennessee,2,55,not_offered,none,430691,46,False
person_018118,program_south_alabama,3,66,offered,none,485931,81,False
person_018118,program_west_virginia,4,45,not_offered,completed,723360,62,False
person_018118,program_houston,5,29,not_offered,completed,720713,14,False
person_018119,program_indiana,1,67,offered,none,2646723,54,False
person_018119,program_ohio,2,57,offered,completed,4613137,62,False
person_018119,program_smu,3,32,offered,scheduled,3595855,27,False
person_018119,program_akron,4,27,offered,none,4371463,13,False
person_018119,program_washington,5,27,not_offered,none,4947869,23,False
person_018120,program_utah_state,1,53,offered,scheduled,143573,62,False
person_018120,program_michigan_state,2,68,offered,scheduled,104070,75,False
person_018120,program_stanford,3,53,offered,completed,150899,58,False
person_018120,program_tennessee,4,28,not_offered,scheduled,184723,33,False
person_018120,program_old_dominion,5,24,not_offered,completed,67800,18,False
person_018121,program_duke,1,75,offered,completed,255836,82,False
person_018121,program_tulane,2,52,offered,completed,257970,57,False
person_018121,program_southern_miss,3,37,not_offered,completed,207921,34,False
person_018121,program_ohio,4,12,offered,completed,223982,13,False
person_018121,program_memphis,5,6,not_offered,none,231547,4,False
person_018122,program_charlotte,1,78,not_offered,none,1612916,66,False
person_018122,program_mississippi_state,2,57,offered,scheduled,1445502,62,False
person_018122,program_missouri,3,55,not_offered,none,1511308,38,False
person_018122,program_west_virginia,4,38,offered,scheduled,901567,22,False
person_018122,program_western_michigan,5,19,offered,completed,931144,1,False
person_018123,program_marshall,1,20,offered,completed,848346,13,False
person_018123,program_virginia,2,56,offered,completed,517252,60,False
person_018123,program_charlotte,3,22,offered,completed,494747,20,False
person_018123,program_central_michigan,4,38,not_offered,scheduled,881074,33,False
person_018123,program_wyoming,5,17,not_offered,none,771842,9,False
person_018124,program_new_mexico,1,63,not_offered,none,476061,54,False
person_018124,program_alabama,2,71,not_offered,none,1129757,52,False
person_018124,program_northwestern,3,56,not_offered,scheduled,705300,81,False
person_018124,program_penn_state,4,48,not_offered,scheduled,406722,50,False
person_018124,program_georgia,5,53,offered,scheduled,415031,55,False
person_018125,program_florida_atlantic,1,55,offered,scheduled,1688934,55,False
person_018125,program_rice,2,22,not_offered,none,1925118,26,False
person_018125,program_colorado_state,3,46,offered,scheduled,1760362,68,False
person_018125,program_utah,4,68,not_offered,scheduled,925199,74,False
person_018125,program_nevada,5,28,offered,scheduled,1710927,28,False
person_018126,program_middle_tennessee,1,52,offered,none,486962,69,False
person_018126,program_san_jose_state,2,50,offered,none,485181,22,False
person_018126,program_oregon,3,53,not_offered,none,447317,52,False
person_018126,program_wake_forest,4,53,offered,completed,196655,67,False
person_018126,program_miami_oh,5,27,offered,none,453934,36,False
person_018127,program_byu,1,61,not_offered,scheduled,325123,63,False
person_018127,program_san_diego_state,2,66,offered,none,372793,74,False
person_018127,program_usc,3,77,offered,scheduled,418082,60,False
person_018127,program_duke,4,37,offered,scheduled,158218,26,False
person_018127,program_ucla,5,44,offered,none,434653,47,False
person_018128,program_miami_fl,1,55,not_offered,completed,4320237,56,False
person_018128,program_northern_illinois,2,61,offered,scheduled,2704608,42,False
person_018128,program_akron,3,59,offered,none,2025941,48,False
person_018128,program_auburn,4,52,offered,scheduled,2439945,37,False
person_018128,program_texas,5,26,offered,none,3315334,66,False
person_018129,program_toledo,1,61,offered,completed,470942,61,False
person_018129,program_utep,2,48,not_offered,completed,437644,47,False
person_018129,program_texas_tech,3,44,not_offered,none,577915,60,False
person_018129,program_wyoming,4,37,offered,none,622322,42,False
person_018129,program_bowling_green,5,1,not_offered,completed,646615,19,False
person_018130,program_arizona,1,80,not_offered,none,1441006,70,False
person_018130,program_notre_dame,2,64,not_offered,scheduled,580567,81,False
person_018130,program_texas_state,3,46,not_offered,scheduled,1270875,55,False
person_018130,program_purdue,4,53,offered,scheduled,804437,50,False
person_018130,program_air_force,5,39,not_offered,completed,1101120,23,False
person_018131,program_kennesaw_state,1,63,offered,completed,222318,62,False
person_018131,program_tulane,2,53,not_offered,scheduled,138692,43,False
person_018131,program_coastal_carolina,3,63,offered,none,158508,65,False
person_018131,program_north_texas,4,25,offered,completed,85933,23,False
person_018131,program_uab,5,49,not_offered,completed,178360,26,False
person_018132,program_florida_state,1,87,offered,none,253691,75,False
person_018132,program_florida_atlantic,2,69,offered,none,130883,70,False
person_018132,program_bowling_green,3,55,not_offered,scheduled,254474,55,False
person_018132,program_rice,4,36,offered,none,247938,18,False
person_018132,program_fresno_state,5,37,not_offered,none,319726,58,False
person_018133,program_maryland,1,48,offered,completed,1586557,44,False
person_018133,program_notre_dame,2,76,offered,completed,1427136,86,False
person_018133,program_boise_state,3,47,offered,completed,1223060,37,False
person_018133,program_army,4,21,offered,completed,578241,16,False
person_018133,program_illinois,5,38,not_offered,none,1612267,39,False
person_018134,program_wake_forest,1,63,offered,scheduled,1709062,62,False
person_018134,program_mississippi_state,2,40,offered,completed,882175,26,False
person_018134,program_navy,3,36,not_offered,scheduled,1656025,38,False
person_018134,program_utep,4,20,offered,scheduled,2151230,33,False
person_018134,program_north_texas,5,21,offered,none,1972119,19,False
