personId,traitId,traitName,category,polarity,strength
person_001713,locker_room_leader,Locker Room Leader,personality,mixed,1
person_001714,loyal,Loyal,personality,positive,5
person_001714,film_junkie,Film Junkie,personality,mixed,1
person_001715,competitor,Competitor,personality,positive,1
person_001715,film_junkie,Film Junkie,personality,mixed,2
person_001716,poor_discipline,Poor Discipline,personality,mixed,1
person_001716,clutch,Clutch,personality,positive,5
person_001717,transfer_risk,Transfer Risk,personality,mixed,4
person_001717,raw_athlete,Raw Athlete,physical/availability,positive,2
person_001717,high_motor,High Motor,physical/availability,mixed,1
person_001718,poor_discipline,Poor Discipline,personality,mixed,2
person_001718,transfer_risk,Transfer Risk,personality,positive,4
person_001719,injury_prone,Injury Prone,physical/availability,mixed,4
person_001719,nil_driven,Nil Driven,personality,positive,1
person_001719,clutch,Clutch,personality,positive,4
person_001720,injury_prone,Injury Prone,physical/availability,negative,1
person_001721,volatile_confidence,Volatile Confidence,personality,positive,4
person_001722,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_001722,competitor,Competitor,personality,mixed,1
person_001723,big_game_performer,Big Game Performer,personality,negative,2
person_001724,big_game_performer,Big Game Performer,personality,negative,4
person_001724,coachable,Coachable,personality,positive,4
person_001724,film_junkie,Film Junkie,personality,positive,5
person_001725,big_game_performer,Big Game Performer,personality,negative,2
person_001725,poor_discipline,Poor Discipline,personality,mixed,1
person_001726,high_motor,High Motor,physical/availability,mixed,5
person_001726,loyal,Loyal,personality,positive,3
person_001726,coachable,Coachable,personality,positive,1
person_001727,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_001727,big_game_performer,Big Game Performer,personality,negative,1
person_001728,big_game_performer,Big Game Performer,personality,positive,1
person_001729,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001729,injury_prone,Injury Prone,physical/availability,mixed,5
person_001730,locker_room_leader,Locker Room Leader,personality,positive,2
person_001731,transfer_risk,Transfer Risk,personality,mixed,3
person_001731,raw_athlete,Raw Athlete,physical/availability,positive,5
person_001732,raw_athlete,Raw Athlete,physical/availability,negative,1
person_001732,injury_prone,Injury Prone,physical/availability,positive,1
person_001732,loyal,Loyal,personality,positive,3
person_001733,coachable,Coachable,personality,negative,2
person_001734,slow_learner,Slow Learner,personality,negative,3
person_001735,big_game_performer,Big Game Performer,personality,mixed,3
person_001735,injury_prone,Injury Prone,physical/availability,mixed,2
person_001735,slow_learner,Slow Learner,personality,positive,1
person_001736,poor_discipline,Poor Discipline,personality,negative,2
person_001736,high_motor,High Motor,physical/availability,positive,1
person_001736,film_junkie,Film Junkie,personality,negative,1
person_001737,transfer_risk,Transfer Risk,personality,positive,3
person_001737,high_football_iq,High Football Iq,personality,negative,3
person_001737,volatile_confidence,Volatile Confidence,personality,negative,3
person_001738,raw_athlete,Raw Athlete,physical/availability,positive,2
person_001739,slow_learner,Slow Learner,personality,positive,2
person_001739,big_game_performer,Big Game Performer,personality,positive,5
person_001739,nil_driven,Nil Driven,personality,positive,5
person_001740,slow_learner,Slow Learner,personality,positive,5
person_001740,injury_prone,Injury Prone,physical/availability,mixed,3
person_001741,clutch,Clutch,personality,mixed,2
person_001741,slow_learner,Slow Learner,personality,mixed,3
person_001742,coachable,Coachable,personality,negative,4
person_001742,volatile_confidence,Volatile Confidence,personality,mixed,2
person_001743,high_football_iq,High Football Iq,personality,mixed,3
person_001743,slow_learner,Slow Learner,personality,negative,5
person_001744,high_football_iq,High Football Iq,personality,positive,4
person_001744,loyal,Loyal,personality,mixed,5
person_001745,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_001745,poor_discipline,Poor Discipline,personality,mixed,4
person_001746,transfer_risk,Transfer Risk,personality,positive,3
person_001747,film_junkie,Film Junkie,personality,positive,4
person_001747,competitor,Competitor,personality,positive,2
person_001748,locker_room_leader,Locker Room Leader,personality,negative,3
person_001748,big_game_performer,Big Game Performer,personality,positive,4
person_001749,competitor,Competitor,personality,mixed,4
person_001749,coachable,Coachable,personality,mixed,1
person_001750,loyal,Loyal,personality,positive,2
person_001750,volatile_confidence,Volatile Confidence,personality,positive,4
person_001751,clutch,Clutch,personality,negative,4
person_001751,poor_discipline,Poor Discipline,personality,positive,2
person_001751,raw_athlete,Raw Athlete,physical/availability,negative,5
person_001752,loyal,Loyal,personality,positive,2
person_001752,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_001752,high_motor,High Motor,physical/availability,mixed,5
person_001753,film_junkie,Film Junkie,personality,mixed,4
person_001753,coachable,Coachable,personality,mixed,1
person_001754,raw_athlete,Raw Athlete,physical/availability,positive,1
person_001754,locker_room_leader,Locker Room Leader,personality,mixed,3
person_001754,high_football_iq,High Football Iq,personality,positive,5
person_001755,competitor,Competitor,personality,negative,4
person_001755,nil_driven,Nil Driven,personality,negative,4
person_001756,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_001756,high_motor,High Motor,physical/availability,negative,5
person_001756,raw_athlete,Raw Athlete,physical/availability,positive,5
person_001757,loyal,Loyal,personality,negative,1
person_001757,clutch,Clutch,personality,negative,1
person_001757,big_game_performer,Big Game Performer,personality,negative,3
person_001758,coachable,Coachable,personality,mixed,5
person_001758,high_football_iq,High Football Iq,personality,mixed,3
person_001758,slow_learner,Slow Learner,personality,positive,1
person_001759,film_junkie,Film Junkie,personality,mixed,1
person_001759,coachable,Coachable,personality,negative,1
person_001759,competitor,Competitor,personality,mixed,5
person_001760,high_football_iq,High Football Iq,personality,mixed,4
person_001760,injury_prone,Injury Prone,physical/availability,positive,1
person_001760,transfer_risk,Transfer Risk,personality,positive,3
person_001761,high_motor,High Motor,physical/availability,mixed,1
person_001761,nil_driven,Nil Driven,personality,positive,1
person_001762,locker_room_leader,Locker Room Leader,personality,positive,2
person_001763,injury_prone,Injury Prone,physical/availability,positive,1
person_001764,high_motor,High Motor,physical/availability,negative,3
person_001765,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001765,big_game_performer,Big Game Performer,personality,positive,2
person_001766,big_game_performer,Big Game Performer,personality,positive,5
person_001766,high_motor,High Motor,physical/availability,negative,4
person_001767,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_001767,nil_driven,Nil Driven,personality,mixed,4
person_001768,locker_room_leader,Locker Room Leader,personality,mixed,2
person_001769,high_football_iq,High Football Iq,personality,positive,5
person_001769,big_game_performer,Big Game Performer,personality,mixed,3
person_001770,high_football_iq,High Football Iq,personality,mixed,1
person_001770,nil_driven,Nil Driven,personality,negative,3
person_001770,competitor,Competitor,personality,negative,1
person_001771,big_game_performer,Big Game Performer,personality,positive,1
person_001772,high_football_iq,High Football Iq,personality,mixed,5
person_001772,clutch,Clutch,personality,mixed,2
person_001772,competitor,Competitor,personality,negative,4
person_001773,high_motor,High Motor,physical/availability,mixed,2
person_001773,poor_practice_habits,Poor Practice Habits,personality,mixed,5
person_001773,nil_driven,Nil Driven,personality,mixed,2
person_001774,slow_learner,Slow Learner,personality,positive,4
person_001774,loyal,Loyal,personality,mixed,4
person_001775,injury_prone,Injury Prone,physical/availability,mixed,3
person_001776,high_motor,High Motor,physical/availability,mixed,2
person_001776,loyal,Loyal,personality,positive,3
person_001776,injury_prone,Injury Prone,physical/availability,negative,3
person_001777,raw_athlete,Raw Athlete,physical/availability,positive,5
person_001777,nil_driven,Nil Driven,personality,negative,1
person_001777,big_game_performer,Big Game Performer,personality,mixed,4
person_001778,slow_learner,Slow Learner,personality,negative,1
person_001778,nil_driven,Nil Driven,personality,mixed,2
person_001779,locker_room_leader,Locker Room Leader,personality,positive,1
person_001780,slow_learner,Slow Learner,personality,negative,5
person_001781,high_football_iq,High Football Iq,personality,mixed,4
person_001781,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_001782,locker_room_leader,Locker Room Leader,personality,positive,1
person_001782,competitor,Competitor,personality,positive,3
person_001783,transfer_risk,Transfer Risk,personality,positive,1
person_001783,loyal,Loyal,personality,negative,3
person_001783,raw_athlete,Raw Athlete,physical/availability,positive,4
person_001784,nil_driven,Nil Driven,personality,negative,5
person_001784,volatile_confidence,Volatile Confidence,personality,mixed,1
person_001785,transfer_risk,Transfer Risk,personality,positive,5
person_001800,big_game_performer,Big Game Performer,personality,mixed,2
person_001800,volatile_confidence,Volatile Confidence,personality,negative,4
person_001800,clutch,Clutch,personality,mixed,2
person_001801,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001801,film_junkie,Film Junkie,personality,mixed,3
person_001801,loyal,Loyal,personality,mixed,5
person_001802,nil_driven,Nil Driven,personality,mixed,1
person_001802,volatile_confidence,Volatile Confidence,personality,mixed,4
person_001802,coachable,Coachable,personality,negative,2
person_001803,coachable,Coachable,personality,positive,4
person_001803,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_001803,poor_discipline,Poor Discipline,personality,positive,5
person_001804,nil_driven,Nil Driven,personality,negative,5
person_001804,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001805,volatile_confidence,Volatile Confidence,personality,negative,5
person_001805,big_game_performer,Big Game Performer,personality,mixed,3
person_001805,raw_athlete,Raw Athlete,physical/availability,negative,5
person_001806,poor_discipline,Poor Discipline,personality,negative,5
person_001806,raw_athlete,Raw Athlete,physical/availability,mixed,2
person_001806,high_football_iq,High Football Iq,personality,mixed,5
person_001807,raw_athlete,Raw Athlete,physical/availability,positive,4
person_001807,film_junkie,Film Junkie,personality,positive,2
person_001808,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001809,coachable,Coachable,personality,positive,1
person_001809,big_game_performer,Big Game Performer,personality,positive,4
person_001809,poor_discipline,Poor Discipline,personality,negative,1
person_001810,slow_learner,Slow Learner,personality,positive,3
person_001810,film_junkie,Film Junkie,personality,positive,5
person_001811,locker_room_leader,Locker Room Leader,personality,negative,1
person_001812,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_001813,big_game_performer,Big Game Performer,personality,mixed,2
person_001814,slow_learner,Slow Learner,personality,mixed,5
person_001815,slow_learner,Slow Learner,personality,positive,3
person_001815,loyal,Loyal,personality,negative,4
person_001816,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_001817,high_motor,High Motor,physical/availability,positive,5
person_001817,clutch,Clutch,personality,mixed,2
person_001817,raw_athlete,Raw Athlete,physical/availability,mixed,5
person_001818,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_001818,slow_learner,Slow Learner,personality,negative,2
person_001819,locker_room_leader,Locker Room Leader,personality,positive,4
person_001820,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_001820,competitor,Competitor,personality,negative,1
person_001820,nil_driven,Nil Driven,personality,negative,2
person_001821,slow_learner,Slow Learner,personality,mixed,4
person_001822,loyal,Loyal,personality,positive,2
person_001822,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_001823,big_game_performer,Big Game Performer,personality,negative,3
person_001823,loyal,Loyal,personality,negative,1
person_001823,volatile_confidence,Volatile Confidence,personality,positive,1
person_001824,raw_athlete,Raw Athlete,physical/availability,positive,3
person_001824,high_motor,High Motor,physical/availability,positive,2
person_001824,nil_driven,Nil Driven,personality,positive,4
person_001825,poor_discipline,Poor Discipline,personality,positive,4
person_001825,clutch,Clutch,personality,negative,3
person_001826,high_motor,High Motor,physical/availability,positive,3
person_001826,raw_athlete,Raw Athlete,physical/availability,negative,2
person_001826,coachable,Coachable,personality,mixed,1
person_001827,high_football_iq,High Football Iq,personality,mixed,4
person_001827,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_001827,big_game_performer,Big Game Performer,personality,mixed,5
person_001828,coachable,Coachable,personality,negative,3
person_001829,coachable,Coachable,personality,mixed,5
person_001829,high_motor,High Motor,physical/availability,positive,5
person_001830,loyal,Loyal,personality,negative,1
person_001831,volatile_confidence,Volatile Confidence,personality,negative,5
person_001831,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_001832,injury_prone,Injury Prone,physical/availability,mixed,2
person_001832,coachable,Coachable,personality,positive,2
person_001833,coachable,Coachable,personality,mixed,2
person_001833,raw_athlete,Raw Athlete,physical/availability,negative,5
person_001834,coachable,Coachable,personality,mixed,5
person_001834,injury_prone,Injury Prone,physical/availability,negative,4
person_001835,locker_room_leader,Locker Room Leader,personality,positive,3
person_001835,volatile_confidence,Volatile Confidence,personality,mixed,1
person_001835,nil_driven,Nil Driven,personality,positive,3
person_001836,competitor,Competitor,personality,mixed,2
person_001836,poor_discipline,Poor Discipline,personality,negative,3
person_001837,injury_prone,Injury Prone,physical/availability,mixed,4
person_001837,clutch,Clutch,personality,negative,4
person_001838,locker_room_leader,Locker Room Leader,personality,negative,5
person_001838,injury_prone,Injury Prone,physical/availability,mixed,4
person_001839,nil_driven,Nil Driven,personality,negative,4
person_001840,high_football_iq,High Football Iq,personality,mixed,4
person_001841,poor_discipline,Poor Discipline,personality,mixed,3
person_001841,nil_driven,Nil Driven,personality,positive,1
person_001841,competitor,Competitor,personality,positive,5
person_001842,slow_learner,Slow Learner,personality,positive,3
person_001842,high_football_iq,High Football Iq,personality,negative,2
person_001842,film_junkie,Film Junkie,personality,negative,1
person_001843,nil_driven,Nil Driven,personality,negative,4
person_001844,clutch,Clutch,personality,positive,3
person_001844,high_football_iq,High Football Iq,personality,mixed,5
person_001845,high_football_iq,High Football Iq,personality,positive,5
person_001846,raw_athlete,Raw Athlete,physical/availability,negative,2
person_001847,injury_prone,Injury Prone,physical/availability,negative,5
person_001847,poor_discipline,Poor Discipline,personality,mixed,4
person_001847,nil_driven,Nil Driven,personality,negative,3
person_001848,volatile_confidence,Volatile Confidence,personality,mixed,5
person_001848,coachable,Coachable,personality,positive,5
person_001848,film_junkie,Film Junkie,personality,negative,1
person_001849,locker_room_leader,Locker Room Leader,personality,mixed,4
person_001849,high_football_iq,High Football Iq,personality,mixed,5
person_001850,high_football_iq,High Football Iq,personality,negative,5
person_001850,transfer_risk,Transfer Risk,personality,negative,1
person_001851,poor_discipline,Poor Discipline,personality,positive,3
person_001852,nil_driven,Nil Driven,personality,positive,3
person_001852,big_game_performer,Big Game Performer,personality,negative,1
person_001852,competitor,Competitor,personality,positive,1
person_001853,transfer_risk,Transfer Risk,personality,positive,3
person_001853,coachable,Coachable,personality,positive,1
person_001854,clutch,Clutch,personality,mixed,1
person_001854,competitor,Competitor,personality,negative,1
person_001855,injury_prone,Injury Prone,physical/availability,mixed,3
person_001855,slow_learner,Slow Learner,personality,mixed,5
person_001855,volatile_confidence,Volatile Confidence,personality,negative,5
person_001856,loyal,Loyal,personality,mixed,1
person_001856,poor_practice_habits,Poor Practice Habits,personality,mixed,5
person_001857,film_junkie,Film Junkie,personality,positive,3
person_001857,high_motor,High Motor,physical/availability,mixed,2
person_001858,transfer_risk,Transfer Risk,personality,positive,4
person_001858,clutch,Clutch,personality,negative,3
person_001859,film_junkie,Film Junkie,personality,positive,5
person_001859,coachable,Coachable,personality,negative,3
person_001860,nil_driven,Nil Driven,personality,positive,2
person_001861,competitor,Competitor,personality,positive,5
person_001861,film_junkie,Film Junkie,personality,positive,5
person_001862,slow_learner,Slow Learner,personality,negative,3
person_001862,transfer_risk,Transfer Risk,personality,mixed,5
person_001862,high_football_iq,High Football Iq,personality,negative,4
person_001863,poor_discipline,Poor Discipline,personality,negative,1
person_001864,raw_athlete,Raw Athlete,physical/availability,negative,1
person_001865,transfer_risk,Transfer Risk,personality,negative,4
person_001866,big_game_performer,Big Game Performer,personality,negative,2
person_001867,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_001868,film_junkie,Film Junkie,personality,negative,5
person_001869,high_football_iq,High Football Iq,personality,negative,2
person_001870,locker_room_leader,Locker Room Leader,personality,mixed,2
person_001870,big_game_performer,Big Game Performer,personality,mixed,2
person_001870,clutch,Clutch,personality,positive,2
person_001871,high_football_iq,High Football Iq,personality,negative,5
person_001871,raw_athlete,Raw Athlete,physical/availability,mixed,1
person_001872,slow_learner,Slow Learner,personality,positive,1
person_001872,loyal,Loyal,personality,negative,5
person_001872,big_game_performer,Big Game Performer,personality,mixed,4
person_001873,poor_practice_habits,Poor Practice Habits,personality,mixed,2
person_001873,high_motor,High Motor,physical/availability,positive,2
person_001873,high_football_iq,High Football Iq,personality,positive,2
person_001874,clutch,Clutch,personality,positive,3
person_001875,injury_prone,Injury Prone,physical/availability,positive,3
person_001875,nil_driven,Nil Driven,personality,mixed,5
person_001875,poor_discipline,Poor Discipline,personality,positive,5
person_001876,film_junkie,Film Junkie,personality,positive,3
person_001876,poor_discipline,Poor Discipline,personality,positive,5
person_001876,transfer_risk,Transfer Risk,personality,mixed,3
person_001877,locker_room_leader,Locker Room Leader,personality,negative,2
person_001878,clutch,Clutch,personality,negative,3
person_001878,coachable,Coachable,personality,mixed,2
person_001878,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_001879,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_001879,transfer_risk,Transfer Risk,personality,negative,2
person_001880,poor_discipline,Poor Discipline,personality,mixed,3
person_001880,high_motor,High Motor,physical/availability,negative,2
person_001880,poor_practice_habits,Poor Practice Habits,personality,positive,1
person_001881,competitor,Competitor,personality,negative,3
person_001882,injury_prone,Injury Prone,physical/availability,positive,4
person_001883,raw_athlete,Raw Athlete,physical/availability,negative,5
person_001883,film_junkie,Film Junkie,personality,positive,5
person_001883,competitor,Competitor,personality,mixed,5
person_001884,film_junkie,Film Junkie,personality,positive,4
person_001884,poor_discipline,Poor Discipline,personality,positive,1
person_001884,big_game_performer,Big Game Performer,personality,positive,2
person_001885,poor_discipline,Poor Discipline,personality,mixed,2
person_001886,coachable,Coachable,personality,negative,5
person_001886,film_junkie,Film Junkie,personality,positive,3
person_001886,big_game_performer,Big Game Performer,personality,mixed,2
person_001887,big_game_performer,Big Game Performer,personality,negative,5
person_001888,transfer_risk,Transfer Risk,personality,mixed,4
person_001888,poor_discipline,Poor Discipline,personality,positive,3
person_001889,volatile_confidence,Volatile Confidence,personality,positive,5
person_001889,film_junkie,Film Junkie,personality,mixed,4
person_001890,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_001890,volatile_confidence,Volatile Confidence,personality,negative,2
person_001890,injury_prone,Injury Prone,physical/availability,mixed,2
person_001891,raw_athlete,Raw Athlete,physical/availability,mixed,1
person_001891,loyal,Loyal,personality,positive,2
person_001891,clutch,Clutch,personality,positive,5
person_001892,raw_athlete,Raw Athlete,physical/availability,mixed,4
person_001892,slow_learner,Slow Learner,personality,positive,2
person_001892,competitor,Competitor,personality,negative,4
person_001893,competitor,Competitor,personality,negative,2
person_001894,high_football_iq,High Football Iq,personality,mixed,2
person_001894,injury_prone,Injury Prone,physical/availability,positive,4
person_001895,transfer_risk,Transfer Risk,personality,positive,3
person_001895,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_001896,volatile_confidence,Volatile Confidence,personality,positive,3
person_001896,poor_practice_habits,Poor Practice Habits,personality,negative,1
person_001896,competitor,Competitor,personality,negative,1
person_001897,raw_athlete,Raw Athlete,physical/availability,negative,2
person_001897,slow_learner,Slow Learner,personality,negative,1
person_001897,loyal,Loyal,personality,positive,1
person_001898,clutch,Clutch,personality,positive,2
person_001898,poor_practice_habits,Poor Practice Habits,personality,mixed,1
person_001899,transfer_risk,Transfer Risk,personality,mixed,5
person_001900,injury_prone,Injury Prone,physical/availability,positive,4
person_001900,big_game_performer,Big Game Performer,personality,mixed,1
person_001901,high_motor,High Motor,physical/availability,mixed,2
person_001902,injury_prone,Injury Prone,physical/availability,mixed,4
person_001902,volatile_confidence,Volatile Confidence,personality,negative,4
person_001903,locker_room_leader,Locker Room Leader,personality,negative,5
person_001903,injury_prone,Injury Prone,physical/availability,negative,4
person_001904,competitor,Competitor,personality,positive,5
person_001904,poor_discipline,Poor Discipline,personality,positive,5
person_001904,raw_athlete,Raw Athlete,physical/availability,positive,1
person_001919,high_motor,High Motor,physical/availability,mixed,2
person_001920,poor_discipline,Poor Discipline,personality,negative,3
person_001921,slow_learner,Slow Learner,personality,mixed,2
person_001921,high_motor,High Motor,physical/availability,mixed,3
person_001922,competitor,Competitor,personality,mixed,2
person_001922,poor_discipline,Poor Discipline,personality,mixed,2
person_001922,injury_prone,Injury Prone,physical/availability,mixed,2
person_001923,locker_room_leader,Locker Room Leader,personality,negative,1
person_001923,raw_athlete,Raw Athlete,physical/availability,negative,2
person_001923,competitor,Competitor,personality,positive,1
person_001924,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_001924,coachable,Coachable,personality,positive,2
person_001924,competitor,Competitor,personality,positive,4
person_001925,high_motor,High Motor,physical/availability,positive,1
person_001925,competitor,Competitor,personality,mixed,2
person_001926,high_motor,High Motor,physical/availability,positive,2
person_001926,clutch,Clutch,personality,mixed,5
person_001927,big_game_performer,Big Game Performer,personality,positive,3
person_001927,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001927,loyal,Loyal,personality,mixed,1
person_001928,volatile_confidence,Volatile Confidence,personality,positive,4
person_001928,raw_athlete,Raw Athlete,physical/availability,negative,5
person_001929,film_junkie,Film Junkie,personality,positive,3
person_001929,locker_room_leader,Locker Room Leader,personality,mixed,1
person_001929,poor_discipline,Poor Discipline,personality,negative,5
person_001930,raw_athlete,Raw Athlete,physical/availability,positive,5
person_001930,film_junkie,Film Junkie,personality,negative,5
person_001931,nil_driven,Nil Driven,personality,positive,4
person_001931,high_motor,High Motor,physical/availability,negative,2
person_001931,high_football_iq,High Football Iq,personality,negative,1
person_001932,big_game_performer,Big Game Performer,personality,mixed,2
person_001933,volatile_confidence,Volatile Confidence,personality,mixed,3
person_001933,coachable,Coachable,personality,mixed,3
person_001934,high_motor,High Motor,physical/availability,positive,5
person_001934,high_football_iq,High Football Iq,personality,mixed,1
person_001935,poor_discipline,Poor Discipline,personality,mixed,4
person_001936,loyal,Loyal,personality,negative,5
person_001936,volatile_confidence,Volatile Confidence,personality,positive,3
person_001937,high_football_iq,High Football Iq,personality,negative,4
person_001937,coachable,Coachable,personality,positive,1
person_001938,poor_practice_habits,Poor Practice Habits,personality,negative,4
person_001938,coachable,Coachable,personality,negative,3
person_001939,slow_learner,Slow Learner,personality,mixed,1
person_001939,poor_discipline,Poor Discipline,personality,negative,3
person_001939,locker_room_leader,Locker Room Leader,personality,mixed,4
person_001940,nil_driven,Nil Driven,personality,positive,1
person_001941,clutch,Clutch,personality,mixed,5
person_001941,coachable,Coachable,personality,negative,3
person_001941,volatile_confidence,Volatile Confidence,personality,negative,4
person_001942,volatile_confidence,Volatile Confidence,personality,negative,2
person_001942,loyal,Loyal,personality,mixed,2
person_001942,poor_practice_habits,Poor Practice Habits,personality,negative,1
person_001943,high_football_iq,High Football Iq,personality,mixed,5
person_001943,injury_prone,Injury Prone,physical/availability,positive,1
person_001944,poor_practice_habits,Poor Practice Habits,personality,mixed,2
person_001944,high_motor,High Motor,physical/availability,negative,1
person_001944,film_junkie,Film Junkie,personality,negative,2
person_001945,competitor,Competitor,personality,mixed,4
person_001945,big_game_performer,Big Game Performer,personality,positive,5
person_001946,high_motor,High Motor,physical/availability,mixed,1
person_001947,poor_discipline,Poor Discipline,personality,mixed,1
person_001947,clutch,Clutch,personality,mixed,4
person_001947,competitor,Competitor,personality,negative,3
person_001948,big_game_performer,Big Game Performer,personality,positive,3
person_001948,locker_room_leader,Locker Room Leader,personality,mixed,5
person_001948,raw_athlete,Raw Athlete,physical/availability,negative,1
person_001949,clutch,Clutch,personality,negative,1
person_001950,high_football_iq,High Football Iq,personality,mixed,1
person_001950,competitor,Competitor,personality,positive,5
person_001950,loyal,Loyal,personality,mixed,1
person_001951,big_game_performer,Big Game Performer,personality,mixed,2
person_001951,competitor,Competitor,personality,positive,1
person_001952,coachable,Coachable,personality,negative,4
person_001953,locker_room_leader,Locker Room Leader,personality,positive,1
person_001953,high_motor,High Motor,physical/availability,positive,4
person_001954,high_motor,High Motor,physical/availability,mixed,1
person_001954,high_football_iq,High Football Iq,personality,negative,5
person_001954,film_junkie,Film Junkie,personality,positive,5
person_001955,high_motor,High Motor,physical/availability,negative,2
person_001955,clutch,Clutch,personality,mixed,4
person_001955,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_001956,poor_discipline,Poor Discipline,personality,negative,3
person_001957,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_001957,clutch,Clutch,personality,mixed,2
person_001958,competitor,Competitor,personality,positive,5
person_001959,transfer_risk,Transfer Risk,personality,negative,3
person_001960,slow_learner,Slow Learner,personality,positive,5
person_001960,film_junkie,Film Junkie,personality,mixed,4
person_001961,injury_prone,Injury Prone,physical/availability,positive,1
person_001961,slow_learner,Slow Learner,personality,negative,4
person_001962,high_motor,High Motor,physical/availability,positive,4
person_001963,competitor,Competitor,personality,positive,2
person_001964,volatile_confidence,Volatile Confidence,personality,mixed,5
person_001965,big_game_performer,Big Game Performer,personality,mixed,1
person_001966,competitor,Competitor,personality,positive,4
person_001966,clutch,Clutch,personality,positive,4
person_001967,locker_room_leader,Locker Room Leader,personality,mixed,5
person_001967,high_motor,High Motor,physical/availability,negative,3
person_001967,nil_driven,Nil Driven,personality,positive,4
person_001968,competitor,Competitor,personality,negative,4
person_001969,slow_learner,Slow Learner,personality,mixed,5
person_001970,poor_practice_habits,Poor Practice Habits,personality,positive,2
person_001971,volatile_confidence,Volatile Confidence,personality,mixed,4
person_001971,locker_room_leader,Locker Room Leader,personality,mixed,2
person_001972,big_game_performer,Big Game Performer,personality,negative,1
person_001972,locker_room_leader,Locker Room Leader,personality,positive,4
person_001973,coachable,Coachable,personality,positive,5
person_001973,clutch,Clutch,personality,negative,1
person_001973,poor_practice_habits,Poor Practice Habits,personality,positive,3
person_001974,slow_learner,Slow Learner,personality,negative,4
person_001974,loyal,Loyal,personality,mixed,5
person_001975,locker_room_leader,Locker Room Leader,personality,positive,2
person_001975,raw_athlete,Raw Athlete,physical/availability,positive,1
person_001975,big_game_performer,Big Game Performer,personality,negative,4
person_001976,clutch,Clutch,personality,mixed,3
person_001977,big_game_performer,Big Game Performer,personality,positive,1
person_001977,high_football_iq,High Football Iq,personality,positive,2
person_001978,high_motor,High Motor,physical/availability,mixed,2
person_001979,loyal,Loyal,personality,positive,4
person_001980,high_football_iq,High Football Iq,personality,negative,5
person_001981,big_game_performer,Big Game Performer,personality,mixed,4
person_001981,loyal,Loyal,personality,negative,5
person_001982,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_001982,locker_room_leader,Locker Room Leader,personality,negative,2
person_001982,high_football_iq,High Football Iq,personality,positive,3
person_001983,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_001983,coachable,Coachable,personality,mixed,2
person_001984,high_motor,High Motor,physical/availability,mixed,5
person_001984,transfer_risk,Transfer Risk,personality,positive,2
person_001985,film_junkie,Film Junkie,personality,mixed,4
person_001985,poor_practice_habits,Poor Practice Habits,personality,positive,5
person_001985,loyal,Loyal,personality,negative,5
person_001986,raw_athlete,Raw Athlete,physical/availability,positive,3
person_001987,nil_driven,Nil Driven,personality,negative,2
person_001987,poor_practice_habits,Poor Practice Habits,personality,positive,4
person_001988,poor_practice_habits,Poor Practice Habits,personality,mixed,3
person_001988,transfer_risk,Transfer Risk,personality,mixed,1
person_001989,slow_learner,Slow Learner,personality,mixed,1
person_001989,film_junkie,Film Junkie,personality,positive,3
person_001990,slow_learner,Slow Learner,personality,mixed,1
person_001990,locker_room_leader,Locker Room Leader,personality,mixed,4
person_001990,clutch,Clutch,personality,mixed,2
person_001991,loyal,Loyal,personality,negative,2
person_001991,high_football_iq,High Football Iq,personality,negative,1
person_001992,raw_athlete,Raw Athlete,physical/availability,negative,5
person_001992,locker_room_leader,Locker Room Leader,personality,negative,5
person_001993,loyal,Loyal,personality,negative,3
person_001993,poor_discipline,Poor Discipline,personality,mixed,5
person_001994,poor_practice_habits,Poor Practice Habits,personality,negative,2
person_001995,clutch,Clutch,personality,positive,1
