staffAssignmentId,programId,personId,roleId,seasonYear,status
staff_program_wisconsin_dl_coach,program_wisconsin,person_004056,dl_coach,2026,active
staff_program_wisconsin_lb_coach,program_wisconsin,person_004057,lb_coach,2026,active
staff_program_wisconsin_db_coach,program_wisconsin,person_004058,db_coach,2026,active
staff_program_wisconsin_strength_coach,program_wisconsin,person_004059,strength_coach,2026,active
staff_program_wisconsin_nil_director,program_wisconsin,person_004060,nil_director,2026,active
staff_program_arizona_head_coach,program_arizona,person_004166,head_coach,2026,active
staff_program_arizona_offensive_coordinator,program_arizona,person_004167,offensive_coordinator,2026,active
staff_program_arizona_defensive_coordinator,program_arizona,person_004168,defensive_coordinator,2026,active
staff_program_arizona_special_teams_coordinator,program_arizona,person_004169,special_teams_coordinator,2026,active
staff_program_arizona_recruiting_coordinator,program_arizona,person_004170,recruiting_coordinator,2026,active
staff_program_arizona_qb_coach,program_arizona,person_004171,qb_coach,2026,active
staff_program_arizona_rb_coach,program_arizona,person_004172,rb_coach,2026,active
staff_program_arizona_wr_coach,program_arizona,person_004173,wr_coach,2026,active
staff_program_arizona_ol_coach,program_arizona,person_004174,ol_coach,2026,active
staff_program_arizona_dl_coach,program_arizona,person_004175,dl_coach,2026,active
staff_program_arizona_lb_coach,program_arizona,person_004176,lb_coach,2026,active
staff_program_arizona_db_coach,program_arizona,person_004177,db_coach,2026,active
staff_program_arizona_strength_coach,program_arizona,person_004178,strength_coach,2026,active
staff_program_arizona_nil_director,program_arizona,person_004179,nil_director,2026,active
staff_program_arizona_state_head_coach,program_arizona_state,person_004285,head_coach,2026,active
staff_program_arizona_state_offensive_coordinator,program_arizona_state,person_004286,offensive_coordinator,2026,active
staff_program_arizona_state_defensive_coordinator,program_arizona_state,person_004287,defensive_coordinator,2026,active
staff_program_arizona_state_special_teams_coordinator,program_arizona_state,person_004288,special_teams_coordinator,2026,active
staff_program_arizona_state_recruiting_coordinator,program_arizona_state,person_004289,recruiting_coordinator,2026,active
staff_program_arizona_state_qb_coach,program_arizona_state,person_004290,qb_coach,2026,active
staff_program_arizona_state_rb_coach,program_arizona_state,person_004291,rb_coach,2026,active
staff_program_arizona_state_wr_coach,program_arizona_state,person_004292,wr_coach,2026,active
staff_program_arizona_state_ol_coach,program_arizona_state,person_004293,ol_coach,2026,active
staff_program_arizona_state_dl_coach,program_arizona_state,person_004294,dl_coach,2026,active
staff_program_arizona_state_lb_coach,program_arizona_state,person_004295,lb_coach,2026,active
staff_program_arizona_state_db_coach,program_arizona_state,person_004296,db_coach,2026,active
staff_program_arizona_state_strength_coach,program_arizona_state,person_004297,strength_coach,2026,active
staff_program_arizona_state_nil_director,program_arizona_state,person_004298,nil_director,2026,active
staff_program_baylor_head_coach,program_baylor,person_004404,head_coach,2026,active
staff_program_baylor_offensive_coordinator,program_baylor,person_004405,offensive_coordinator,2026,active
staff_program_baylor_defensive_coordinator,program_baylor,person_004406,defensive_coordinator,2026,active
staff_program_baylor_special_teams_coordinator,program_baylor,person_004407,special_teams_coordinator,2026,active
staff_program_baylor_recruiting_coordinator,program_baylor,person_004408,recruiting_coordinator,2026,active
staff_program_baylor_qb_coach,program_baylor,person_004409,qb_coach,2026,active
staff_program_baylor_rb_coach,program_baylor,person_004410,rb_coach,2026,active
staff_program_baylor_wr_coach,program_baylor,person_004411,wr_coach,2026,active
staff_program_baylor_ol_coach,program_baylor,person_004412,ol_coach,2026,active
staff_program_baylor_dl_coach,program_baylor,person_004413,dl_coach,2026,active
staff_program_baylor_lb_coach,program_baylor,person_004414,lb_coach,2026,active
staff_program_baylor_db_coach,program_baylor,person_004415,db_coach,2026,active
staff_program_baylor_strength_coach,program_baylor,person_004416,strength_coach,2026,active
staff_program_baylor_nil_director,program_baylor,person_004417,nil_director,2026,active
staff_program_byu_head_coach,program_byu,person_004523,head_coach,2026,active
staff_program_byu_offensive_coordinator,program_byu,person_004524,offensive_coordinator,2026,active
staff_program_byu_defensive_coordinator,program_byu,person_004525,defensive_coordinator,2026,active
staff_program_byu_special_teams_coordinator,program_byu,person_004526,special_teams_coordinator,2026,active
staff_program_byu_recruiting_coordinator,program_byu,person_004527,recruiting_coordinator,2026,active
staff_program_byu_qb_coach,program_byu,person_004528,qb_coach,2026,active
staff_program_byu_rb_coach,program_byu,person_004529,rb_coach,2026,active
staff_program_byu_wr_coach,program_byu,person_004530,wr_coach,2026,active
staff_program_byu_ol_coach,program_byu,person_004531,ol_coach,2026,active
staff_program_byu_dl_coach,program_byu,person_004532,dl_coach,2026,active
staff_program_byu_lb_coach,program_byu,person_004533,lb_coach,2026,active
staff_program_byu_db_coach,program_byu,person_004534,db_coach,2026,active
staff_program_byu_strength_coach,program_byu,person_004535,strength_coach,2026,active
staff_program_byu_nil_director,program_byu,person_004536,nil_director,2026,active
staff_program_cincinnati_head_coach,program_cincinnati,person_004642,head_coach,2026,active
staff_program_cincinnati_offensive_coordinator,program_cincinnati,person_004643,offensive_coordinator,2026,active
staff_program_cincinnati_defensive_coordinator,program_cincinnati,person_004644,defensive_coordinator,2026,active
staff_program_cincinnati_special_teams_coordinator,program_cincinnati,person_004645,special_teams_coordinator,2026,active
staff_program_cincinnati_recruiting_coordinator,program_cincinnati,person_004646,recruiting_coordinator,2026,active
staff_program_cincinnati_qb_coach,program_cincinnati,person_004647,qb_coach,2026,active
staff_program_cincinnati_rb_coach,program_cincinnati,person_004648,rb_coach,2026,active
staff_program_cincinnati_wr_coach,program_cincinnati,person_004649,wr_coach,2026,active
staff_program_cincinnati_ol_coach,program_cincinnati,person_004650,ol_coach,2026,active
staff_program_cincinnati_dl_coach,program_cincinnati,person_004651,dl_coach,2026,active
staff_program_cincinnati_lb_coach,program_cincinnati,person_004652,lb_coach,2026,active
staff_program_cincinnati_db_coach,program_cincinnati,person_004653,db_coach,2026,active
staff_program_cincinnati_strength_coach,program_cincinnati,person_004654,strength_coach,2026,active
staff_program_cincinnati_nil_director,program_cincinnati,person_004655,nil_director,2026,active
staff_program_colorado_head_coach,program_colorado,person_004761,head_coach,2026,active
staff_program_colorado_offensive_coordinator,program_colorado,person_004762,offensive_coordinator,2026,active
staff_program_colorado_defensive_coordinator,program_colorado,person_004763,defensive_coordinator,2026,active
staff_program_colorado_special_teams_coordinator,program_colorado,person_004764,special_teams_coordinator,2026,active
staff_program_colorado_recruiting_coordinator,program_colorado,person_004765,recruiting_coordinator,2026,active
staff_program_colorado_qb_coach,program_colorado,person_004766,qb_coach,2026,active
staff_program_colorado_rb_coach,program_colorado,person_004767,rb_coach,2026,active
staff_program_colorado_wr_coach,program_colorado,person_004768,wr_coach,2026,active
staff_program_colorado_ol_coach,program_colorado,person_004769,ol_coach,2026,active
staff_program_colorado_dl_coach,program_colorado,person_004770,dl_coach,2026,active
staff_program_colorado_lb_coach,program_colorado,person_004771,lb_coach,2026,active
staff_program_colorado_db_coach,program_colorado,person_004772,db_coach,2026,active
staff_program_colorado_strength_coach,program_colorado,person_004773,strength_coach,2026,active
staff_program_colorado_nil_director,program_colorado,person_004774,nil_director,2026,active
staff_program_houston_head_coach,program_houston,person_004880,head_coach,2026,active
staff_program_houston_offensive_coordinator,program_houston,person_004881,offensive_coordinator,2026,active
staff_program_houston_defensive_coordinator,program_houston,person_004882,defensive_coordinator,2026,active
staff_program_houston_special_teams_coordinator,program_houston,person_004883,special_teams_coordinator,2026,active
staff_program_houston_recruiting_coordinator,program_houston,person_004884,recruiting_coordinator,2026,active
staff_program_houston_qb_coach,program_houston,person_004885,qb_coach,2026,active
staff_program_houston_rb_coach,program_houston,person_004886,rb_coach,2026,active
staff_program_houston_wr_coach,program_houston,person_004887,wr_coach,2026,active
staff_program_houston_ol_coach,program_houston,person_004888,ol_coach,2026,active
staff_program_houston_dl_coach,program_houston,person_004889,dl_coach,2026,active
staff_program_houston_lb_coach,program_houston,person_004890,lb_coach,2026,active
staff_program_houston_db_coach,program_houston,person_004891,db_coach,2026,active
staff_program_houston_strength_coach,program_houston,person_004892,strength_coach,2026,active
staff_program_houston_nil_director,program_houston,person_004893,nil_director,2026,active
staff_program_iowa_state_head_coach,program_iowa_state,person_004999,head_coach,2026,active
staff_program_iowa_state_offensive_coordinator,program_iowa_state,person_005000,offensive_coordinator,2026,active
staff_program_iowa_state_defensive_coordinator,program_iowa_state,person_005001,defensive_coordinator,2026,active
staff_program_iowa_state_special_teams_coordinator,program_iowa_state,person_005002,special_teams_coordinator,2026,active
staff_program_iowa_state_recruiting_coordinator,program_iowa_state,person_005003,recruiting_coordinator,2026,active
staff_program_iowa_state_qb_coach,program_iowa_state,person_005004,qb_coach,2026,active
staff_program_iowa_state_rb_coach,program_iowa_state,person_005005,rb_coach,2026,active
staff_program_iowa_state_wr_coach,program_iowa_state,person_005006,wr_coach,2026,active
staff_program_iowa_state_ol_coach,program_iowa_state,person_005007,ol_coach,2026,active
staff_program_iowa_state_dl_coach,program_iowa_state,person_005008,dl_coach,2026,active
staff_program_iowa_state_lb_coach,program_iowa_state,person_005009,lb_coach,2026,active
staff_program_iowa_state_db_coach,program_iowa_state,person_005010,db_coach,2026,active
staff_program_iowa_state_strength_coach,program_iowa_state,person_005011,strength_coach,2026,active
staff_program_iowa_state_nil_director,program_iowa_state,person_005012,nil_director,2026,active
staff_program_kansas_head_coach,program_kansas,person_005118,head_coach,2026,active
staff_program_kansas_offensive_coordinator,program_kansas,person_005119,offensive_coordinator,2026,active
staff_program_kansas_defensive_coordinator,program_kansas,person_005120,defensive_coordinator,2026,active
staff_program_kansas_special_teams_coordinator,program_kansas,person_005121,special_teams_coordinator,2026,active
staff_program_kansas_recruiting_coordinator,program_kansas,person_005122,recruiting_coordinator,2026,active
staff_program_kansas_qb_coach,program_kansas,person_005123,qb_coach,2026,active
staff_program_kansas_rb_coach,program_kansas,person_005124,rb_coach,2026,active
staff_program_kansas_wr_coach,program_kansas,person_005125,wr_coach,2026,active
staff_program_kansas_ol_coach,program_kansas,person_005126,ol_coach,2026,active
staff_program_kansas_dl_coach,program_kansas,person_005127,dl_coach,2026,active
staff_program_kansas_lb_coach,program_kansas,person_005128,lb_coach,2026,active
staff_program_kansas_db_coach,program_kansas,person_005129,db_coach,2026,active
staff_program_kansas_strength_coach,program_kansas,person_005130,strength_coach,2026,active
staff_program_kansas_nil_director,program_kansas,person_005131,nil_director,2026,active
staff_program_kansas_state_head_coach,program_kansas_state,person_005237,head_coach,2026,active
staff_program_kansas_state_offensive_coordinator,program_kansas_state,person_005238,offensive_coordinator,2026,active
staff_program_kansas_state_defensive_coordinator,program_kansas_state,person_005239,defensive_coordinator,2026,active
staff_program_kansas_state_special_teams_coordinator,program_kansas_state,person_005240,special_teams_coordinator,2026,active
staff_program_kansas_state_recruiting_coordinator,program_kansas_state,person_005241,recruiting_coordinator,2026,active
staff_program_kansas_state_qb_coach,program_kansas_state,person_005242,qb_coach,2026,active
staff_program_kansas_state_rb_coach,program_kansas_state,person_005243,rb_coach,2026,active
staff_program_kansas_state_wr_coach,program_kansas_state,person_005244,wr_coach,2026,active
staff_program_kansas_state_ol_coach,program_kansas_state,person_005245,ol_coach,2026,active
staff_program_kansas_state_dl_coach,program_kansas_state,person_005246,dl_coach,2026,active
staff_program_kansas_state_lb_coach,program_kansas_state,person_005247,lb_coach,2026,active
staff_program_kansas_state_db_coach,program_kansas_state,person_005248,db_coach,2026,active
staff_program_kansas_state_strength_coach,program_kansas_state,person_005249,strength_coach,2026,active
staff_program_kansas_state_nil_director,program_kansas_state,person_005250,nil_director,2026,active
staff_program_oklahoma_state_head_coach,program_oklahoma_state,person_005356,head_coach,2026,active
staff_program_oklahoma_state_offensive_coordinator,program_oklahoma_state,person_005357,offensive_coordinator,2026,active
staff_program_oklahoma_state_defensive_coordinator,program_oklahoma_state,person_005358,defensive_coordinator,2026,active
staff_program_oklahoma_state_special_teams_coordinator,program_oklahoma_state,person_005359,special_teams_coordinator,2026,active
staff_program_oklahoma_state_recruiting_coordinator,program_oklahoma_state,person_005360,recruiting_coordinator,2026,active
staff_program_oklahoma_state_qb_coach,program_oklahoma_state,person_005361,qb_coach,2026,active
staff_program_oklahoma_state_rb_coach,program_oklahoma_state,person_005362,rb_coach,2026,active
staff_program_oklahoma_state_wr_coach,program_oklahoma_state,person_005363,wr_coach,2026,active
staff_program_oklahoma_state_ol_coach,program_oklahoma_state,person_005364,ol_coach,2026,active
staff_program_oklahoma_state_dl_coach,program_oklahoma_state,person_005365,dl_coach,2026,active
staff_program_oklahoma_state_lb_coach,program_oklahoma_state,person_005366,lb_coach,2026,active
staff_program_oklahoma_state_db_coach,program_oklahoma_state,person_005367,db_coach,2026,active
staff_program_oklahoma_state_strength_coach,program_oklahoma_state,person_005368,strength_coach,2026,active
staff_program_oklahoma_state_nil_director,program_oklahoma_state,person_005369,nil_director,2026,active
staff_program_tcu_head_coach,program_tcu,person_005475,head_coach,2026,active
staff_program_tcu_offensive_coordinator,program_tcu,person_005476,offensive_coordinator,2026,active
staff_program_tcu_defensive_coordinator,program_tcu,person_005477,defensive_coordinator,2026,active
staff_program_tcu_special_teams_coordinator,program_tcu,person_005478,special_teams_coordinator,2026,active
staff_program_tcu_recruiting_coordinator,program_tcu,person_005479,recruiting_coordinator,2026,active
staff_program_tcu_qb_coach,program_tcu,person_005480,qb_coach,2026,active
staff_program_tcu_rb_coach,program_tcu,person_005481,rb_coach,2026,active
staff_program_tcu_wr_coach,program_tcu,person_005482,wr_coach,2026,active
staff_program_tcu_ol_coach,program_tcu,person_005483,ol_coach,2026,active
staff_program_tcu_dl_coach,program_tcu,person_005484,dl_coach,2026,active
staff_program_tcu_lb_coach,program_tcu,person_005485,lb_coach,2026,active
staff_program_tcu_db_coach,program_tcu,person_005486,db_coach,2026,active
staff_program_tcu_strength_coach,program_tcu,person_005487,strength_coach,2026,active
staff_program_tcu_nil_director,program_tcu,person_005488,nil_director,2026,active
staff_program_texas_tech_head_coach,program_texas_tech,person_005594,head_coach,2026,active
staff_program_texas_tech_offensive_coordinator,program_texas_tech,person_005595,offensive_coordinator,2026,active
staff_program_texas_tech_defensive_coordinator,program_texas_tech,person_005596,defensive_coordinator,2026,active
staff_program_texas_tech_special_teams_coordinator,program_texas_tech,person_005597,special_teams_coordinator,2026,active
staff_program_texas_tech_recruiting_coordinator,program_texas_tech,person_005598,recruiting_coordinator,2026,active
staff_program_texas_tech_qb_coach,program_texas_tech,person_005599,qb_coach,2026,active
staff_program_texas_tech_rb_coach,program_texas_tech,person_005600,rb_coach,2026,active
staff_program_texas_tech_wr_coach,program_texas_tech,person_005601,wr_coach,2026,active
staff_program_texas_tech_ol_coach,program_texas_tech,person_005602,ol_coach,2026,active
staff_program_texas_tech_dl_coach,program_texas_tech,person_005603,dl_coach,2026,active
staff_program_texas_tech_lb_coach,program_texas_tech,person_005604,lb_coach,2026,active
staff_program_texas_tech_db_coach,program_texas_tech,person_005605,db_coach,2026,active
staff_program_texas_tech_strength_coach,program_texas_tech,person_005606,strength_coach,2026,active
staff_program_texas_tech_nil_director,program_texas_tech,person_005607,nil_director,2026,active
staff_program_ucf_head_coach,program_ucf,person_005713,head_coach,2026,active
staff_program_ucf_offensive_coordinator,program_ucf,person_005714,offensive_coordinator,2026,active
staff_program_ucf_defensive_coordinator,program_ucf,person_005715,defensive_coordinator,2026,active
staff_program_ucf_special_teams_coordinator,program_ucf,person_005716,special_teams_coordinator,2026,active
staff_program_ucf_recruiting_coordinator,program_ucf,person_005717,recruiting_coordinator,2026,active
staff_program_ucf_qb_coach,program_ucf,person_005718,qb_coach,2026,active
staff_program_ucf_rb_coach,program_ucf,person_005719,rb_coach,2026,active
staff_program_ucf_wr_coach,program_ucf,person_005720,wr_coach,2026,active
staff_program_ucf_ol_coach,program_ucf,person_005721,ol_coach,2026,active
staff_program_ucf_dl_coach,program_ucf,person_005722,dl_coach,2026,active
staff_program_ucf_lb_coach,program_ucf,person_005723,lb_coach,2026,active
staff_program_ucf_db_coach,program_ucf,person_005724,db_coach,2026,active
staff_program_ucf_strength_coach,program_ucf,person_005725,strength_coach,2026,active
staff_program_ucf_nil_director,program_ucf,person_005726,nil_director,2026,active
staff_program_utah_head_coach,program_utah,person_005832,head_coach,2026,active
staff_program_utah_offensive_coordinator,program_utah,person_005833,offensive_coordinator,2026,active
staff_program_utah_defensive_coordinator,program_utah,person_005834,defensive_coordinator,2026,active
staff_program_utah_special_teams_coordinator,program_utah,person_005835,special_teams_coordinator,2026,active
staff_program_utah_recruiting_coordinator,program_utah,person_005836,recruiting_coordinator,2026,active
staff_program_utah_qb_coach,program_utah,person_005837,qb_coach,2026,active
staff_program_utah_rb_coach,program_utah,person_005838,rb_coach,2026,active
staff_program_utah_wr_coach,program_utah,person_005839,wr_coach,2026,active
staff_program_utah_ol_coach,program_utah,person_005840,ol_coach,2026,active
staff_program_utah_dl_coach,program_utah,person_005841,dl_coach,2026,active
staff_program_utah_lb_coach,program_utah,person_005842,lb_coach,2026,active
staff_program_utah_db_coach,program_utah,person_005843,db_coach,2026,active
staff_program_utah_strength_coach,program_utah,person_005844,strength_coach,2026,active
staff_program_utah_nil_director,program_utah,person_005845,nil_director,2026,active
staff_program_west_virginia_head_coach,program_west_virginia,person_005951,head_coach,2026,active
staff_program_west_virginia_offensive_coordinator,program_west_virginia,person_005952,offensive_coordinator,2026,active
staff_program_west_virginia_defensive_coordinator,program_west_virginia,person_005953,defensive_coordinator,2026,active
staff_program_west_virginia_special_teams_coordinator,program_west_virginia,person_005954,special_teams_coordinator,2026,active
staff_program_west_virginia_recruiting_coordinator,program_west_virginia,person_005955,recruiting_coordinator,2026,active
staff_program_west_virginia_qb_coach,program_west_virginia,person_005956,qb_coach,2026,active
staff_program_west_virginia_rb_coach,program_west_virginia,person_005957,rb_coach,2026,active
staff_program_west_virginia_wr_coach,program_west_virginia,person_005958,wr_coach,2026,active
staff_program_west_virginia_ol_coach,program_west_virginia,person_005959,ol_coach,2026,active
staff_program_west_virginia_dl_coach,program_west_virginia,person_005960,dl_coach,2026,active
staff_program_west_virginia_lb_coach,program_west_virginia,person_005961,lb_coach,2026,active
staff_program_west_virginia_db_coach,program_west_virginia,person_005962,db_coach,2026,active
staff_program_west_virginia_strength_coach,program_west_virginia,person_005963,strength_coach,2026,active
staff_program_west_virginia_nil_director,program_west_virginia,person_005964,nil_director,2026,active
staff_program_alabama_head_coach,program_alabama,person_006070,head_coach,2026,active
staff_program_alabama_offensive_coordinator,program_alabama,person_006071,offensive_coordinator,2026,active
staff_program_alabama_defensive_coordinator,program_alabama,person_006072,defensive_coordinator,2026,active
staff_program_alabama_special_teams_coordinator,program_alabama,person_006073,special_teams_coordinator,2026,active
staff_program_alabama_recruiting_coordinator,program_alabama,person_006074,recruiting_coordinator,2026,active
staff_program_alabama_qb_coach,program_alabama,person_006075,qb_coach,2026,active
staff_program_alabama_rb_coach,program_alabama,person_006076,rb_coach,2026,active
staff_program_alabama_wr_coach,program_alabama,person_006077,wr_coach,2026,active
staff_program_alabama_ol_coach,program_alabama,person_006078,ol_coach,2026,active
staff_program_alabama_dl_coach,program_alabama,person_006079,dl_coach,2026,active
staff_program_alabama_lb_coach,program_alabama,person_006080,lb_coach,2026,active
staff_program_alabama_db_coach,program_alabama,person_006081,db_coach,2026,active
staff_program_alabama_strength_coach,program_alabama,person_006082,strength_coach,2026,active
staff_program_alabama_nil_director,program_alabama,person_006083,nil_director,2026,active
staff_program_arkansas_head_coach,program_arkansas,person_006189,head_coach,2026,active
staff_program_arkansas_offensive_coordinator,program_arkansas,person_006190,offensive_coordinator,2026,active
staff_program_arkansas_defensive_coordinator,program_arkansas,person_006191,defensive_coordinator,2026,active
staff_program_arkansas_special_teams_coordinator,program_arkansas,person_006192,special_teams_coordinator,2026,active
staff_program_arkansas_recruiting_coordinator,program_arkansas,person_006193,recruiting_coordinator,2026,active
staff_program_arkansas_qb_coach,program_arkansas,person_006194,qb_coach,2026,active
staff_program_arkansas_rb_coach,program_arkansas,person_006195,rb_coach,2026,active
staff_program_arkansas_wr_coach,program_arkansas,person_006196,wr_coach,2026,active
staff_program_arkansas_ol_coach,program_arkansas,person_006197,ol_coach,2026,active
staff_program_arkansas_dl_coach,program_arkansas,person_006198,dl_coach,2026,active
staff_program_arkansas_lb_coach,program_arkansas,person_006199,lb_coach,2026,active
staff_program_arkansas_db_coach,program_arkansas,person_006200,db_coach,2026,active
staff_program_arkansas_strength_coach,program_arkansas,person_006201,strength_coach,2026,active
staff_program_arkansas_nil_director,program_arkansas,person_006202,nil_director,2026,active
staff_program_auburn_head_coach,program_auburn,person_006308,head_coach,2026,active
staff_program_auburn_offensive_coordinator,program_auburn,person_006309,offensive_coordinator,2026,active
staff_program_auburn_defensive_coordinator,program_auburn,person_006310,defensive_coordinator,2026,active
staff_program_auburn_special_teams_coordinator,program_auburn,person_006311,special_teams_coordinator,2026,active
staff_program_auburn_recruiting_coordinator,program_auburn,person_006312,recruiting_coordinator,2026,active
staff_program_auburn_qb_coach,program_auburn,person_006313,qb_coach,2026,active
staff_program_auburn_rb_coach,program_auburn,person_006314,rb_coach,2026,active
staff_program_auburn_wr_coach,program_auburn,person_006315,wr_coach,2026,active
staff_program_auburn_ol_coach,program_auburn,person_006316,ol_coach,2026,active
staff_program_auburn_dl_coach,program_auburn,person_006317,dl_coach,2026,active
staff_program_auburn_lb_coach,program_auburn,person_006318,lb_coach,2026,active
staff_program_auburn_db_coach,program_auburn,person_006319,db_coach,2026,active
staff_program_auburn_strength_coach,program_auburn,person_006320,strength_coach,2026,active
staff_program_auburn_nil_director,program_auburn,person_006321,nil_director,2026,active
staff_program_florida_head_coach,program_florida,person_006427,head_coach,2026,active
staff_program_florida_offensive_coordinator,program_florida,person_006428,offensive_coordinator,2026,active
staff_program_florida_defensive_coordinator,program_florida,person_006429,defensive_coordinator,2026,active
staff_program_florida_special_teams_coordinator,program_florida,person_006430,special_teams_coordinator,2026,active
staff_program_florida_recruiting_coordinator,program_florida,person_006431,recruiting_coordinator,2026,active
staff_program_florida_qb_coach,program_florida,person_006432,qb_coach,2026,active
staff_program_florida_rb_coach,program_florida,person_006433,rb_coach,2026,active
staff_program_florida_wr_coach,program_florida,person_006434,wr_coach,2026,active
staff_program_florida_ol_coach,program_florida,person_006435,ol_coach,2026,active
staff_program_florida_dl_coach,program_florida,person_006436,dl_coach,2026,active
staff_program_florida_lb_coach,program_florida,person_006437,lb_coach,2026,active
staff_program_florida_db_coach,program_florida,person_006438,db_coach,2026,active
staff_program_florida_strength_coach,program_florida,person_006439,strength_coach,2026,active
staff_program_florida_nil_director,program_florida,person_006440,nil_director,2026,active
staff_program_georgia_head_coach,program_georgia,person_006546,head_coach,2026,active
staff_program_georgia_offensive_coordinator,program_georgia,person_006547,offensive_coordinator,2026,active
staff_program_georgia_defensive_coordinator,program_georgia,person_006548,defensive_coordinator,2026,active
staff_program_georgia_special_teams_coordinator,program_georgia,person_006549,special_teams_coordinator,2026,active
staff_program_georgia_recruiting_coordinator,program_georgia,person_006550,recruiting_coordinator,2026,active
staff_program_georgia_qb_coach,program_georgia,person_006551,qb_coach,2026,active
staff_program_georgia_rb_coach,program_georgia,person_006552,rb_coach,2026,active
staff_program_georgia_wr_coach,program_georgia,person_006553,wr_coach,2026,active
staff_program_georgia_ol_coach,program_georgia,person_006554,ol_coach,2026,active
staff_program_georgia_dl_coach,program_georgia,person_006555,dl_coach,2026,active
staff_program_georgia_lb_coach,program_georgia,person_006556,lb_coach,2026,active
staff_program_georgia_db_coach,program_georgia,person_006557,db_coach,2026,active
staff_program_georgia_strength_coach,program_georgia,person_006558,strength_coach,2026,active
staff_program_georgia_nil_director,program_georgia,person_006559,nil_director,2026,active
staff_program_kentucky_head_coach,program_kentucky,person_006665,head_coach,2026,active
staff_program_kentucky_offensive_coordinator,program_kentucky,person_006666,offensive_coordinator,2026,active
staff_program_kentucky_defensive_coordinator,program_kentucky,person_006667,defensive_coordinator,2026,active
staff_program_kentucky_special_teams_coordinator,program_kentucky,person_006668,special_teams_coordinator,2026,active
staff_program_kentucky_recruiting_coordinator,program_kentucky,person_006669,recruiting_coordinator,2026,active
staff_program_kentucky_qb_coach,program_kentucky,person_006670,qb_coach,2026,active
staff_program_kentucky_rb_coach,program_kentucky,person_006671,rb_coach,2026,active
staff_program_kentucky_wr_coach,program_kentucky,person_006672,wr_coach,2026,active
staff_program_kentucky_ol_coach,program_kentucky,person_006673,ol_coach,2026,active
staff_program_kentucky_dl_coach,program_kentucky,person_006674,dl_coach,2026,active
staff_program_kentucky_lb_coach,program_kentucky,person_006675,lb_coach,2026,active
staff_program_kentucky_db_coach,program_kentucky,person_006676,db_coach,2026,active
staff_program_kentucky_strength_coach,program_kentucky,person_006677,strength_coach,2026,active
staff_program_kentucky_nil_director,program_kentucky,person_006678,nil_director,2026,active
staff_program_lsu_head_coach,program_lsu,person_006784,head_coach,2026,active
staff_program_lsu_offensive_coordinator,program_lsu,person_006785,offensive_coordinator,2026,active
staff_program_lsu_defensive_coordinator,program_lsu,person_006786,defensive_coordinator,2026,active
staff_program_lsu_special_teams_coordinator,program_lsu,person_006787,special_teams_coordinator,2026,active
staff_program_lsu_recruiting_coordinator,program_lsu,person_006788,recruiting_coordinator,2026,active
staff_program_lsu_qb_coach,program_lsu,person_006789,qb_coach,2026,active
staff_program_lsu_rb_coach,program_lsu,person_006790,rb_coach,2026,active
staff_program_lsu_wr_coach,program_lsu,person_006791,wr_coach,2026,active
staff_program_lsu_ol_coach,program_lsu,person_006792,ol_coach,2026,active
staff_program_lsu_dl_coach,program_lsu,person_006793,dl_coach,2026,active
staff_program_lsu_lb_coach,program_lsu,person_006794,lb_coach,2026,active
staff_program_lsu_db_coach,program_lsu,person_006795,db_coach,2026,active
staff_program_lsu_strength_coach,program_lsu,person_006796,strength_coach,2026,active
staff_program_lsu_nil_director,program_lsu,person_006797,nil_director,2026,active
staff_program_mississippi_state_head_coach,program_mississippi_state,person_006903,head_coach,2026,active
staff_program_mississippi_state_offensive_coordinator,program_mississippi_state,person_006904,offensive_coordinator,2026,active
staff_program_mississippi_state_defensive_coordinator,program_mississippi_state,person_006905,defensive_coordinator,2026,active
staff_program_mississippi_state_special_teams_coordinator,program_mississippi_state,person_006906,special_teams_coordinator,2026,active
staff_program_mississippi_state_recruiting_coordinator,program_mississippi_state,person_006907,recruiting_coordinator,2026,active
staff_program_mississippi_state_qb_coach,program_mississippi_state,person_006908,qb_coach,2026,active
staff_program_mississippi_state_rb_coach,program_mississippi_state,person_006909,rb_coach,2026,active
staff_program_mississippi_state_wr_coach,program_mississippi_state,person_006910,wr_coach,2026,active
staff_program_mississippi_state_ol_coach,program_mississippi_state,person_006911,ol_coach,2026,active
staff_program_mississippi_state_dl_coach,program_mississippi_state,person_006912,dl_coach,2026,active
staff_program_mississippi_state_lb_coach,program_mississippi_state,person_006913,lb_coach,2026,active
staff_program_mississippi_state_db_coach,program_mississippi_state,person_006914,db_coach,2026,active
staff_program_mississippi_state_strength_coach,program_mississippi_state,person_006915,strength_coach,2026,active
staff_program_mississippi_state_nil_director,program_mississippi_state,person_006916,nil_director,2026,active
staff_program_missouri_head_coach,program_missouri,person_007022,head_coach,2026,active
staff_program_missouri_offensive_coordinator,program_missouri,person_007023,offensive_coordinator,2026,active
staff_program_missouri_defensive_coordinator,program_missouri,person_007024,defensive_coordinator,2026,active
staff_program_missouri_special_teams_coordinator,program_missouri,person_007025,special_teams_coordinator,2026,active
staff_program_missouri_recruiting_coordinator,program_missouri,person_007026,recruiting_coordinator,2026,active
staff_program_missouri_qb_coach,program_missouri,person_007027,qb_coach,2026,active
staff_program_missouri_rb_coach,program_missouri,person_007028,rb_coach,2026,active
staff_program_missouri_wr_coach,program_missouri,person_007029,wr_coach,2026,active
