personId,programId,seasonYear,estimatedNilValue,nilStatus,marketability,socialFollowing
person_001452,program_stanford,2026,2514611,pending,67,133992
person_001453,program_stanford,2026,2093926,collective_deal,95,317559
person_001454,program_stanford,2026,524071,pending,63,84403
person_001455,program_stanford,2026,634045,local_deal,58,211304
person_001456,program_stanford,2026,2711755,none,72,156720
person_001457,program_stanford,2026,3349342,none,86,31634
person_001458,program_stanford,2026,595180,none,72,227507
person_001459,program_stanford,2026,2904807,pending,87,22019
person_001460,program_stanford,2026,1305646,pending,65,60944
person_001461,program_stanford,2026,1020063,national_brand,99,67809
person_001462,program_stanford,2026,894632,pending,54,105069
person_001463,program_stanford,2026,2371681,none,90,196347
person_001464,program_stanford,2026,1211984,none,59,38122
person_001465,program_stanford,2026,4956900,collective_deal,87,59087
person_001466,program_stanford,2026,2091411,pending,75,102108
person_001467,program_stanford,2026,1464825,national_brand,79,113932
person_001468,program_stanford,2026,279040,national_brand,80,16172
person_001469,program_stanford,2026,4193,collective_deal,50,24610
person_001470,program_stanford,2026,408758,local_deal,89,88249
person_001471,program_stanford,2026,470708,local_deal,86,41054
person_001472,program_stanford,2026,2987507,national_brand,71,94656
person_001473,program_stanford,2026,1168006,national_brand,71,39152
person_001474,program_stanford,2026,1888099,national_brand,63,118883
person_001475,program_stanford,2026,3141334,national_brand,76,32402
person_001476,program_stanford,2026,4520966,local_deal,75,63995
person_001477,program_stanford,2026,2477263,collective_deal,94,402712
person_001478,program_stanford,2026,732717,national_brand,76,272672
person_001479,program_stanford,2026,176142,national_brand,95,16432
person_001480,program_stanford,2026,413725,none,88,165843
person_001481,program_stanford,2026,3512072,pending,68,157692
person_001482,program_stanford,2026,1743988,collective_deal,82,80514
person_001483,program_stanford,2026,5473297,national_brand,86,322952
person_001484,program_stanford,2026,2266388,national_brand,76,71035
person_001485,program_stanford,2026,2688766,none,87,265695
person_001486,program_stanford,2026,3889031,pending,99,58281
person_001487,program_stanford,2026,935709,local_deal,42,326977
person_001488,program_stanford,2026,3688018,collective_deal,70,183536
person_001489,program_stanford,2026,585188,local_deal,88,219955
person_001490,program_stanford,2026,1726849,pending,57,196645
person_001491,program_stanford,2026,278209,pending,99,163776
person_001492,program_stanford,2026,1810333,local_deal,58,319267
person_001493,program_stanford,2026,269628,none,89,124154
person_001494,program_stanford,2026,865479,collective_deal,80,7436
person_001495,program_stanford,2026,2559,local_deal,77,32082
person_001496,program_stanford,2026,493605,collective_deal,61,214229
person_001497,program_stanford,2026,738206,pending,83,77916
person_001498,program_stanford,2026,2629357,pending,84,247771
person_001499,program_stanford,2026,4263104,pending,69,68850
person_001500,program_stanford,2026,4167917,national_brand,70,296235
person_001501,program_stanford,2026,2256293,local_deal,58,216154
person_001502,program_stanford,2026,3642706,none,68,133699
person_001503,program_stanford,2026,2541977,collective_deal,60,56755
person_001504,program_stanford,2026,2591603,pending,99,265425
person_001505,program_stanford,2026,641528,local_deal,58,65768
person_001506,program_stanford,2026,1067122,none,59,125016
person_001507,program_stanford,2026,2461121,national_brand,33,33399
person_001508,program_stanford,2026,1304997,national_brand,80,149590
person_001509,program_stanford,2026,1512445,local_deal,94,78632
person_001510,program_stanford,2026,2132347,pending,44,149148
person_001511,program_stanford,2026,1175901,local_deal,85,242453
person_001512,program_stanford,2026,1669654,none,46,96119
person_001513,program_stanford,2026,5458254,collective_deal,54,387644
person_001514,program_stanford,2026,233843,none,82,143784
person_001515,program_stanford,2026,2243020,collective_deal,69,148808
person_001516,program_stanford,2026,1616,national_brand,80,14907
person_001517,program_stanford,2026,6073767,pending,70,232883
person_001518,program_stanford,2026,3224566,local_deal,64,230996
person_001519,program_stanford,2026,1546023,none,73,314246
person_001520,program_stanford,2026,3927363,collective_deal,86,40264
person_001521,program_stanford,2026,3554,national_brand,52,156774
person_001522,program_stanford,2026,2509597,pending,84,169937
person_001523,program_stanford,2026,2973825,none,41,37505
person_001524,program_stanford,2026,319471,collective_deal,58,355155
person_001525,program_stanford,2026,5627118,collective_deal,47,208388
person_001526,program_stanford,2026,3804562,collective_deal,99,342058
person_001527,program_stanford,2026,1735371,pending,37,232384
person_001528,program_stanford,2026,5059565,none,99,347415
person_001529,program_stanford,2026,2411351,collective_deal,80,122446
person_001530,program_stanford,2026,3261758,pending,55,364420
person_001531,program_stanford,2026,3567202,none,51,214501
person_001532,program_stanford,2026,6179256,none,99,29436
person_001533,program_stanford,2026,1076051,pending,45,170361
person_001534,program_stanford,2026,3426392,collective_deal,96,353939
person_001535,program_stanford,2026,2489916,local_deal,83,6941
person_001536,program_stanford,2026,336259,national_brand,63,238311
person_001537,program_stanford,2026,4314738,local_deal,89,292854
person_001538,program_stanford,2026,1787362,collective_deal,80,83206
person_001539,program_stanford,2026,3812054,pending,62,255307
person_001540,program_stanford,2026,4738,pending,46,105580
person_001541,program_stanford,2026,283586,none,63,141490
person_001542,program_stanford,2026,1578076,pending,78,187043
person_001543,program_stanford,2026,2814523,none,61,173566
person_001544,program_stanford,2026,2310150,collective_deal,78,120982
person_001545,program_stanford,2026,2921667,national_brand,83,299051
person_001546,program_stanford,2026,1318430,national_brand,84,214530
person_001547,program_stanford,2026,1781776,none,67,20932
person_001562,program_syracuse,2026,2878578,none,67,257405
person_001563,program_syracuse,2026,2799556,local_deal,46,211361
person_001564,program_syracuse,2026,984553,collective_deal,79,154325
person_001565,program_syracuse,2026,5042399,national_brand,75,326624
person_001566,program_syracuse,2026,1804070,local_deal,63,202455
person_001567,program_syracuse,2026,1508339,none,67,183104
person_001568,program_syracuse,2026,7634,local_deal,46,122713
person_001569,program_syracuse,2026,2431604,pending,91,211437
person_001570,program_syracuse,2026,4889114,collective_deal,79,89724
person_001571,program_syracuse,2026,2616598,none,80,304299
person_001572,program_syracuse,2026,659164,pending,67,110653
person_001573,program_syracuse,2026,672485,none,65,193271
person_001574,program_syracuse,2026,2951823,collective_deal,56,107001
person_001575,program_syracuse,2026,629305,national_brand,78,110153
person_001576,program_syracuse,2026,282488,national_brand,77,108166
person_001577,program_syracuse,2026,1257782,national_brand,66,153518
person_001578,program_syracuse,2026,2430069,pending,65,57614
person_001579,program_syracuse,2026,2191304,pending,86,277949
person_001580,program_syracuse,2026,1844,national_brand,63,118290
person_001581,program_syracuse,2026,1588985,none,72,122823
person_001582,program_syracuse,2026,4997503,collective_deal,98,78821
person_001583,program_syracuse,2026,6151728,local_deal,99,395099
person_001584,program_syracuse,2026,246789,national_brand,78,116843
person_001585,program_syracuse,2026,3354,pending,69,12887
person_001586,program_syracuse,2026,4285231,local_deal,72,255612
person_001587,program_syracuse,2026,1075599,local_deal,97,146426
person_001588,program_syracuse,2026,794497,pending,78,17908
person_001589,program_syracuse,2026,1007033,none,77,55653
person_001590,program_syracuse,2026,3001612,pending,80,320649
person_001591,program_syracuse,2026,2736196,pending,71,11153
person_001592,program_syracuse,2026,4097466,collective_deal,69,131348
person_001593,program_syracuse,2026,1438782,none,79,466709
person_001594,program_syracuse,2026,2913295,none,76,301975
person_001595,program_syracuse,2026,2270700,pending,68,266518
person_001596,program_syracuse,2026,2147503,pending,80,215763
person_001597,program_syracuse,2026,654413,pending,40,76618
person_001598,program_syracuse,2026,210123,collective_deal,76,359950
person_001599,program_syracuse,2026,3275648,collective_deal,71,78978
person_001600,program_syracuse,2026,839596,national_brand,75,226858
person_001601,program_syracuse,2026,3238771,none,54,261301
person_001602,program_syracuse,2026,3188802,pending,85,210245
person_001603,program_syracuse,2026,408159,collective_deal,91,292232
person_001604,program_syracuse,2026,1110089,none,95,102230
person_001605,program_syracuse,2026,3927912,none,88,356347
person_001606,program_syracuse,2026,531210,national_brand,65,140934
person_001607,program_syracuse,2026,2605285,national_brand,80,85926
person_001608,program_syracuse,2026,6421,pending,30,124143
person_001609,program_syracuse,2026,4222235,local_deal,72,120980
person_001610,program_syracuse,2026,2780728,pending,88,19556
person_001611,program_syracuse,2026,1310239,pending,50,60441
person_001612,program_syracuse,2026,451709,national_brand,74,169623
person_001613,program_syracuse,2026,2595917,national_brand,97,245727
person_001614,program_syracuse,2026,2668410,none,65,151917
person_001615,program_syracuse,2026,1642743,local_deal,73,98410
person_001616,program_syracuse,2026,5097229,none,71,248629
person_001617,program_syracuse,2026,2518133,pending,99,189043
person_001618,program_syracuse,2026,2642785,local_deal,99,286785
person_001619,program_syracuse,2026,3817529,pending,52,362693
person_001620,program_syracuse,2026,1764325,pending,68,95194
person_001621,program_syracuse,2026,3776202,local_deal,93,228363
person_001622,program_syracuse,2026,2054275,pending,59,43946
person_001623,program_syracuse,2026,2548266,local_deal,83,167085
person_001624,program_syracuse,2026,4173717,none,42,151947
person_001625,program_syracuse,2026,4297031,collective_deal,85,123314
person_001626,program_syracuse,2026,1836314,pending,72,230310
person_001627,program_syracuse,2026,2063815,collective_deal,52,6248
person_001628,program_syracuse,2026,4276195,collective_deal,63,22980
person_001629,program_syracuse,2026,1506323,collective_deal,56,145801
person_001630,program_syracuse,2026,5303,national_brand,86,88123
person_001631,program_syracuse,2026,1834700,national_brand,75,159397
person_001632,program_syracuse,2026,5278,none,56,144247
person_001633,program_syracuse,2026,2479657,none,64,24492
person_001634,program_syracuse,2026,2896347,none,63,97501
person_001635,program_syracuse,2026,172731,none,81,247468
person_001636,program_syracuse,2026,5039465,pending,50,202034
person_001637,program_syracuse,2026,1190518,collective_deal,73,397980
person_001638,program_syracuse,2026,1500084,pending,69,64886
person_001639,program_syracuse,2026,124905,national_brand,74,202303
person_001640,program_syracuse,2026,2123914,collective_deal,78,300418
person_001641,program_syracuse,2026,134999,none,99,354357
person_001642,program_syracuse,2026,2239007,pending,72,166855
person_001643,program_syracuse,2026,2619977,national_brand,49,292954
person_001644,program_syracuse,2026,1727000,collective_deal,98,218032
person_001645,program_syracuse,2026,2375754,pending,59,197853
person_001646,program_syracuse,2026,2971258,none,36,24336
person_001647,program_syracuse,2026,3645074,none,79,165698
person_001648,program_syracuse,2026,5450,local_deal,65,65964
person_001649,program_syracuse,2026,2780319,national_brand,64,151130
person_001650,program_syracuse,2026,747218,collective_deal,72,104109
person_001651,program_syracuse,2026,4692573,local_deal,85,210504
person_001652,program_syracuse,2026,3457694,national_brand,93,23597
person_001653,program_syracuse,2026,2418393,pending,76,296844
person_001654,program_syracuse,2026,6927,collective_deal,85,81634
person_001655,program_syracuse,2026,3137832,national_brand,85,51354
person_001656,program_syracuse,2026,3323812,local_deal,70,20964
person_001657,program_syracuse,2026,2835887,none,64,57563
person_001658,program_syracuse,2026,943480,collective_deal,73,214307
person_001659,program_syracuse,2026,2948231,national_brand,79,146824
person_001660,program_syracuse,2026,6945,national_brand,75,112052
person_001661,program_syracuse,2026,1953897,collective_deal,99,106905
person_001662,program_syracuse,2026,1280316,none,62,319507
person_001663,program_syracuse,2026,4202730,none,64,247899
person_001664,program_syracuse,2026,3890751,local_deal,80,107958
person_001665,program_syracuse,2026,4258185,pending,86,234160
person_001666,program_syracuse,2026,3223212,pending,67,178550
person_001681,program_virginia,2026,1801447,pending,73,270381
person_001682,program_virginia,2026,1068419,collective_deal,87,156828
person_001683,program_virginia,2026,1178809,national_brand,73,126492
person_001684,program_virginia,2026,899791,none,92,218409
person_001685,program_virginia,2026,1998894,collective_deal,77,179989
person_001686,program_virginia,2026,1776706,collective_deal,53,139150
person_001687,program_virginia,2026,1242788,none,74,260654
person_001688,program_virginia,2026,4041158,local_deal,93,160038
person_001689,program_virginia,2026,239719,national_brand,71,262776
person_001690,program_virginia,2026,911386,pending,67,52172
person_001691,program_virginia,2026,2856041,local_deal,72,142063
person_001692,program_virginia,2026,2104357,local_deal,75,6812
person_001693,program_virginia,2026,1227167,local_deal,56,153878
person_001694,program_virginia,2026,1316728,collective_deal,82,182558
person_001695,program_virginia,2026,1794553,local_deal,75,281678
person_001696,program_virginia,2026,953249,national_brand,54,94288
person_001697,program_virginia,2026,4377506,national_brand,74,365769
person_001698,program_virginia,2026,2666971,none,51,70319
person_001699,program_virginia,2026,1315534,national_brand,64,13795
person_001700,program_virginia,2026,5007848,none,99,264610
person_001701,program_virginia,2026,3502363,none,80,191315
person_001702,program_virginia,2026,5231814,national_brand,80,329964
person_001703,program_virginia,2026,2619606,none,68,121213
person_001704,program_virginia,2026,4283114,pending,77,385566
person_001705,program_virginia,2026,863737,collective_deal,87,153515
person_001706,program_virginia,2026,1590237,collective_deal,64,31540
person_001707,program_virginia,2026,2180724,pending,79,97076
person_001708,program_virginia,2026,6529,pending,55,35332
person_001709,program_virginia,2026,599388,national_brand,73,173546
person_001710,program_virginia,2026,5227482,pending,74,204569
person_001711,program_virginia,2026,2686551,none,92,208280
person_001712,program_virginia,2026,6837,collective_deal,99,47727
person_001713,program_virginia,2026,1946934,local_deal,65,73318
person_001714,program_virginia,2026,299830,none,67,92353
person_001715,program_virginia,2026,2836772,collective_deal,80,205907
person_001716,program_virginia,2026,1187879,local_deal,61,198858
person_001717,program_virginia,2026,4660399,local_deal,90,217817
person_001718,program_virginia,2026,2734825,none,65,19118
person_001719,program_virginia,2026,1057313,national_brand,76,227060
person_001720,program_virginia,2026,5946869,collective_deal,81,426702
person_001721,program_virginia,2026,3514669,local_deal,87,51117
person_001722,program_virginia,2026,1170052,collective_deal,70,144343
person_001723,program_virginia,2026,2884,pending,76,41606
person_001724,program_virginia,2026,1443590,none,77,176259
person_001725,program_virginia,2026,1018154,pending,62,31937
person_001726,program_virginia,2026,6412,pending,50,77436
person_001727,program_virginia,2026,4952005,national_brand,55,88326
person_001728,program_virginia,2026,1011928,national_brand,77,154360
person_001729,program_virginia,2026,2657509,none,75,265186
person_001730,program_virginia,2026,2495145,pending,80,237891
person_001731,program_virginia,2026,4161629,national_brand,75,416645
person_001732,program_virginia,2026,2418158,local_deal,53,32068
person_001733,program_virginia,2026,2936420,none,50,136347
person_001734,program_virginia,2026,3565897,pending,84,210606
person_001735,program_virginia,2026,1456151,pending,77,318222
person_001736,program_virginia,2026,3118992,local_deal,63,133071
person_001737,program_virginia,2026,1794874,pending,43,15101
person_001738,program_virginia,2026,839989,collective_deal,87,185495
person_001739,program_virginia,2026,2063262,none,48,122573
person_001740,program_virginia,2026,3177156,national_brand,69,76931
person_001741,program_virginia,2026,250870,collective_deal,96,267670
person_001742,program_virginia,2026,2432,local_deal,65,121491
person_001743,program_virginia,2026,2635506,pending,93,177256
person_001744,program_virginia,2026,304765,national_brand,85,116557
person_001745,program_virginia,2026,2234013,national_brand,75,322522
person_001746,program_virginia,2026,1443697,local_deal,68,356766
person_001747,program_virginia,2026,3877519,none,78,245621
person_001748,program_virginia,2026,1952735,collective_deal,70,252717
person_001749,program_virginia,2026,899017,local_deal,85,6304
person_001750,program_virginia,2026,1357080,national_brand,82,319058
person_001751,program_virginia,2026,4467801,collective_deal,75,375561
person_001752,program_virginia,2026,944951,collective_deal,66,23095
person_001753,program_virginia,2026,2085937,national_brand,99,32543
person_001754,program_virginia,2026,312867,national_brand,99,338600
person_001755,program_virginia,2026,917226,local_deal,80,219747
person_001756,program_virginia,2026,2088011,pending,81,68897
person_001757,program_virginia,2026,421376,none,75,213389
person_001758,program_virginia,2026,2459002,local_deal,77,80166
person_001759,program_virginia,2026,1305536,national_brand,70,131842
person_001760,program_virginia,2026,2721643,local_deal,84,364925
person_001761,program_virginia,2026,2777237,local_deal,61,225229
person_001762,program_virginia,2026,4131603,pending,78,317084
person_001763,program_virginia,2026,1447897,national_brand,58,180659
person_001764,program_virginia,2026,1734125,national_brand,75,162305
person_001765,program_virginia,2026,3619755,national_brand,53,90685
person_001766,program_virginia,2026,553421,local_deal,76,219493
person_001767,program_virginia,2026,4547185,pending,92,7285
person_001768,program_virginia,2026,1293369,local_deal,63,44204
person_001769,program_virginia,2026,3396,national_brand,49,71153
person_001770,program_virginia,2026,2940140,national_brand,97,70265
person_001771,program_virginia,2026,2178896,pending,63,85888
person_001772,program_virginia,2026,1305958,local_deal,53,59527
person_001773,program_virginia,2026,125016,collective_deal,80,99217
person_001774,program_virginia,2026,836643,local_deal,87,40821
person_001775,program_virginia,2026,1533092,collective_deal,71,122420
person_001776,program_virginia,2026,3682492,collective_deal,99,55446
person_001777,program_virginia,2026,4115230,local_deal,83,205764
person_001778,program_virginia,2026,1270363,pending,55,8994
person_001779,program_virginia,2026,2563820,local_deal,57,222565
person_001780,program_virginia,2026,518146,local_deal,74,43046
person_001781,program_virginia,2026,2443302,pending,72,155420
person_001782,program_virginia,2026,3213202,national_brand,72,351901
person_001783,program_virginia,2026,2274157,local_deal,78,212093
person_001784,program_virginia,2026,1855075,local_deal,79,172507
person_001785,program_virginia,2026,1517098,pending,90,252837
person_001800,program_virginia_tech,2026,4377,pending,65,54033
person_001801,program_virginia_tech,2026,1671984,local_deal,62,125997
person_001802,program_virginia_tech,2026,3237004,local_deal,99,104559
person_001803,program_virginia_tech,2026,2604312,none,75,286785
person_001804,program_virginia_tech,2026,4159134,pending,68,58903
person_001805,program_virginia_tech,2026,1658855,collective_deal,87,21621
person_001806,program_virginia_tech,2026,3490,pending,84,12090
person_001807,program_virginia_tech,2026,1733603,national_brand,67,230246
person_001808,program_virginia_tech,2026,2246057,pending,52,113510
person_001809,program_virginia_tech,2026,1632731,local_deal,86,162224
person_001810,program_virginia_tech,2026,3044,national_brand,46,13750
person_001811,program_virginia_tech,2026,3327,none,62,98724
person_001812,program_virginia_tech,2026,2834170,collective_deal,75,196463
person_001813,program_virginia_tech,2026,1363630,national_brand,59,128565
person_001814,program_virginia_tech,2026,3885762,collective_deal,82,82868
person_001815,program_virginia_tech,2026,1263515,collective_deal,86,145314
person_001816,program_virginia_tech,2026,1673592,local_deal,71,176675
person_001817,program_virginia_tech,2026,5558,collective_deal,58,146888
person_001818,program_virginia_tech,2026,1803941,none,75,218948
person_001819,program_virginia_tech,2026,5736996,local_deal,74,13314
person_001820,program_virginia_tech,2026,2271586,local_deal,42,207990
person_001821,program_virginia_tech,2026,1347397,collective_deal,80,161463
person_001822,program_virginia_tech,2026,1341750,national_brand,93,43948
person_001823,program_virginia_tech,2026,2940574,local_deal,81,153899
person_001824,program_virginia_tech,2026,172368,local_deal,64,204018
person_001825,program_virginia_tech,2026,996160,local_deal,74,244930
person_001826,program_virginia_tech,2026,2554005,collective_deal,68,38178
person_001827,program_virginia_tech,2026,2937950,pending,72,18193
person_001828,program_virginia_tech,2026,2550726,collective_deal,65,255401
person_001829,program_virginia_tech,2026,377663,national_brand,77,142291
person_001830,program_virginia_tech,2026,2889873,local_deal,81,207468
person_001831,program_virginia_tech,2026,6880,none,99,80340
person_001832,program_virginia_tech,2026,405906,pending,38,113300
person_001833,program_virginia_tech,2026,2168937,local_deal,60,19957
person_001834,program_virginia_tech,2026,5545,pending,61,85341
person_001835,program_virginia_tech,2026,2966716,pending,44,249207
person_001836,program_virginia_tech,2026,1752232,none,49,244424
person_001837,program_virginia_tech,2026,1928531,national_brand,70,16454
person_001838,program_virginia_tech,2026,1548375,national_brand,45,126587
person_001839,program_virginia_tech,2026,3115799,local_deal,61,166210
person_001840,program_virginia_tech,2026,2560223,local_deal,81,323896
person_001841,program_virginia_tech,2026,4213914,pending,97,15185
person_001842,program_virginia_tech,2026,802019,national_brand,74,116849
person_001843,program_virginia_tech,2026,1751627,none,54,94473
person_001844,program_virginia_tech,2026,1341109,national_brand,52,134720
person_001845,program_virginia_tech,2026,226837,collective_deal,89,31417
person_001846,program_virginia_tech,2026,513191,national_brand,65,337432
person_001847,program_virginia_tech,2026,1450291,pending,99,244040
person_001848,program_virginia_tech,2026,3678336,pending,78,259098
person_001849,program_virginia_tech,2026,2884400,national_brand,53,31434
person_001850,program_virginia_tech,2026,1804397,none,55,182301
person_001851,program_virginia_tech,2026,3207339,national_brand,99,346092
person_001852,program_virginia_tech,2026,2473995,none,90,7568
person_001853,program_virginia_tech,2026,2168833,none,57,33935
person_001854,program_virginia_tech,2026,459621,none,86,328745
person_001855,program_virginia_tech,2026,163852,national_brand,73,61176
person_001856,program_virginia_tech,2026,3865111,pending,81,30571
person_001857,program_virginia_tech,2026,1499570,national_brand,71,148878
person_001858,program_virginia_tech,2026,1917052,national_brand,91,51002
person_001859,program_virginia_tech,2026,565711,national_brand,63,378613
person_001860,program_virginia_tech,2026,749112,national_brand,76,182943
person_001861,program_virginia_tech,2026,4092436,pending,70,104676
person_001862,program_virginia_tech,2026,576987,collective_deal,56,283172
person_001863,program_virginia_tech,2026,520094,collective_deal,76,197098
person_001864,program_virginia_tech,2026,306459,pending,76,121486
person_001865,program_virginia_tech,2026,1148221,national_brand,85,343708
person_001866,program_virginia_tech,2026,173559,local_deal,70,33845
person_001867,program_virginia_tech,2026,88121,pending,64,44361
person_001868,program_virginia_tech,2026,2558302,collective_deal,57,169517
person_001869,program_virginia_tech,2026,1185442,national_brand,66,188503
person_001870,program_virginia_tech,2026,6401,collective_deal,35,118456
person_001871,program_virginia_tech,2026,3907728,none,90,199805
person_001872,program_virginia_tech,2026,2587016,collective_deal,55,282525
person_001873,program_virginia_tech,2026,1559214,local_deal,99,198323
person_001874,program_virginia_tech,2026,3259,pending,51,4368
person_001875,program_virginia_tech,2026,4015086,pending,89,92784
person_001876,program_virginia_tech,2026,1044848,local_deal,46,266708
person_001877,program_virginia_tech,2026,5986,none,75,86456
person_001878,program_virginia_tech,2026,492379,local_deal,59,294218
person_001879,program_virginia_tech,2026,5133508,collective_deal,95,269793
person_001880,program_virginia_tech,2026,3247040,national_brand,73,18241
person_001881,program_virginia_tech,2026,736170,none,43,185432
person_001882,program_virginia_tech,2026,2667252,collective_deal,84,240467
person_001883,program_virginia_tech,2026,196540,none,69,233170
person_001884,program_virginia_tech,2026,2085431,local_deal,67,96340
person_001885,program_virginia_tech,2026,1359491,local_deal,60,177453
person_001886,program_virginia_tech,2026,3710027,national_brand,46,218799
person_001887,program_virginia_tech,2026,3054345,pending,92,385181
person_001888,program_virginia_tech,2026,2468374,pending,48,152276
person_001889,program_virginia_tech,2026,3149268,pending,73,87407
person_001890,program_virginia_tech,2026,901908,national_brand,91,103210
person_001891,program_virginia_tech,2026,3390876,collective_deal,61,46573
person_001892,program_virginia_tech,2026,2305410,local_deal,71,124723
person_001893,program_virginia_tech,2026,2280021,local_deal,72,40963
person_001894,program_virginia_tech,2026,1407964,pending,86,188245
person_001895,program_virginia_tech,2026,2163181,none,99,163456
person_001896,program_virginia_tech,2026,2952740,none,64,106360
person_001897,program_virginia_tech,2026,6081,local_deal,72,126358
person_001898,program_virginia_tech,2026,2629806,national_brand,57,13137
person_001899,program_virginia_tech,2026,2578998,local_deal,93,349812
person_001900,program_virginia_tech,2026,2613029,pending,63,220938
person_001901,program_virginia_tech,2026,689270,collective_deal,78,48701
person_001902,program_virginia_tech,2026,67980,local_deal,52,40208
person_001903,program_virginia_tech,2026,4451977,local_deal,79,69324
person_001904,program_virginia_tech,2026,1813611,national_brand,79,165845
person_001919,program_wake_forest,2026,3271908,local_deal,32,110755
person_001920,program_wake_forest,2026,2310880,pending,59,118638
person_001921,program_wake_forest,2026,3948416,local_deal,91,208968
person_001922,program_wake_forest,2026,3887073,none,85,210327
person_001923,program_wake_forest,2026,7415,none,50,82076
person_001924,program_wake_forest,2026,1064455,pending,95,331552
person_001925,program_wake_forest,2026,2695855,collective_deal,48,255227
person_001926,program_wake_forest,2026,5416560,collective_deal,65,317546
person_001927,program_wake_forest,2026,2720734,pending,83,213215
person_001928,program_wake_forest,2026,2594410,collective_deal,79,135556
person_001929,program_wake_forest,2026,303850,local_deal,67,243713
person_001930,program_wake_forest,2026,2384325,collective_deal,70,140214
person_001931,program_wake_forest,2026,1778501,collective_deal,76,153333
person_001932,program_wake_forest,2026,1494026,collective_deal,93,172815
person_001933,program_wake_forest,2026,4248,national_brand,62,32918
person_001934,program_wake_forest,2026,2960558,none,77,52860
person_001935,program_wake_forest,2026,938213,local_deal,50,48439
person_001936,program_wake_forest,2026,2303420,pending,99,161171
person_001937,program_wake_forest,2026,2796386,collective_deal,84,423146
person_001938,program_wake_forest,2026,2908408,local_deal,85,142239
person_001939,program_wake_forest,2026,965118,local_deal,58,132248
person_001940,program_wake_forest,2026,2698007,national_brand,77,178639
person_001941,program_wake_forest,2026,1759566,national_brand,78,30577
person_001942,program_wake_forest,2026,275033,national_brand,59,174517
person_001943,program_wake_forest,2026,3381,none,75,19115
person_001944,program_wake_forest,2026,5876,local_deal,46,112512
person_001945,program_wake_forest,2026,2562971,local_deal,75,153788
person_001946,program_wake_forest,2026,1403068,collective_deal,88,67959
person_001947,program_wake_forest,2026,1932,none,76,74639
person_001948,program_wake_forest,2026,2006881,local_deal,66,228134
person_001949,program_wake_forest,2026,371749,national_brand,93,280510
person_001950,program_wake_forest,2026,1462942,pending,47,209223
person_001951,program_wake_forest,2026,255635,pending,60,44773
person_001952,program_wake_forest,2026,673120,local_deal,59,117893
person_001953,program_wake_forest,2026,2086692,pending,69,52072
person_001954,program_wake_forest,2026,3777,pending,82,21925
person_001955,program_wake_forest,2026,2387696,national_brand,32,233915
person_001956,program_wake_forest,2026,895813,none,51,286924
person_001957,program_wake_forest,2026,4012004,local_deal,88,262227
person_001958,program_wake_forest,2026,1887679,local_deal,85,98641
person_001959,program_wake_forest,2026,4290,collective_deal,64,58087
person_001960,program_wake_forest,2026,1939771,collective_deal,63,230274
person_001961,program_wake_forest,2026,2444668,national_brand,55,134951
person_001962,program_wake_forest,2026,2227075,national_brand,85,76652
person_001963,program_wake_forest,2026,1916630,pending,81,95909
person_001964,program_wake_forest,2026,416627,none,76,201196
person_001965,program_wake_forest,2026,1937472,local_deal,58,215613
person_001966,program_wake_forest,2026,4451033,collective_deal,88,198592
person_001967,program_wake_forest,2026,3432613,collective_deal,62,182777
person_001968,program_wake_forest,2026,2094873,local_deal,71,176537
person_001969,program_wake_forest,2026,1108912,collective_deal,64,193277
person_001970,program_wake_forest,2026,3691,collective_deal,70,157665
person_001971,program_wake_forest,2026,946071,collective_deal,61,302980
person_001972,program_wake_forest,2026,906273,pending,51,164850
person_001973,program_wake_forest,2026,1812030,collective_deal,59,292187
person_001974,program_wake_forest,2026,1164577,local_deal,99,250305
person_001975,program_wake_forest,2026,1484407,none,76,153841
person_001976,program_wake_forest,2026,1252811,local_deal,89,268803
person_001977,program_wake_forest,2026,581487,none,68,169056
person_001978,program_wake_forest,2026,980974,collective_deal,67,25070
person_001979,program_wake_forest,2026,2735184,collective_deal,69,50654
person_001980,program_wake_forest,2026,838827,none,67,210779
person_001981,program_wake_forest,2026,784165,collective_deal,82,252602
person_001982,program_wake_forest,2026,398782,pending,77,23644
person_001983,program_wake_forest,2026,2905134,collective_deal,64,40171
person_001984,program_wake_forest,2026,3806943,national_brand,75,41497
person_001985,program_wake_forest,2026,3479235,local_deal,77,120303
person_001986,program_wake_forest,2026,1159178,local_deal,81,207819
person_001987,program_wake_forest,2026,4260399,collective_deal,87,30488
person_001988,program_wake_forest,2026,3721039,local_deal,75,16975
person_001989,program_wake_forest,2026,2068283,national_brand,48,117781
person_001990,program_wake_forest,2026,2967327,national_brand,75,177453
person_001991,program_wake_forest,2026,2638949,collective_deal,76,146188
person_001992,program_wake_forest,2026,926290,collective_deal,80,10795
person_001993,program_wake_forest,2026,2410881,local_deal,51,15731
person_001994,program_wake_forest,2026,3910056,collective_deal,78,121411
person_001995,program_wake_forest,2026,6780,national_brand,87,48177
person_001996,program_wake_forest,2026,279146,pending,70,187221
person_001997,program_wake_forest,2026,2116126,national_brand,77,113132
person_001998,program_wake_forest,2026,2030807,pending,80,194517
person_001999,program_wake_forest,2026,3333,national_brand,74,119657
person_002000,program_wake_forest,2026,242238,none,50,92339
person_002001,program_wake_forest,2026,416613,national_brand,72,308872
person_002002,program_wake_forest,2026,2232245,national_brand,85,132165
person_002003,program_wake_forest,2026,285654,pending,90,246499
